"DISTRICT","TOTALPOP","Targ.","Dev.","Deviation"
1,643586,643501.3636,0%,85
2,643542,643501.3636,0%,41
3,643471,643501.3636,0%,-30
4,643693,643501.3636,0%,192
5,643556,643501.3636,0%,55
6,643767,643501.3636,0%,266
7,643436,643501.3636,0%,-65
8,643370,643501.3636,0%,-131
9,643526,643501.3636,0%,25
10,643212,643501.3636,0%,-289
11,643356,643501.3636,0%,-145
