"stfid","district"
511990502061021,01
511990502061022,01
511990502061023,01
511990502061024,01
511990502061025,01
511990502061026,01
511990502061027,01
511990502061028,01
511990502061029,01
511990502061030,01
511990502061031,01
511990502061032,01
511990502061033,01
511990502061034,01
511990502061035,01
511990503012015,01
511990503012016,01
511990503012999,01
511990503013000,01
511990503013001,01
511990503013002,01
511990503013003,01
511990503013004,01
511990503013005,01
511990503013006,01
511990503013007,01
511990503013008,01
511990503013009,01
511990503013010,01
511990503013011,01
511990503013012,01
511990503013013,01
511990503013014,01
511990503013015,01
511990503013016,01
511990503013017,01
511990503013018,01
511990503013019,01
511990503013020,01
511990503013021,01
511990503013022,01
511990503013023,01
511990503013024,01
511990503013999,01
516500000000997,01
516500000000998,01
516500000000999,01
516500101011000,01
516500101011001,01
516500101011002,01
516500101011003,01
516500101011004,01
516500101011005,01
516500101011006,01
516500101011007,01
516500101011008,01
516500101011009,01
516500101011010,01
516500101011011,01
516500101011012,01
516500101011013,01
516500101011014,01
516500101011015,01
516500101011016,01
516500101011017,01
516500101011018,01
516500101011019,01
516500101011020,01
516500101011021,01
516500101011022,01
516500101011995,01
516500101011996,01
516500101011997,01
516500101011998,01
516500101011999,01
516500101012000,01
516500101012001,01
516500101012002,01
516500101012003,01
516500101012004,01
516500101012005,01
516500101012006,01
516500101012007,01
516500101012008,01
516500101012009,01
516500101012010,01
516500101012011,01
516500101012012,01
516500101012013,01
516500101012014,01
516500101012015,01
516500101012016,01
516500101012017,01
516500101012018,01
516500101012996,01
516500101012997,01
516500101012998,01
516500101012999,01
516500101013000,01
516500101013001,01
516500101013002,01
516500101013003,01
516500101013004,01
516500101013005,01
516500101013006,01
516500101013007,01
516500101013008,01
516500101013009,01
516500101013010,01
516500101013011,01
516500101014000,01
516500101014001,01
516500101014002,01
516500101014003,01
516500101014004,01
516500101014005,01
516500101014006,01
516500101014007,01
516500101014008,01
516500101014009,01
516500101014010,01
516500101014011,01
516500101014012,01
516500101014013,01
516500101014014,01
516500101014015,01
516500101014016,01
516500101014017,01
516500101014018,01
516500101014999,01
516500101031000,01
516500101031001,01
516500101031002,01
516500101031003,01
516500101031004,01
516500101031005,01
516500101031006,01
516500101031007,01
516500101031008,01
516500101031999,01
516500101032000,01
516500101032001,01
516500101032002,01
516500101032003,01
516500101032004,01
516500101032005,01
516500101032006,01
516500101032007,01
516500101032008,01
516500101032009,01
516500101032010,01
516500101032011,01
516500101032999,01
516500101033000,01
516500101033001,01
516500101033002,01
516500101033003,01
516500101033004,01
516500101033005,01
516500101033006,01
516500101033007,01
516500101033008,01
516500101033009,01
516500101033996,01
516500101033997,01
516500101033998,01
516500101033999,01
516500101034000,01
516500101034001,01
516500101034002,01
516500101034003,01
516500101034004,01
516500101034005,01
516500101034006,01
516500101034007,01
516500101034008,01
516500101034009,01
516500101034010,01
516500101034011,01
516500101034012,01
516500101034999,01
516500101035000,01
516500101035001,01
516500101035002,01
516500101035003,01
516500101035004,01
516500101035005,01
516500101035006,01
516500101035007,01
516500101035008,01
516500101035009,01
516500101035010,01
516500101035011,01
516500101035012,01
516500101035013,01
516500101036000,01
516500101036001,01
516500101036002,01
516500101036003,01
516500101036004,01
516500101036005,01
516500101044000,01
516500102009000,01
516500102009002,01
516500102009003,01
516500102009004,01
516500102009005,01
516500102009006,01
516500102009007,01
516500102009008,01
516500102009009,01
516500102009010,01
516500102009011,01
516500102009012,01
516500102009013,01
516500102009014,01
516500102009015,01
516500102009016,01
516500102009017,01
516500102009018,01
516500102009019,01
516500102009020,01
516500102009021,01
516500102009022,01
516500102009023,01
516500102009024,01
516500102009025,01
516500102009996,01
516500102009997,01
516500102009998,01
516500102009999,01
516500103055000,01
516500103055001,01
516500103055002,01
516500103055003,01
516500103055004,01
516500103055005,01
516500103055006,01
516500103055007,01
516500103055008,01
516500103055009,01
516500103061000,01
516500103061001,01
516500103061002,01
516500103061003,01
516500103061004,01
516500103061005,01
516500103061006,01
516500103061007,01
516500103061008,01
516500103061009,01
516500103061010,01
516500103061011,01
516500103061012,01
516500103061013,01
516500103061014,01
516500103061015,01
516500103061016,01
516500103061017,01
516500103061018,01
516500103061019,01
516500103061998,01
516500103061999,01
516500103062000,01
516500103062001,01
516500103062002,01
516500103062003,01
516500103062004,01
516500103062005,01
516500103062006,01
516500103062007,01
516500103062008,01
516500103062009,01
516500103062010,01
516500103062011,01
516500103062012,01
516500103062014,01
516500103062015,01
516500103063004,01
516500103063999,01
516500107011000,01
516500107011001,01
516500107011002,01
516500107011003,01
516500107011004,01
516500107011005,01
516500107011006,01
516500107011007,01
516500107011008,01
516500107011009,01
516500107011018,01
516500107011019,01
516500107011999,01
516500107012011,01
516500107012012,01
516500107021000,01
516500107021001,01
516500107021002,01
516500107021003,01
516500107021004,01
516500107021005,01
516500107021006,01
516500107021007,01
516500107021008,01
516500107021009,01
516500107021010,01
516500107021011,01
516500107021012,01
516500107021013,01
516500107021014,01
516500107021015,01
516500107021016,01
516500107021017,01
516500107021018,01
516500107021019,01
516500107021020,01
516500107021021,01
516500107021022,01
516500107022019,01
516500107022020,01
516500107022021,01
516500107022022,01
516500107022024,01
516500107031000,01
516500107031001,01
516500107031002,01
516500107031003,01
516500107031004,01
516500107031005,01
516500107031006,01
516500107031007,01
516500107031008,01
516500107032000,01
516500107032001,01
516500107032002,01
516500107032003,01
516500107032004,01
516500107032005,01
516500107032006,01
516500107032007,01
516500107032008,01
516500107033000,01
516500107033001,01
516500107033002,01
516500107033003,01
516500107033004,01
516500107033005,01
516500108001000,01
516500108001001,01
516500108001002,01
516500108001003,01
516500108001004,01
516500108001005,01
516500108001006,01
516500108001007,01
516500108001008,01
516500108001009,01
516500108001010,01
516500108001011,01
516500108001012,01
516500108001013,01
516500108001024,01
516500108001025,01
516500108001026,01
516500108001027,01
516500108001028,01
516500108001029,01
516500108001030,01
516500110001000,01
516500110001001,01
516500110001002,01
516500110001003,01
516500110001004,01
516500110001005,01
516500110001006,01
516500110001007,01
516500110001008,01
516500110001009,01
516500110001010,01
516500110001011,01
516500110001012,01
516500110001013,01
516500110001014,01
516500110001015,01
516500110001016,01
516500110001017,01
516500110001018,01
516500110001019,01
516500110001020,01
516500110001021,01
516500110001022,01
516500110001023,01
516500110001024,01
516500110001999,01
516500110002000,01
516500110002001,01
516500110002002,01
516500110002003,01
516500110002004,01
516500110002005,01
516500110002006,01
516500110002012,01
516500110002013,01
516500110002014,01
516500110002015,01
516500110002016,01
516500110002017,01
516500110002018,01
516500110002019,01
516500110002020,01
516500110002021,01
516500110002022,01
516500110002999,01
516500111009000,01
516500111009001,01
516500111009997,01
516500111009998,01
516500111009999,01
516500112001000,01
516500112001001,01
516500112001002,01
516500112001003,01
516500112001004,01
516500112001005,01
516500112001006,01
516500112001007,01
516500112001008,01
516500112001009,01
516500112001010,01
516500112001011,01
516500112001012,01
516500112001013,01
516500112001014,01
516500112001015,01
516500112001016,01
516500112001999,01
516500112002000,01
516500112002001,01
516500112002002,01
516500112002003,01
516500112002004,01
516500112002005,01
516500112002006,01
516500112002007,01
516500112002008,01
516500112002009,01
516500112002010,01
516500112002011,01
516500112002012,01
516500112002013,01
516500112002014,01
516500112002015,01
516500112003000,01
516500112003001,01
516500112003002,01
516500112003003,01
516500112003004,01
516500112003005,01
516500112003006,01
516500112003017,01
516500112003018,01
516500112003997,01
516500112003998,01
516500112003999,01
516500113002035,01
516500113002036,01
516500113002999,01
516500114001996,01
517000314001000,01
517000314001001,01
517000314001002,01
517000314001003,01
517000314001004,01
517000314001005,01
517000314001006,01
517000314001007,01
517000314001008,01
517000314001009,01
517000314001010,01
517000314001011,01
517000314001012,01
517000314001013,01
517000314001014,01
517000314001015,01
517000314001016,01
517000314001017,01
517000314001018,01
517000314001019,01
517000314002000,01
517000314002001,01
517000314002002,01
517000314002003,01
517000314002004,01
517000314002005,01
517000314002006,01
517000314002007,01
517000314002008,01
517000314002009,01
517000314002010,01
517000314002011,01
517000314002012,01
517000314002013,01
517000314002014,01
517000314002015,01
517000314002016,01
517000314002017,01
517000314002018,01
517000314002019,01
517000314002020,01
517000314002021,01
517000314002022,01
517000314002023,01
517000314002024,01
517000314002025,01
517000315001000,01
517000315001001,01
517000315001002,01
517000315001003,01
517000315001004,01
517000315001005,01
517000315001006,01
517000315001007,01
517000315001008,01
517000315001009,01
517000315001010,01
517000315001011,01
517000315001012,01
517000315001013,01
517000315001014,01
517000315001015,01
517000315001016,01
517000315001017,01
517000315001018,01
517000315001019,01
517000315001020,01
517000315001021,01
517000315001022,01
517000315001023,01
517000315001024,01
517000315001025,01
517000315001026,01
517000315001027,01
517000315001028,01
517000315001029,01
517000315001030,01
517000315001031,01
517000315001032,01
517000315001033,01
517000315001034,01
517000315001035,01
517000315001036,01
517000315001999,01
517000315002000,01
517000315002001,01
517000315002002,01
517000315002003,01
517000315002004,01
517000315002005,01
517000315002006,01
517000315002007,01
517000315002008,01
517000315002009,01
517000315002010,01
517000315002011,01
517000315002012,01
517000315002013,01
517000315002014,01
517000315002015,01
517000315002016,01
517000315002017,01
517000315002018,01
517000315002019,01
517000315002020,01
517000315002021,01
517000315002022,01
517000315002023,01
517000315002024,01
517000315002025,01
517000315002026,01
517000315002027,01
517000315002028,01
517000315002029,01
517000315002030,01
517000315002031,01
517000315002032,01
517000315002033,01
517000315002034,01
517000315002035,01
517000315002036,01
517000315002037,01
517000315002038,01
517000315002039,01
517000315002040,01
517000315002041,01
517000315002042,01
517000315002043,01
517000315002998,01
517000315002999,01
517000315003000,01
517000315003001,01
517000315003002,01
517000315003003,01
517000315003004,01
517000315003005,01
517000315003006,01
517000315003007,01
517000315003008,01
517000315003009,01
517000315003010,01
517000315003011,01
517000315003012,01
517000315003013,01
517000315003014,01
517000315003015,01
517000315003016,01
517000315003017,01
517000315003018,01
517000315003019,01
517000315003020,01
517000315003021,01
517000315003022,01
517000315003023,01
517000315003024,01
517000315003025,01
517000315003026,01
517000315003027,01
517000315003028,01
517000315003029,01
517000315003999,01
517000316012017,01
517000316012018,01
517000316021000,01
517000316021001,01
517000316021002,01
517000316021003,01
517000316021004,01
517000316021005,01
517000316021006,01
517000316021007,01
517000316021999,01
517000316022000,01
517000316022001,01
517000316022002,01
517000316022003,01
517000316022004,01
517000316022005,01
517000316022006,01
517000316022007,01
517000316022008,01
517000316022009,01
517000316022010,01
517000316023000,01
517000316023001,01
517000316024000,01
517000316024001,01
517000316024002,01
517000316024003,01
517000316024004,01
517000316024005,01
517000316024006,01
517000316024007,01
517000316024008,01
517000316024009,01
517000316024010,01
517000316024011,01
517000316024012,01
517000316024013,01
517000316024014,01
517000316024015,01
517000316024016,01
517000316024017,01
517000316024018,01
517000316024019,01
517000317001000,01
517000317001001,01
517000317001002,01
517000317001003,01
517000317001004,01
517000317001005,01
517000317001006,01
517000317001007,01
517000317001008,01
517000317001009,01
517000317001010,01
517000317001011,01
517000317001012,01
517000317001013,01
517000317001014,01
517000317001015,01
517000317001016,01
517000317001017,01
517000317001018,01
517000317001019,01
517000317001020,01
517000317001021,01
517000317001022,01
517000317001023,01
517000317001024,01
517000317001025,01
517000317001026,01
517000317001027,01
517000317001028,01
517000317001029,01
517000317001030,01
517000317001031,01
517000317002000,01
517000317002001,01
517000317002002,01
517000317002003,01
517000317002004,01
517000317002005,01
517000317002006,01
517000317002007,01
517000317002008,01
517000317002009,01
517000317002010,01
517000317002011,01
517000317002012,01
517000317002013,01
517000317002014,01
517000317002015,01
517000317002016,01
517000317002017,01
517000317002018,01
517000317002019,01
517000317002020,01
517000317002021,01
517000317002022,01
517000317002023,01
517000317002024,01
517000317002025,01
517000317002026,01
517000317002999,01
517000318001000,01
517000318001001,01
517000318001002,01
517000318001003,01
517000318001004,01
517000318001005,01
517000318001006,01
517000318001007,01
517000318001008,01
517000318001009,01
517000318001010,01
517000318001011,01
517000318001012,01
517000318001013,01
517000318001014,01
517000318001015,01
517000318001016,01
517000318001017,01
517000318001018,01
517000318001019,01
517000318001020,01
517000318001021,01
517000318001022,01
517000318001023,01
517000318001999,01
517000318002000,01
517000318002001,01
517000318002002,01
517000318002003,01
517000318002004,01
517000318002005,01
517000318002006,01
517000318002007,01
517000318002008,01
517000318002009,01
517000318002010,01
517000318002011,01
517000318002012,01
517000318002013,01
517000318002014,01
517000318002015,01
517000318002016,01
517000318002017,01
517000318002018,01
517000318002019,01
517000318002020,01
517000318002021,01
517000318002022,01
517000318002998,01
517000318002999,01
517000319001000,01
517000319001001,01
517000319001002,01
517000319001003,01
517000319001004,01
517000319001005,01
517000319001006,01
517000319001007,01
517000319001008,01
517000319001009,01
517000319001010,01
517000319001011,01
517000319001012,01
517000319001013,01
517000319001999,01
517000319002000,01
517000319002001,01
517000319002002,01
517000319002003,01
517000319002004,01
517000319002005,01
517000319002006,01
517000319002007,01
517000319002008,01
517000319002009,01
517000319002010,01
517000319002999,01
517000319003000,01
517000319003001,01
517000319003002,01
517000319003003,01
517000319003004,01
517000319003005,01
517000319003006,01
517000319003007,01
517000319003008,01
517000319003009,01
517000319003010,01
517000319004000,01
517000319004001,01
517000319004002,01
517000319004003,01
517000319004004,01
517000319004005,01
517000319005000,01
517000319005001,01
517000319005002,01
517000319005003,01
517000319005004,01
517000319005005,01
517000319005006,01
517000319005007,01
517000319005008,01
517000319005009,01
517000319005010,01
517000319005999,01
517000320011000,01
517000320011001,01
517000320011002,01
517000320011003,01
517000320011004,01
517000320011005,01
517000320011006,01
517000320011007,01
517000320011008,01
517000320011009,01
517000320011010,01
517000320011011,01
517000320011012,01
517000320011013,01
517000320011014,01
517000320011015,01
517000320011016,01
517000320011017,01
517000320011018,01
517000320011998,01
517000320011999,01
517000320012000,01
517000320012001,01
517000320012002,01
517000320012003,01
517000320012004,01
517000320012005,01
517000320012006,01
517000320012007,01
517000320012008,01
517000320012009,01
517000320012010,01
517000320012011,01
517000320012012,01
517000320012013,01
517000320012014,01
517000320012015,01
517000320012997,01
517000320012998,01
517000320012999,01
517000320021000,01
517000320021001,01
517000320021002,01
517000320021003,01
517000320021004,01
517000320021005,01
517000320021006,01
517000320021007,01
517000320021008,01
517000320021009,01
517000320021010,01
517000320021011,01
517000320021012,01
517000320021013,01
517000320021014,01
517000320021015,01
517000320021016,01
517000320022000,01
517000320022001,01
517000320022002,01
517000320022003,01
517000320022004,01
517000320022005,01
517000320022006,01
517000320022007,01
517000320022008,01
517000320022009,01
517000320022010,01
517000320022011,01
517000320022012,01
517000320022013,01
517000320022014,01
517000320022015,01
517000320022016,01
517000320022017,01
517000320022018,01
517000320022019,01
517000320022020,01
517000320022021,01
517000320022022,01
517000320022023,01
517000320022024,01
517000320022025,01
517000320022026,01
517000320022998,01
517000320022999,01
517000320041000,01
517000320041001,01
517000320041002,01
517000320041003,01
517000320041004,01
517000320041005,01
517000320041006,01
517000320041007,01
517000320042000,01
517000320042001,01
517000320042002,01
517000320042003,01
517000320042004,01
517000320042005,01
517000320042006,01
517000320042007,01
517000320042008,01
517000320042009,01
517000320043000,01
517000320043001,01
517000320043002,01
517000320043003,01
517000320043004,01
517000320043005,01
517000320043006,01
517000320043007,01
517000320043008,01
517000320043009,01
517000320043010,01
517000320044000,01
517000320044001,01
517000320044002,01
517000320044003,01
517000320044004,01
517000320044005,01
517000320044006,01
517000320045000,01
517000320045001,01
517000320045002,01
517000320045003,01
517000320045004,01
517000320045999,01
517000320051000,01
517000320051001,01
517000320051002,01
517000320051003,01
517000320051004,01
517000320051005,01
517000320051006,01
517000320051007,01
517000320051008,01
517000320051009,01
517000320051010,01
517000320051011,01
517000320051012,01
517000320051013,01
517000320051014,01
517000320051015,01
517000320051016,01
517000320052000,01
517000320052001,01
517000320052002,01
517000320052003,01
517000320052004,01
517000320052005,01
517000320052006,01
517000320052007,01
517000320052008,01
517000320052009,01
517000320052010,01
517000320052011,01
517000321131000,01
517000321131001,01
517000321131002,01
517000321131003,01
517000321131004,01
517000321131005,01
517000321131006,01
517000321131007,01
517000321131008,01
517000321131009,01
517000321131010,01
517000321131011,01
517000321131012,01
517000321131013,01
517000321132000,01
517000321132001,01
517000321132002,01
517000321132003,01
517000321132004,01
517000321132005,01
517000321132006,01
517000321132007,01
517000321132008,01
517000321132009,01
517000321132010,01
517000321132011,01
517000321132012,01
517000321132013,01
517000321132014,01
517000321132015,01
517000321132016,01
517000321132017,01
517000321141000,01
517000321141001,01
517000321141002,01
517000321141003,01
517000321141004,01
517000321141005,01
517000321141006,01
517000321141007,01
517000321141008,01
517000321141009,01
517000321141010,01
517000321141011,01
517000321141012,01
517000321141013,01
517000321141014,01
517000321141015,01
517000321141016,01
517000321141017,01
517000321141018,01
517000321151000,01
517000321151001,01
517000321151002,01
517000321151003,01
517000321151004,01
517000321151005,01
517000321151006,01
517000321151007,01
517000321151008,01
517000321151009,01
517000321151010,01
517000321151011,01
517000321151012,01
517000321151013,01
517000321151014,01
517000321151015,01
517000321151016,01
517000321151017,01
517000321151018,01
517000321151019,01
517000321151020,01
517000321151021,01
517000321151022,01
517000321151023,01
517000321152000,01
517000321152001,01
517000321152002,01
517000321152003,01
517000321152004,01
517000321152005,01
517000321152006,01
517000321152007,01
517000321152008,01
517000321152009,01
517000321152010,01
517000321152011,01
517000321152012,01
517000321152013,01
517000321152014,01
517000321152015,01
517000321152016,01
517000321152017,01
517000321152018,01
517000321152019,01
517000321152020,01
517000321152021,01
517000321152022,01
517000321152023,01
517000321152024,01
517000321152025,01
517000321152026,01
517000321152027,01
517000321152028,01
517000321152029,01
517000321152030,01
517000321152031,01
517000321154000,01
517000321154001,01
517000321154002,01
517000321154003,01
517000321154004,01
517000321154005,01
517000321155000,01
517000321155001,01
517000321155002,01
517000321155003,01
517000321155004,01
517000321155005,01
517000321155006,01
517000321155007,01
517000321155008,01
517000321155009,01
517000321155010,01
517000321155011,01
517000321161000,01
517000321161001,01
517000321161002,01
517000321161003,01
517000321161004,01
517000321161005,01
517000321161006,01
517000321161007,01
517000321161008,01
517000321161009,01
517000321161010,01
517000321161011,01
517000321161012,01
517000321161013,01
517000321161014,01
517000321161015,01
517000321161016,01
517000321161017,01
517000321161018,01
517000321161019,01
517000321161020,01
517000321161021,01
517000321161022,01
517000321161023,01
517000321161024,01
517000321161025,01
517000321161026,01
517000321161027,01
517000321161028,01
517000321161029,01
517000321161030,01
517000321161031,01
517000321161032,01
517000321161033,01
517000321161034,01
517000321161035,01
517000321161036,01
517000321161037,01
517000321161038,01
517000321161039,01
517000321162000,01
517000321162001,01
517000321162002,01
517000321162003,01
517000321162004,01
517000321162005,01
517000321162006,01
517000321162007,01
517000321162008,01
517000321171000,01
517000321171001,01
517000321171002,01
517000321171003,01
517000321171004,01
517000321171005,01
517000321171006,01
517000321171007,01
517000321171008,01
517000321171009,01
517000321171010,01
517000321171011,01
517000321171012,01
517000321171013,01
517000321171014,01
517000321171015,01
517000321171016,01
517000321171017,01
517000321171018,01
517000321171999,01
517000321172000,01
517000321172001,01
517000321172002,01
517000321172003,01
517000321172004,01
517000321172005,01
517000321172006,01
517000321172007,01
517000321172008,01
517000321172009,01
517000321172010,01
517000321173000,01
517000321173001,01
517000321173002,01
517000321173003,01
517000321173004,01
517000321173005,01
517000321173006,01
517000321173007,01
517000321173008,01
517000321173009,01
517000321173010,01
517000321173011,01
517000321252000,01
517000321252001,01
517000321252002,01
517000321252003,01
517000321252004,01
517000321252005,01
517000321252006,01
517000321252007,01
517000321252008,01
517000321252009,01
517000321252010,01
517000321252011,01
517000321252012,01
517000321252013,01
517000321253000,01
517000321253001,01
517000321253002,01
517000321253003,01
517000321253004,01
517000321253005,01
517000321253006,01
517000321253007,01
517000321253008,01
517000321253009,01
517000321253010,01
517000321253011,01
517000321253012,01
517000321253013,01
517000321253014,01
517000321253015,01
517000321253016,01
517000321253017,01
517000321253018,01
517000321253019,01
517000321253020,01
517000321254000,01
517000321254001,01
517000321254002,01
517000321254003,01
517000321254004,01
517000321255000,01
517000321255001,01
517000321255002,01
517000321255003,01
517000321255004,01
517000321255005,01
517000321256000,01
517000321256001,01
517000321256002,01
517000321256003,01
517000321256004,01
517000321256005,01
517000321256006,01
517000321256007,01
517000322112000,01
517000322112001,01
517000322112002,01
517000322112012,01
517000322112013,01
517000322112014,01
517000322112015,01
517000322112016,01
517000322113998,01
517000322121000,01
517000322121001,01
517000322121002,01
517000322121003,01
517000322121004,01
517000322121005,01
517000322121006,01
517000322121007,01
517000322121008,01
517000322121009,01
517000322121010,01
517000322121011,01
517000322122000,01
517000322122001,01
517000322122002,01
517000322122003,01
517000322122004,01
517000322122005,01
517000322122006,01
517000322122007,01
517000322122008,01
517000322122009,01
517000322122010,01
517000322122011,01
517000322122012,01
517000322122013,01
517000322122014,01
517000322123000,01
517000322214000,01
517000322214004,01
517000322214005,01
517000322214006,01
517000322214007,01
517000322214008,01
517000322214010,01
517000322214011,01
517000322215000,01
517000322215001,01
517000322215002,01
517000322215003,01
517000322215004,01
517000322215005,01
517000322215006,01
517000322215007,01
517000322215008,01
517000322215009,01
517000322215010,01
517000322215011,01
517000322215012,01
517000322215013,01
517000322215014,01
517000322215015,01
517000322215016,01
517000322215017,01
517000322221000,01
517000322221001,01
517000322221002,01
517000322221003,01
517000322221004,01
517000322221005,01
517000322221006,01
517000322221007,01
517000322221008,01
517000322221009,01
517000322221010,01
517000322221011,01
517000322221012,01
517000322221013,01
517000322221014,01
517000322221015,01
517000322221016,01
517000322222007,01
517000322222008,01
517000322222009,01
517000322223010,01
517000322223011,01
517000322223012,01
517000322223013,01
517000322223014,01
517000322223015,01
517000322223016,01
517000322223017,01
517350000000998,01
517350000000999,01
517353401001000,01
517353401001001,01
517353401001002,01
517353401001003,01
517353401001004,01
517353401001005,01
517353401001006,01
517353401001007,01
517353401001008,01
517353401001009,01
517353401001010,01
517353401001011,01
517353401001012,01
517353401001013,01
517353401001014,01
517353401001015,01
517353401001016,01
517353401001017,01
517353401001018,01
517353401001998,01
517353401001999,01
517353401002000,01
517353401002001,01
517353401002002,01
517353401002003,01
517353401002004,01
517353401002005,01
517353401002006,01
517353401002007,01
517353401002008,01
517353401002009,01
517353401002010,01
517353401002011,01
517353401002012,01
517353401002998,01
517353401002999,01
517353402001000,01
517353402001001,01
517353402001002,01
517353402001003,01
517353402001004,01
517353402001005,01
517353402001006,01
517353402001007,01
517353402001998,01
517353402001999,01
517353402002000,01
517353402002001,01
517353402002002,01
517353402002003,01
517353402002004,01
517353402002005,01
517353402003000,01
517353402003001,01
517353402004000,01
517353402004001,01
517353402004002,01
517353402004003,01
517353402004004,01
517353402004005,01
517353402004006,01
517353402004999,01
517353402005000,01
517353402005001,01
517353402005002,01
517353402005003,01
517353402005004,01
517353402005005,01
517353402005006,01
517353402005007,01
517353402005008,01
517353402005009,01
517353402005010,01
517353402005011,01
517353402005999,01
517353403001000,01
517353403001001,01
517353403001002,01
517353403001003,01
517353403001004,01
517353403001005,01
517353403001006,01
517353403001007,01
517353403001008,01
517353403001009,01
517353403001985,01
517353403001986,01
517353403001987,01
517353403001988,01
517353403001989,01
517353403001990,01
517353403001991,01
517353403001992,01
517353403001993,01
517353403001994,01
517353403001995,01
517353403001996,01
517353403001997,01
517353403001998,01
517353403001999,01
517353403002000,01
517353403002001,01
517353403002002,01
517353403002999,01
517353403003000,01
517353403003001,01
517353403003002,01
517353403003003,01
517353403003004,01
517353403003005,01
517353403003999,01
516500101041000,02
516500101041001,02
516500101041002,02
516500101041003,02
516500101041004,02
516500101041005,02
516500101042000,02
516500101042001,02
516500101042002,02
516500101042003,02
516500101042004,02
516500101042005,02
516500101042006,02
516500101042007,02
516500101042008,02
516500101042009,02
516500101043000,02
516500101043001,02
516500101043002,02
516500101043003,02
516500101043004,02
516500101044001,02
516500101044002,02
516500101044003,02
516500101044004,02
516500101044005,02
516500101045000,02
516500101045001,02
516500101045002,02
516500101045003,02
516500101045004,02
516500101045005,02
516500101045006,02
516500101045007,02
516500101045008,02
516500101045009,02
516500101045010,02
516500101045011,02
516500102009001,02
516500103041000,02
516500103041001,02
516500103041002,02
516500103041003,02
516500103041004,02
516500103041005,02
516500103041006,02
516500103041007,02
516500103041008,02
516500103041009,02
516500103041010,02
516500103041011,02
516500103041012,02
516500103041013,02
516500103041014,02
516500103041015,02
516500103041016,02
516500103041017,02
516500103041018,02
516500103041019,02
516500103041020,02
516500103041021,02
516500103041022,02
516500103041023,02
516500103041024,02
516500103041025,02
516500103041026,02
516500103041027,02
516500103041028,02
516500103041029,02
516500103041030,02
516500103041031,02
516500103041032,02
516500103041033,02
516500103041034,02
516500103041035,02
516500103041036,02
516500103041037,02
516500103041038,02
516500103041039,02
516500103041040,02
516500103041041,02
516500103041042,02
516500103041043,02
516500103041044,02
516500103041045,02
516500103041046,02
516500103041047,02
516500103041997,02
516500103041998,02
516500103041999,02
516500103051000,02
516500103051001,02
516500103051002,02
516500103051003,02
516500103051004,02
516500103051005,02
516500103051006,02
516500103051007,02
516500103051999,02
516500103052000,02
516500103052001,02
516500103052002,02
516500103052003,02
516500103053000,02
516500103053001,02
516500103053002,02
516500103053003,02
516500103053004,02
516500103053005,02
516500103053006,02
516500103053007,02
516500103054000,02
516500103054001,02
516500103054002,02
516500103054003,02
516500103054004,02
516500103054005,02
516500103055010,02
516500103055011,02
516500103055012,02
516500103055013,02
516500103055014,02
516500103055015,02
516500103055016,02
516500103055017,02
516500103055018,02
516500103055019,02
516500103061020,02
516500103061021,02
516500103061022,02
516500103061023,02
516500103061024,02
516500103061025,02
516500103061026,02
516500103061027,02
516500103062013,02
516500103063000,02
516500103063001,02
