"County","Precinct
Number","Precinct Name","Voting
Age Pop.","VAP
White","VAP
Black","VAP
AIAN","VAP
Asian","VAP
HawPI","VAP
Other","VAP
Multi","VAP
HispWh","VAP
HispBl","VAP
HispOt","Total VAP Hispanic"
"Fairfax","059903","Cub Run",4204,3064,263,19,670,4,167,17,180,10,167,357
"Fairfax","059904","Dulles",2251,1698,108,12,197,3,219,14,241,4,225,470
"Fairfax","059905","Franklin",3381,2538,138,9,605,3,65,23,135,4,67,206
"Fairfax","059908","Kinross",4320,3307,125,9,805,0,57,17,113,4,55,172
"Fairfax","059910","London Towne East",2024,1060,188,11,613,1,124,27,128,4,128,260
"Fairfax","059911","Navy",3510,2383,174,6,897,0,43,7,139,4,47,190
"Fairfax","059913","Rocky Run",4166,2670,213,11,1166,7,83,16,148,4,77,229
"Fairfax","059914","Vale",2896,2571,45,4,257,1,12,6,96,1,10,107
"Fairfax","059915","Virginia Run",2529,2011,125,11,336,0,27,19,70,0,28,98
"Fairfax","059916","Waples Mill",3944,3448,56,18,378,3,28,13,101,3,24,128
"Fairfax","059917","Stone",4363,2849,347,31,795,10,307,24,336,16,323,675
"Fairfax","059918","Centreville",6207,3479,482,33,1741,11,416,45,492,20,417,929
"Fairfax","059919","Green Trails",5881,3383,520,28,1636,4,265,45,399,18,290,707
"Fairfax","059920","Lees Corner",3051,1792,177,4,1000,1,66,11,168,5,59,232
"Fairfax","059921","Deer Park",3562,2633,163,16,615,13,112,10,202,5,105,312
"Fairfax","059923","Bull Run",1987,1608,69,7,279,4,7,13,63,3,9,75
"Fairfax","059924","London Towne West",4153,2178,549,21,842,4,511,48,621,31,544,1196
"Fairfax","059925","Old Mill",3014,1575,326,3,854,2,230,24,222,6,234,462
"Fairfax","059926","Powell",6454,2588,402,13,3255,2,153,41,248,11,153,412
"Fairfax","059927","Lees Corner West",4032,2527,186,15,1187,6,91,20,178,3,101,282
"Fairfax","059928","Poplar Tree",2727,1765,125,14,774,9,27,13,78,0,23,101
"Fauquier","061101","Kettle Run",1864,1681,99,21,32,0,19,12,58,4,22,84
"Fauquier","061102","Catlett",3277,2854,278,50,37,0,48,10,50,1,62,113
"Fauquier","061103","Casanova",1375,1162,168,11,13,0,18,3,29,1,17,47
"Fauquier","061104","Lois",1262,1107,120,7,18,0,9,1,15,0,7,22
"Fauquier","061105","Opal",1517,1338,99,8,18,1,51,2,28,0,50,78
"Fauquier","061201","Courthouse",3432,2762,468,20,71,8,91,12,121,3,90,214
"Fauquier","061202","Airlie",1704,1580,75,11,16,6,15,1,36,6,16,58
"Fauquier","061203","Baldwin Ridge",2986,2478,350,18,83,2,46,9,74,4,46,124
"Fauquier","061204","Warrenton",3003,2378,443,18,65,4,77,18,74,6,74,154
"Fauquier","061301","Morrisville",2270,2058,118,15,16,3,51,9,43,0,57,100
"Fauquier","061302","Remington",3379,2855,362,17,32,2,100,11,79,6,98,183
"Fauquier","061303","Bealeton",3915,3087,451,33,68,7,258,11,176,17,263,456
"Fauquier","061401","Marshall",2951,2547,231,30,22,0,113,8,113,5,115,233
"Fauquier","061402","Leeds",2522,2243,195,21,20,3,33,7,62,0,25,87
"Fauquier","061403","Waterloo",4167,3704,308,31,70,4,47,3,70,1,43,114
"Fauquier","061501","The Plains",2588,2310,163,21,20,0,72,2,155,0,82,237
"Fauquier","061502","New Baltimore",4603,4208,201,22,96,7,63,6,115,19,61,195
"Fauquier","061503","Broad Run",1943,1827,56,11,34,0,12,3,53,0,10,63
"Floyd","063101","Locust Grove",2256,2186,38,6,5,2,14,5,15,0,12,27
"Floyd","063201","Little River",2640,2518,78,15,13,1,10,5,22,2,8,32
"Floyd","063301","Courthouse",2416,2249,106,24,7,0,26,4,44,6,34,84
"Floyd","063401","Burns Fork",2367,2332,5,12,3,0,13,2,55,0,11,66
"Floyd","063501","Indian Valley",2253,2205,16,7,8,0,16,1,40,0,15,55
"Fluvanna","065101","Palmyra",3703,2681,935,19,26,3,34,5,71,3,33,107
"Fluvanna","065201","Columbia",2996,2264,686,12,11,0,12,11,17,2,10,29
"Fluvanna","065301","Fork Union",2593,1579,937,10,12,3,44,8,29,1,39,69
"Fluvanna","065401","Cunningham",3405,3163,159,23,18,0,32,10,28,0,40,68
"Fluvanna","065501","Rivanna",3787,3335,329,22,51,5,37,8,74,5,40,119
"Fluvanna","065502","Rivanna 2",3289,3099,112,16,33,4,16,9,53,1,16,70
"Franklin","067102","Burnt Chimney",3831,3602,168,20,20,4,14,3,36,0,15,51
"Franklin","067103","Scruggs",4034,3943,46,21,13,1,9,1,22,0,9,31
"Franklin","067201","Glade Hill",2792,2551,174,12,18,1,31,5,23,1,32,56
"Franklin","067202","Penhook",1681,1519,143,5,7,1,5,1,15,0,5,20
"Franklin","067203","Hodgesville",883,764,96,7,3,0,13,0,9,2,16,27
"Franklin","067204","Dudley",1190,1134,34,6,10,0,4,2,6,0,4,10
"Franklin","067301","Snow Creek",1358,1241,104,2,3,0,8,0,21,0,8,29
"Franklin","067302","Fork Mountain",1534,1390,133,2,1,2,5,1,4,0,7,11
"Franklin","067303","Sontag",2170,1599,494,13,9,0,53,2,23,2,55,80
"Franklin","067304","Dickinson",945,694,241,2,0,0,8,0,11,5,8,24
"Franklin","067401","Henry",2067,1957,85,7,3,3,12,0,8,2,12,22
"Franklin","067402","Ferrum",2707,2081,452,15,19,1,137,2,22,4,39,65
"Franklin","067403","Endicott",1294,1279,9,5,0,0,1,0,3,0,0,3
"Franklin","067501","Waidsboro",1382,1211,111,14,16,2,26,2,16,0,30,46
"Franklin","067502","Callaway",1920,1791,82,8,10,0,29,0,4,2,29,35
"Franklin","067503","Bowmans",1124,1080,24,7,7,0,6,0,2,0,11,13
"Franklin","067504","Gogginsville",1469,1408,31,9,5,1,11,4,12,0,12,24
"Franklin","067601","Boones Mill",2467,2351,81,11,9,2,10,3,20,0,5,25
"Franklin","067602","Bonbrook",2100,2007,55,13,11,0,14,0,17,1,13,31
"Franklin","067603","Cooper's Cove",1591,1534,47,6,3,0,0,1,14,1,0,15
"Franklin","067701","Rocky Mount East",2541,2041,409,21,30,1,38,1,42,2,38,82
"Franklin","067702","Rocky Mount West",1944,1500,349,10,22,0,55,8,26,4,61,91
"Franklin","067703","Rocky Mount South",1458,1042,341,18,3,2,49,3,12,1,59,72
"Frederick","069101","Russells",2522,2410,33,21,36,0,19,3,31,2,18,51
"Frederick","069102","Gore",3396,3277,56,24,14,2,20,3,32,0,24,56
"Frederick","069103","Kernstown",2071,1979,23,14,28,0,25,2,40,2,25,67
"Frederick","069104","Cedar Creek",1866,1730,77,14,10,2,25,8,24,0,25,49
"Frederick","069201","Gainesborough",1694,1650,21,3,2,4,12,2,16,0,13,29
"Frederick","069202","Albin",3798,3655,47,26,25,1,42,2,80,2,49,131
"Frederick","069203","Redland",3554,3420,55,29,18,2,26,4,42,0,28,70
"Frederick","069301","Clear Brook",1964,1909,12,12,8,0,18,5,10,1,18,29
"Frederick","069302","Neffs Town",4163,3449,369,10,53,3,264,15,203,11,273,487
"Frederick","069303","White Hall",4087,3790,128,20,51,2,89,7,46,4,88,138
"Frederick","069401","Carpers Valley",2969,2613,133,19,79,1,112,12,97,3,113,213
"Frederick","069402","Shenandoah",1928,1700,67,13,38,2,104,4,58,2,113,173
"Frederick","069403","Parkins Mill",5967,5364,317,38,97,0,134,17,156,9,144,309
"Frederick","069501","Stephens City",2412,2178,95,8,57,2,66,6,47,5,68,120
"Frederick","069502","Newtown",3505,3177,178,18,57,3,61,11,88,3,63,154
"Frederick","069503","Canterburg",3504,3063,170,17,46,3,189,16,135,7,202,344
"Frederick","069601","Millbrook",2358,2148,93,11,36,0,66,4,69,1,66,136
"Frederick","069602","Ash Hollow",3153,2609,266,22,65,10,172,9,102,9,180,291
"Frederick","069603","Greenwood",3719,3269,230,18,92,3,96,11,143,4,101,248
"Giles","071101","Glen Lyn",226,225,1,0,0,0,0,0,3,0,0,3
"Giles","071102","Rich Creek",1110,1079,10,4,8,0,9,0,5,0,6,11
"Giles","071103","Narrows",2811,2767,11,11,9,0,10,3,16,0,11,27
"Giles","071201","Pearisburg",3610,3500,62,9,24,0,10,5,22,0,11,33
"Giles","071202","Staffordsville",599,576,10,8,1,0,3,1,3,0,2,5
"Giles","071203","White Gate",371,357,9,4,0,0,1,0,8,1,1,10
"Giles","071301","Eggleston",1016,988,19,3,2,0,3,1,6,0,1,7
"Giles","071302","Pembroke",2544,2434,79,22,6,0,3,0,12,0,3,15
"Giles","071303","Newport",1254,1237,7,4,4,0,2,0,13,1,2,16
"Gloucester","073101","Harcum",2230,1934,241,20,18,1,9,7,26,7,10,43
"Gloucester","073102","Salem",2071,1743,272,20,13,1,17,5,27,1,14,42
"Gloucester","073103","Bethel",2079,1832,183,23,14,3,13,11,35,2,14,51
"Gloucester","073201","Courthouse",2888,2439,368,29,38,0,13,1,32,4,16,52
"Gloucester","073202","Botetourt",3325,2877,329,42,40,3,20,14,35,1,27,63
"Gloucester","073301","White Marsh",3405,3014,304,27,20,3,26,11,51,1,26,78
"Gloucester","073302","Roanes",2420,2121,212,20,38,4,16,9,32,2,17,51
"Gloucester","073401","Hayes",3794,3339,318,27,49,2,40,19,46,1,43,90
"Gloucester","073402","Sarah's Creek",1639,1522,74,8,26,1,4,4,24,2,3,29
"Gloucester","073501","Achilles",2819,2672,77,19,22,0,25,4,41,1,24,66
"Gloucester","073502","Timberneck",2048,1737,240,20,18,1,25,7,19,3,21,43
"Goochland","075101","Fife",1366,978,363,10,6,0,3,6,7,3,1,11
"Goochland","075102","Hadensville",1823,1434,331,14,23,0,17,4,28,0,13,41
"Goochland","075201","Three Square",675,418,247,5,1,1,3,0,4,0,3,7
"Goochland","075202","Sandy Hook",2777,1985,733,12,28,0,15,4,27,7,16,50
"Goochland","075301","Goochland Court House",3501,2298,1139,15,39,0,9,1,30,2,8,40
"Goochland","075401","Crozier",402,324,71,3,1,1,2,0,4,0,2,6
"Goochland","075402","Centerville",3017,2542,363,12,36,1,56,7,43,4,48,95
"Goochland","075501","Manakin",3756,3365,279,17,72,4,15,4,25,1,17,43
"Grayson","077101","Bridle Creek",439,411,18,5,2,0,3,0,1,0,4,5
"Grayson","077102","Flatridge",276,272,0,1,3,0,0,0,2,0,0,2
"Grayson","077103","Grant",519,506,1,5,1,0,6,0,0,0,7,7
"Grayson","077104","Mouth Of Wilson",340,334,2,0,1,0,3,0,5,0,3,8
"Grayson","077105","Mount Rodgers",499,494,0,5,0,0,0,0,0,0,0,0
"Grayson","077106","Rugby",420,413,3,0,0,0,4,0,8,0,4,12
"Grayson","077107","Troutdale",244,235,0,3,0,0,6,0,2,0,6,8
"Grayson","077201","Comers Rock",277,268,4,4,0,0,1,0,1,0,1,2
"Grayson","077202","Elk Creek",654,612,24,9,1,0,7,1,7,0,7,14
"Grayson","077203","Independence",2399,2247,86,11,1,0,53,1,21,2,52,75
"Grayson","077301","Baywood",1305,1241,43,6,1,0,14,0,9,0,12,21
"Grayson","077302","Fairview",1971,1907,32,4,2,3,22,1,16,0,25,41
"Grayson","077401","Fries Part 2",891,872,6,3,3,0,6,1,5,0,6,11
"Grayson","077401","Fries Part 1",44,44,0,0,0,0,0,0,0,0,0,0
"Grayson","077402","Providence",1703,1654,12,8,1,0,28,0,10,0,28,38
"Grayson","077403","Oldtown",602,562,24,8,1,0,7,0,8,1,7,16
"Greene","079101","Dyke",1361,1327,14,5,9,1,5,0,3,0,3,6
"Greene","079102","Swift Run",2831,2558,159,13,29,2,67,3,25,2,69,96
"Greene","079201","Ruckersville",5104,4400,370,36,159,1,129,9,139,2,136,277
"Greene","079301","Stanardsville",4516,4074,341,25,32,2,39,3,44,1,35,80
"Greensville","081101","1-A",856,390,461,3,0,0,1,1,1,1,1,3
"Greensville","081102","1-B",305,180,125,0,0,0,0,0,1,0,0,1
"Greensville","081103","1-C",780,161,605,2,3,0,8,1,3,0,8,11
"Greensville","081201","2-A",778,224,542,5,1,0,3,3,0,0,2,2
"Greensville","081202","2-B",773,493,270,3,0,0,6,1,4,3,6,13
"Greensville","081302","3-A",1817,821,967,4,15,0,6,4,15,0,4,19
"Greensville","081401","4-A",421,254,163,1,1,0,0,2,1,4,0,5
"Greensville","081402","4-B",4114,1346,2734,7,6,1,7,13,43,11,11,65
"Greensville","081403","4-C",393,196,190,2,4,0,0,1,2,0,0,2
"Halifax","083101","Childrey",1362,885,465,2,2,2,4,2,4,0,6,10
"Halifax","083102","Liberty",707,465,237,2,0,0,2,1,2,4,2,8
"Halifax","083103","Republican Grove",1339,776,552,3,3,0,5,0,2,2,5,9
"Halifax","083201","Clays Mill",918,683,219,4,5,0,7,0,2,0,7,9
"Halifax","083202","Crossroads",945,577,358,4,0,0,3,3,3,1,3,7
"Halifax","083203","Clover",1543,864,636,14,10,0,11,8,9,1,14,24
"Halifax","083302","Meadville",700,253,431,3,1,0,6,6,6,0,5,11
"Halifax","083304","Vernon Hill",924,629,276,4,2,1,11,1,4,4,10,18
"Halifax","083305","Sinai",1984,822,1139,2,7,0,6,8,6,3,6,15
"Halifax","083401","Courthouse",1829,1036,756,14,9,0,6,8,4,2,6,12
"Halifax","083403","Center",1715,1257,440,7,5,0,5,1,14,2,4,20
"Halifax","083502","Dan River",2277,1818,381,10,27,1,37,3,12,2,36,50
"Halifax","083503","Scottsburg",1101,907,178,3,1,0,9,3,15,3,9,27
"Halifax","083601","Black Walnut",1345,941,383,7,4,0,5,5,3,3,5,11
"Halifax","083603","Mt. Carmel",1802,1085,701,2,3,0,7,4,8,1,5,14
"Halifax","083605","Union",557,366,181,2,1,1,2,4,0,4,2,6
"Halifax","083701","Hyco",1603,1267,303,12,7,0,10,4,8,4,8,20
"Halifax","083702","Midway",1221,1020,174,7,13,0,5,2,4,4,5,13
"Halifax","083703","Virgilina",895,686,189,12,2,0,5,1,3,0,5,8
"Halifax","083801","South Boston East",2103,756,1294,6,15,0,31,1,9,6,27,42
"Halifax","083802","South Boston West",1388,516,848,8,4,2,5,5,7,2,6,15
"Hanover","085101","Ashland",5891,4344,1247,43,86,5,137,29,99,16,140,255
"Hanover","085103","Ashcake",2194,2055,79,11,33,1,10,5,24,0,9,33
"Hanover","085104","Sliding Hill",2111,1778,252,12,41,0,18,10,18,4,17,39
"Hanover","085201","Beaverdam",3055,2751,258,21,14,0,10,1,11,0,5,16
"Hanover","085202","Blunts",1366,1116,206,20,8,0,13,3,8,0,13,21
"Hanover","085203","Wilmington Parish",2562,2367,149,20,10,3,9,4,14,0,8,22
"Hanover","085204","Goddin's Hill",1078,881,180,6,8,0,2,1,7,0,3,10
"Hanover","085206","Courthouse",1400,1066,299,11,8,0,10,6,53,5,13,71
"Hanover","085207","Stony Run",542,463,59,8,7,0,5,0,7,0,5,12
"Hanover","085301","Clay",2316,2124,145,9,26,1,7,4,10,1,9,20
"Hanover","085302","Chickahominy",1713,1586,72,8,37,0,5,5,20,0,5,25
"Hanover","085303","Shady Grove",1442,1370,41,5,23,1,2,0,5,0,2,7
"Hanover","085304","Atlee",3205,2938,187,10,47,0,16,7,29,4,16,49
"Hanover","085305","Cool Spring",1970,1781,107,8,65,3,2,4,18,1,10,29
"Hanover","085401","Battlefield",1819,1708,70,17,19,1,2,2,8,0,1,9
"Hanover","085402","Old Church",1674,1523,111,18,13,0,8,1,12,0,10,22
"Hanover","085403","Cold Harbor",4148,3671,368,27,49,3,27,3,41,4,26,71
"Hanover","085404","Black Creek",1562,1455,66,11,11,2,11,6,9,0,12,21
"Hanover","085405","Pebble Creek",1485,1264,135,5,63,1,9,8,13,0,10,23
"Hanover","085406","Beaverdam Creek",688,605,67,4,8,0,4,0,8,0,4,12
"Hanover","085502","Rural Point",2160,1897,182,14,60,0,6,1,18,1,6,25
"Hanover","085503","Newman",2189,1875,244,12,41,3,10,4,26,4,4,34
"Hanover","085504","Studley",1353,1291,34,8,4,2,13,1,8,0,14,22
"Hanover","085505","Totopotomoy",645,584,49,4,7,0,1,0,3,0,0,3
"Hanover","085506","Georgetown",2271,1938,259,24,31,2,17,0,19,0,23,42
"Hanover","085507","Laurel Meadow",2231,1972,153,9,61,1,25,10,33,0,24,57
"Hanover","085601","Village",3617,3326,190,18,51,4,20,8,46,2,17,65
"Hanover","085602","Stonewall Jackson",2970,2673,191,29,52,0,20,5,34,8,22,64
"Hanover","085603","Mechanicsville",2495,1951,430,20,49,0,38,7,46,6,35,87
"Hanover","085604","Hanover Grove",1908,1775,81,13,29,0,10,0,23,1,14,38
"Hanover","085701","Farrington",2355,2064,224,14,23,1,28,1,11,4,22,37
"Hanover","085702","Montpelier",4074,3336,669,33,25,0,9,2,36,5,5,46
"Hanover","085703","Rockville",2114,1882,175,13,33,0,8,3,9,0,8,17
"Hanover","085704","Elmont",2262,1961,202,10,65,0,12,12,30,0,18,48
"Henrico","087101","Coalpit",3873,2877,371,12,554,1,46,12,65,2,47,114
"Henrico","087102","Dumbarton",5101,2496,1817,20,373,7,345,43,270,36,338,644
"Henrico","087103","Glen Allen",3723,2836,513,12,328,1,25,8,48,8,21,77
"Henrico","087104","Glenside",3752,1640,1418,19,193,3,445,34,251,45,446,742
"Henrico","087105","Greendale",2473,1559,487,21,222,2,164,18,87,11,165,263
"Henrico","087106","Hermitage",4727,2799,1417,33,215,1,231,31,184,11,241,436
"Henrico","087107","Hilliard",1431,1281,88,6,32,1,22,1,31,3,21,55
"Henrico","087108","Hunton",1069,971,57,5,26,0,10,0,17,0,9,26
"Henrico","087109","Johnson",1686,985,260,29,252,7,141,12,87,9,150,246
"Henrico","087110","Lakeside",3294,2479,504,28,120,2,154,7,151,9,155,315
"Henrico","087111","Longan",3745,2573,592,17,402,1,130,30,108,16,111,235
"Henrico","087112","Maude Trevvett",1350,976,191,12,112,0,58,1,28,1,55,84
"Henrico","087113","Staples Mill",4059,3198,594,17,203,2,28,17,59,7,24,90
"Henrico","087114","Summit Court",1704,1417,131,24,56,3,68,5,53,4,68,125
"Henrico","087115","Westwood",2091,1832,132,10,87,2,23,5,56,6,23,85
"Henrico","087116","Hungary Creek",3870,2934,454,12,393,2,56,19,69,6,64,139
"Henrico","087201","Adams",1337,97,1231,2,1,0,1,5,7,4,1,12
"Henrico","087202","Azalea",4230,561,3443,17,88,1,81,39,57,31,83,171
"Henrico","087203","Belmont",2675,1708,822,10,51,2,62,20,54,7,59,120
"Henrico","087204","Brookland",828,617,158,1,27,0,17,8,24,0,15,39
"Henrico","087205","Canterbury",853,841,9,1,2,0,0,0,0,1,0,1
"Henrico","087206","Central Gardens",2840,74,2676,14,19,0,13,44,6,22,21,49
"Henrico","087207","Chamberlayne",2550,1080,1339,8,71,0,33,19,29,19,31,79
"Henrico","087208","Fairfield",3173,315,2631,14,19,5,163,26,62,29,164,255
"Henrico","087209","Glen Lea",1774,544,1177,5,22,0,14,12,23,10,13,46
"Henrico","087210","Greenwood",1602,486,961,9,94,0,43,9,6,7,43,56
"Henrico","087211","Highland Gardens",2608,172,2299,6,69,2,40,20,9,17,35,61
"Henrico","087212","Holllybrook",938,587,300,9,23,1,11,7,11,8,12,31
"Henrico","087213","Hungary",1703,514,1022,7,114,3,36,7,26,9,31,66
"Henrico","087214","Longdale",1800,1097,517,14,103,1,54,14,39,14,49,102
"Henrico","087215","Maplewood",2699,249,2359,13,32,1,20,25,15,25,22,62
"Henrico","087216","Moody",1244,957,225,8,34,1,10,9,37,4,7,48
"Henrico","087217","Mountain",649,407,146,0,79,0,8,9,6,0,10,16
"Henrico","087218","Oakview",372,241,121,3,4,0,2,1,6,1,3,10
"Henrico","087219","Randolph",325,62,248,3,3,0,8,1,2,1,8,11
"Henrico","087220","Ratcliffe",3927,555,3257,25,21,2,32,35,12,14,30,56
"Henrico","087221","Stratford Hall",658,505,124,12,6,0,9,2,16,0,9,25
"Henrico","087222","Wilder",1914,639,1188,3,48,1,12,23,15,5,10,30
"Henrico","087223","Yellow Tavern",3793,2218,1146,28,314,4,60,23,53,14,55,122
"Henrico","087301","Causeway",2049,1569,131,2,315,1,18,13,31,3,10,44
"Henrico","087302","Cedarfield",2506,2209,123,10,148,0,9,7,39,3,9,51
"Henrico","087303","Crestview",3439,2625,325,18,310,0,153,8,108,12,152,272
"Henrico","087304","Innsbrook",2815,1868,232,17,654,2,21,21,40,9,23,72
"Henrico","087305","Jackson Davis",2220,1890,185,15,99,1,27,3,36,6,24,66
"Henrico","087306","Monument Hills",1059,983,22,3,32,1,16,2,14,1,11,26
"Henrico","087307","Nuckols Farm",2993,2760,73,8,139,0,3,10,52,1,3,56
"Henrico","087308","Pocahontas",2672,1885,276,11,455,2,22,21,71,5,27,103
"Henrico","087309","Ridge",1808,1521,172,7,75,1,28,4,46,8,20,74
"Henrico","087310","Sadler",2893,1879,161,6,818,0,8,21,55,1,16,72
"Henrico","087311","Shady Grove",3093,2608,130,9,325,0,10,11,45,0,11,56
"Henrico","087312","Skipwith",3275,2282,355,25,416,1,172,24,141,6,166,313
"Henrico","087313","Springfield",2682,1643,430,6,542,1,36,24,73,15,34,122
"Henrico","087314","Stoney Run",4449,3402,258,8,704,2,44,31,99,5,36,140
"Henrico","087315","Three Chopt",2450,2003,193,7,182,3,42,20,70,21,43,134
"Henrico","087316","Tucker",6410,3189,1349,32,1577,2,183,78,169,29,145,343
"Henrico","087317","Rivers Edge",2452,2045,61,3,338,0,3,2,35,0,1,36
"Henrico","087318","Short Pump",3725,2583,233,16,821,4,32,36,60,1,30,91
"Henrico","087401","Byrd",2822,2394,257,11,130,0,17,13,48,4,18,70
"Henrico","087402","Derbyshire",1619,1553,25,1,30,0,9,1,17,0,6,23
"Henrico","087403","Freeman",1832,1687,52,8,54,0,26,5,34,0,24,58
"Henrico","087404","Gayton",3178,2880,111,10,164,0,10,3,32,3,11,46
"Henrico","087405","Godwin",2271,2100,79,9,72,1,6,4,29,0,2,31
"Henrico","087406","Lakewood",2509,2171,203,9,83,4,31,8,33,3,31,67
"Henrico","087407","Lauderdale",3408,2452,656,14,128,3,137,18,104,14,133,251
"Henrico","087408","Maybeury",2407,1943,222,20,138,3,69,12,49,4,66,119
"Henrico","087409","Mooreland",1376,1337,2,1,35,0,1,0,9,0,1,10
"Henrico","087410","Pemberton",3504,2443,603,21,195,1,231,10,337,11,216,564
"Henrico","087411","Pinchbeck",3810,2844,485,17,305,4,128,27,169,16,112,297
"Henrico","087412","Ridgefield",2964,2509,101,6,316,0,27,5,69,0,23,92
"Henrico","087413","Rollingwood",1625,1600,9,2,9,0,2,3,12,1,2,15
"Henrico","087414","Spottswood",1013,933,52,2,21,0,1,4,8,0,1,9
"Henrico","087415","Tuckahoe",3116,3030,29,9,45,1,1,1,19,0,1,20
"Henrico","087416","West End",2781,2373,202,9,172,1,16,8,57,0,21,78
"Henrico","087417","Wellborne",2285,1576,480,10,170,1,38,10,79,8,28,115
"Henrico","087501","Antioch",1930,1762,133,7,18,2,6,2,5,3,3,11
"Henrico","087502","Cedar Fork",1424,457,899,13,18,1,24,12,5,5,25,35
"Henrico","087503","Chickahominy",2678,1958,646,27,19,2,17,9,14,9,13,36
"Henrico","087504","Donahoe",2148,1243,813,26,23,0,35,8,41,11,43,95
"Henrico","087505","Dorey",2344,1634,641,24,20,0,11,14,17,4,14,35
"Henrico","087506","Eanes",2677,1137,1460,23,23,2,13,19,10,12,15,37
"Henrico","087507","Elko",791,688,73,17,10,0,3,0,5,1,3,9
"Henrico","087508","Highland Springs",2742,860,1781,22,20,3,31,25,16,10,33,59
"Henrico","087509","Laburnum",2977,1167,1568,42,75,3,99,23,49,17,99,165
"Henrico","087510","Masonic",2077,527,1499,9,18,0,10,14,7,11,12,30
"Henrico","087511","Mehfoud",2162,921,1186,14,19,0,6,16,19,3,7,29
"Henrico","087512","Montrose",3187,1064,2007,27,42,2,23,22,31,25,24,80
"Henrico","087513","Nine Mile",1640,1079,494,22,16,1,24,4,10,5,28,43
"Henrico","087514","Pleasants",3723,736,2910,19,21,0,19,18,20,11,21,52
"Henrico","087515","Sandston",2573,2279,218,25,27,1,18,5,25,0,21,46
"Henrico","087516","Sullivans",1855,930,866,23,13,1,5,17,14,5,7,26
"Henrico","087517","Town Hall",978,837,100,18,9,0,1,13,3,0,2,5
"Henrico","087518","Whitlocks",1998,1506,443,27,12,1,4,5,7,0,5,12
"Henrico","087519","Rolfe",4709,774,3817,25,27,5,21,40,23,22,24,69
"Henry","089101","Bassett No. 2",1224,823,325,3,7,0,63,3,12,3,64,79
"Henry","089102","Gunville",2239,2041,103,8,10,0,72,5,21,1,72,94
"Henry","089103","Scott's Tanyard",3411,2892,419,33,1,4,58,4,15,2,56,73
"Henry","089201","Fieldale",1275,990,260,6,3,0,11,5,2,1,11,14
"Henry","089202","Horsepasture #1",2110,1534,553,8,1,0,13,1,5,5,15,25
"Henry","089203","Horsepasture #2",1462,476,969,1,2,1,8,5,1,0,8,9
"Henry","089204","Spencer",2054,1680,347,5,2,0,16,4,13,0,16,29
"Henry","089302","Axton",1600,878,607,7,8,0,92,8,63,0,95,158
"Henry","089303","Irisburg",2275,1439,762,15,5,2,48,4,31,2,48,81
"Henry","089304","Mount Olivet",2366,1321,995,2,14,0,30,4,22,2,29,53
"Henry","089305","Mountain Valley",1325,804,477,5,9,0,26,4,7,3,27,37
"Henry","089401","Collinsville Number 1",1472,1228,130,6,9,0,97,2,21,2,99,122
"Henry","089402","Daniel's Creek",1992,1469,384,14,13,0,111,1,57,4,118,179
"Henry","089404","Collinsville Number 2",2449,1945,423,8,21,0,51,1,30,1,55,86
"Henry","089405","Mountain View",1355,930,410,3,3,1,7,1,9,3,7,19
"Henry","089501","Bassett No. 1",1220,840,334,3,4,0,39,0,14,1,39,54
"Henry","089502","Figsboro",1658,1347,271,5,11,0,23,1,8,0,22,30
"Henry","089503","Stanleytown",2452,2247,100,17,10,0,77,1,10,1,75,86
"Henry","089504","Oak Level",869,693,163,3,1,0,8,1,5,1,8,14
"Henry","089505","Dyers Store",864,670,183,1,5,0,5,0,6,0,5,11
"Henry","089601","Fontaine",1839,1457,337,9,21,0,11,4,6,0,13,19
"Henry","089602","Hillcrest",1370,881,394,1,8,0,81,5,30,2,80,112
"Henry","089603","Ridgeway #1",2541,2145,317,25,12,0,35,7,31,2,39,72
"Henry","089604","Ridgeway #2",1621,1392,193,12,8,0,14,2,13,1,15,29
"Highland","091001","Monterey",692,676,1,6,1,0,8,0,0,0,9,9
"Highland","091003","Wilson's Mill",141,141,0,0,0,0,0,0,0,0,0,0
"Highland","091005","Blue Grass",340,340,0,0,0,0,0,0,1,0,0,1
"Highland","091007","Mill Gap",223,219,2,2,0,0,0,0,0,0,0,0
"Highland","091008","McDowell",449,445,1,1,2,0,0,0,2,0,0,2
"Highland","091010","Headwaters",130,129,0,0,1,0,0,0,1,0,0,1
"Isle of Wight","093101","Smithfield",5947,4689,1073,49,77,7,26,26,64,9,37,110
"Isle of Wight","093201","Bartlett",3351,2622,596,34,66,0,21,12,37,4,33,74
"Isle of Wight","093202","Carrollton",3030,2477,458,16,46,3,16,14,37,5,7,49
"Isle of Wight","093301","Rushmere",2251,1298,909,17,9,0,11,7,7,0,11,18
"Isle of Wight","093302","Pons",2746,1295,1421,17,10,0,2,1,9,2,2,13
"Isle of Wight","093401","Courthouse",1759,1262,460,7,15,0,12,3,14,1,12,27
"Isle of Wight","093402","Windsor",2557,1943,549,16,18,2,26,3,16,0,28,44
"Isle of Wight","093403","Orbit",833,650,163,7,5,0,5,3,5,2,4,11
"Isle of Wight","093501","Walters",1224,1104,101,8,8,2,0,1,6,1,0,7
"Isle of Wight","093502","Camps Mill",603,297,301,4,0,0,1,0,1,3,1,5
"Isle of Wight","093503","Carrsville",926,687,222,5,6,0,6,0,8,1,6,15
