"County","Precinct
Number","Precinct Name","Total 
Population","White","Black","AIAN","Asian","HawPI","Other","Multi","Hisp.
White","Hisp.
Black","Hisp.
Other","Total
Hispanic"
"Prince Edward","147201","Lockett",2748,1596,1072,23,22,0,21,14,20,4,13,37
"Prince Edward","147301","Leigh",1899,1018,833,16,8,3,11,10,14,7,8,29
"Prince Edward","147302","Mt. Pleasant",1034,468,533,6,1,0,17,9,10,3,15,28
"Prince Edward","147401","Hampden",3031,2229,737,13,26,0,21,5,42,23,27,92
"Prince Edward","147501","Darlington Heights",1405,916,457,14,1,1,8,8,12,7,11,30
"Prince Edward","147502","Buffalo Heights",1317,900,397,9,3,1,2,5,8,0,7,15
"Prince Edward","147601","Prospect",2673,1184,1447,14,7,1,17,3,18,16,19,53
"Prince Edward","147701","West End",3137,2319,734,7,47,3,22,5,33,6,20,59
"Prince Edward","147801","Center",1622,772,822,8,2,0,13,5,10,16,15,41
"Prince George","149101","Richard Bland",1658,1303,290,5,42,4,13,1,7,1,17,25
"Prince George","149102","Templeton",4623,3608,906,25,33,0,33,18,52,10,32,94
"Prince George","149103","Union Branch",3011,1910,957,26,56,6,34,22,43,27,53,123
"Prince George","149104","Rives",3780,1816,1581,38,100,24,150,71,179,60,179,418
"Prince George","149105","Harrison",1095,877,181,11,9,3,6,8,11,3,9,23
"Prince George","149201","Bland",4544,3449,841,33,108,9,77,27,92,25,81,198
"Prince George","149202","Blackwater",3137,2369,659,38,16,7,30,18,39,6,32,77
"Prince George","149203","Brandon",1103,853,237,3,4,0,1,5,8,2,2,12
"Prince George","149204","Courts Bldg",3810,2007,1485,32,156,3,75,52,113,30,90,233
"Prince George","149205","Jefferson Park",8964,3653,4624,117,153,60,225,132,479,137,239,855
"Prince William","153000","Pr. William A",848,445,378,1,8,0,16,0,148,3,8,159
"Prince William","153101","Brentsville",2637,2396,64,16,94,5,55,7,94,0,59,153
"Prince William","153102","Bennett",7036,5513,663,81,475,12,250,42,413,24,267,704
"Prince William","153103","Buckhall",3569,2693,400,51,316,3,93,13,190,17,126,333
"Prince William","153104","Nokesville",4484,3547,406,47,297,14,133,40,236,6,168,410
"Prince William","153105","Parkside",9005,5287,1085,71,874,7,1577,104,1463,55,1643,3161
"Prince William","153106","Ellis",3279,1731,628,47,227,2,576,68,427,40,619,1086
"Prince William","153107","Marsteller",6443,4534,779,45,815,8,186,76,401,27,218,646
"Prince William","153108","Victory",11097,6724,1848,82,1579,26,704,134,1176,67,786,2029
"Prince William","153109","Park",2687,2364,108,45,86,2,74,8,107,7,86,200
"Prince William","153110","Buckland Mills",7048,4472,950,37,1251,3,279,56,423,26,298,747
"Prince William","153111","Bristow Run",6195,4444,693,41,675,2,290,50,410,25,313,748
"Prince William","153112","Cedar Point",6545,4791,713,54,681,11,204,91,435,16,241,692
"Prince William","153113","Limestone",4496,3006,581,33,644,2,159,71,315,40,206,561
"Prince William","153114","Signal Hill",4172,3374,244,32,341,2,146,33,241,3,163,407
"Prince William","153201","Saunders",7424,3634,2164,58,690,27,696,155,682,83,773,1538
"Prince William","153202","Marshall",4581,3573,475,55,194,5,260,19,334,18,240,592
"Prince William","153203","Benton",4653,3845,423,36,198,11,111,29,235,19,128,382
"Prince William","153204","McCoart",5256,3925,728,31,399,6,116,51,239,15,115,369
"Prince William","153205","Beville",4499,1904,1373,27,590,25,507,73,499,73,542,1114
"Prince William","153206","King",5308,2336,1732,63,629,24,462,62,445,60,508,1013
"Prince William","153207","Lodge",6036,3115,1546,59,504,12,673,127,690,34,735,1459
"Prince William","153208","Westridge",6366,3917,1568,41,451,12,279,98,380,48,285,713
"Prince William","153209","Woodbine",3141,2701,219,38,89,5,69,20,123,2,74,199
"Prince William","153210","Penn",3143,2517,320,20,192,1,67,26,90,2,47,139
"Prince William","153211","Powell",1363,903,246,22,129,0,45,18,89,5,62,156
"Prince William","153301","Dumfries",4961,1962,1821,91,231,3,733,120,445,62,821,1328
"Prince William","153302","Potomac",4475,1356,2318,20,394,11,284,92,290,113,311,714
"Prince William","153303","Graham Park",7157,2989,2716,81,460,13,748,150,511,81,806,1398
"Prince William","153304","Quantico",5963,4043,1230,47,277,30,251,85,469,83,301,853
"Prince William","153305","Pattie",4158,2940,730,30,263,16,133,46,207,28,145,380
"Prince William","153306","Washington-Reid",3600,2467,730,38,260,8,72,25,180,31,91,302
"Prince William","153307","Henderson",6500,4300,1361,60,448,6,240,85,389,55,291,735
"Prince William","153308","Montclair",5312,3578,972,48,413,36,188,77,277,35,210,522
"Prince William","153309","Ashland",3000,2149,621,19,133,3,49,26,181,23,51,255
"Prince William","153310","Forest Park",3702,1721,1452,32,337,3,90,67,201,49,120,370
"Prince William","153311","Swans Creek",5108,1787,2260,43,582,21,311,104,321,78,349,748
"Prince William","153401","Evergreen",3492,3176,138,35,87,4,42,10,132,15,47,194
"Prince William","153402","Battlefield",5679,4891,238,56,374,8,94,18,287,7,115,409
"Prince William","153403","Bull Run",3460,3139,114,12,182,0,8,5,49,1,9,59
"Prince William","153404","Sinclair",6718,3569,1326,81,593,15,1061,73,853,37,1104,1994
"Prince William","153405","Stonewall",6613,4130,563,110,318,6,1423,63,956,29,1510,2495
"Prince William","153406","Alvey",7157,5494,552,37,919,11,96,48,280,13,118,411
"Prince William","153407","Westgate",7308,3353,1247,81,404,31,2110,82,1111,52,2220,3383
"Prince William","153408","Glenkirk",3652,2534,339,19,655,4,82,19,209,13,94,316
"Prince William","153409","Sudley North",6096,2879,1194,82,611,3,1247,80,1016,45,1324,2385
"Prince William","153410","Mountain View",6860,4911,767,44,947,7,129,55,366,11,153,530
"Prince William","153411","Mullen",8173,3745,1902,39,553,12,1795,127,1004,79,1833,2916
"Prince William","153412","Pace West",7934,5131,1138,39,1186,17,347,76,518,37,366,921
"Prince William","153501","Lake Ridge",5623,4037,886,57,347,10,226,60,397,42,273,712
"Prince William","153502","Occoquan",7882,4033,2105,123,765,12,733,111,781,73,821,1675
"Prince William","153503","Old Bridge",4212,2952,511,48,282,8,356,55,416,26,414,856
"Prince William","153504","Rockledge",4987,3563,794,34,272,15,259,50,289,27,268,584
"Prince William","153505","Mohican",4170,2405,1019,62,315,8,301,60,422,42,363,827
"Prince William","153506","Bethel",6169,3417,1311,88,716,12,545,80,736,80,640,1456
"Prince William","153507","Chinn",4037,2250,1074,15,449,5,198,46,254,29,213,496
"Prince William","153508","Springwoods",3161,1681,936,37,276,16,163,52,199,29,190,418
"Prince William","153601","Dale",5177,2030,1848,104,416,5,688,86,690,105,801,1596
"Prince William","153602","Neabsco",4074,1842,1368,22,380,3,399,60,400,28,427,855
"Prince William","153603","Godwin",8159,3195,3082,69,641,17,1035,120,892,96,1083,2071
"Prince William","153604","Civic Center",5022,2155,1491,94,532,16,659,75,605,46,713,1364
"Prince William","153605","Minnieville",5275,2880,1102,108,362,4,748,71,896,53,857,1806
"Prince William","153606","Bel Air",4854,2413,1006,72,326,11,958,68,762,49,1020,1831
"Prince William","153607","Kerrydale",5995,2710,1775,62,486,5,860,97,715,63,926,1704
"Prince William","153608","Enterprise",6206,2921,1822,112,468,8,795,80,630,85,892,1607
"Prince William","153609","Freedom",4335,1099,2176,32,413,5,528,82,329,64,571,964
"Prince William","153701","Belmont",6179,3265,1175,98,440,7,1116,78,945,40,1206,2191
"Prince William","153702","Library",8073,3439,1773,94,582,8,2045,132,1143,102,2141,3386
"Prince William","153703","Lynn",6630,2310,2244,56,397,2,1450,171,1039,125,1547,2711
"Prince William","153704","Featherstone",8682,3912,2237,95,983,13,1286,156,1036,104,1342,2482
"Prince William","153705","Potomac View",4314,2183,607,40,334,11,1094,45,811,34,1118,1963
"Prince William","153706","Rippon",9034,3830,3478,57,1026,18,465,160,675,94,531,1300
"Prince William","153707","Kilby",4682,2170,725,80,378,15,1233,81,713,35,1335,2083
"Prince William","153708","River Oaks",6681,1774,3580,43,541,9,586,148,433,95,666,1194
"Pulaski","155101","Belspring",1313,1276,19,5,6,0,7,0,2,0,6,8
"Pulaski","155102","New River",3718,3392,245,26,36,2,17,0,28,2,16,46
"Pulaski","155103","West Cloyd",2071,2022,30,3,11,3,1,1,7,0,2,9
"Pulaski","155201","Draper",2116,2021,58,7,24,0,4,2,7,0,4,11
"Pulaski","155202","South Pulaski",1337,1237,85,0,7,1,1,6,24,2,7,33
"Pulaski","155203","Newbern",3486,3157,265,16,13,0,32,3,13,2,32,47
"Pulaski","155301","Dublin",4520,4178,256,23,31,2,21,9,42,1,21,64
"Pulaski","155302","Hiwassee",836,784,44,2,4,0,0,2,2,0,0,2
"Pulaski","155304","Snowville",1865,1827,20,9,2,0,2,5,11,0,3,14
"Pulaski","155401","Massie",5633,5123,384,41,43,0,34,8,59,4,26,89
"Pulaski","155402","Walker",1375,1320,24,18,6,0,6,1,7,0,4,11
"Pulaski","155501","Robinson",6602,5913,573,41,43,1,17,14,76,5,17,98
"Rappahannock","157101","Washington",1181,1090,59,12,8,3,5,4,23,0,3,26
"Rappahannock","157201","Amissville",1703,1557,90,15,13,0,23,5,39,3,26,68
"Rappahannock","157301","Sperryville",1350,1235,97,4,13,0,1,0,19,1,1,21
"Rappahannock","157401","Scrabble",1603,1510,61,7,9,0,6,10,57,0,1,58
"Rappahannock","157501","Chester Gap",528,510,13,5,0,0,0,0,11,0,0,11
"Rappahannock","157502","Flint Hill",1008,932,46,8,5,0,14,3,32,0,12,44
"Richmond","159101","Precinct 1-1",1368,632,703,5,2,1,16,9,6,3,16,25
"Richmond","159201","Precinct 2-1",2904,1626,1173,19,11,0,63,12,64,7,62,133
"Richmond","159301","Precinct 3-1",1264,1061,176,4,9,1,7,6,6,0,12,18
"Richmond","159302","Precinct 3-2",223,157,63,0,3,0,0,0,3,0,0,3
"Richmond","159401","Precinct 4-1",1566,1212,276,8,14,0,55,1,12,0,55,67
"Richmond","159501","Precinct 5-1",1146,902,134,11,8,1,88,2,81,0,93,174
"Richmond","159502","Precinct 5-2",783,411,338,5,13,0,12,4,74,1,15,90
"Roanoke","161101","Catawba",1108,1055,35,3,10,2,3,0,3,0,2,5
"Roanoke","161102","Mason Valley",1088,1060,12,15,1,0,0,0,0,0,2,2
"Roanoke","161103","Glenvar",2430,2292,96,9,22,0,3,8,14,1,1,16
"Roanoke","161104","Northside",2041,1579,335,5,92,2,20,8,19,0,15,34
"Roanoke","161105","Peters Creek",3972,3383,449,11,95,4,23,7,50,10,20,80
"Roanoke","161106","Green Hill",5151,4749,283,24,60,5,18,12,26,3,16,45
"Roanoke","161107","Bennett Springs",1442,1423,11,3,4,0,1,0,6,0,1,7
"Roanoke","161108","Wildwood",2167,2058,43,15,36,2,7,6,39,1,10,50
"Roanoke","161201","Plantation",3435,3019,272,17,92,3,27,5,74,5,24,103
"Roanoke","161202","Burlington",2301,1799,356,11,93,1,26,15,54,5,39,98
"Roanoke","161203","Mountain View",3866,3508,204,3,127,2,12,10,33,3,11,47
"Roanoke","161204","Botetourt Springs",2952,2569,236,3,123,5,6,10,51,3,7,61
"Roanoke","161205","Orchards",4587,4195,242,2,130,0,16,2,67,2,12,81
"Roanoke","161206","Hollins",2198,1851,232,11,52,4,42,6,65,6,43,114
"Roanoke","161301","Bent Mountain",840,814,14,8,1,0,3,0,9,1,2,12
"Roanoke","161302","Poages Mill",3806,3598,44,13,118,0,29,4,58,0,20,78
"Roanoke","161303","Windsor Hills",2358,2154,97,3,71,0,20,13,28,2,17,47
"Roanoke","161304","Oak Grove",3962,3559,92,27,257,0,22,5,58,0,23,81
"Roanoke","161305","Castle Rock",4573,4180,69,16,256,3,41,8,109,0,37,146
"Roanoke","161306","Garst Mill",2667,2154,329,13,119,2,40,10,50,3,35,88
"Roanoke","161402","Bonsack",898,842,29,4,23,0,0,0,14,0,0,14
"Roanoke","161403","North Vinton",3933,3601,230,9,40,1,47,5,48,6,47,101
"Roanoke","161404","South Vinton",4452,3951,343,24,52,5,70,7,50,8,72,130
"Roanoke","161405","Lindenwood",4679,4359,167,35,79,0,27,12,30,0,25,55
"Roanoke","161406","Mount Pleasant",3856,3623,161,35,25,3,5,4,30,0,9,39
"Roanoke","161501","Cotton Hill",2231,2027,36,7,147,1,6,7,31,0,5,36
"Roanoke","161502","Penn Forest",2328,2150,73,19,78,1,3,4,24,0,5,29
"Roanoke","161503","Cave Spring",2385,2202,73,11,74,0,14,11,22,1,15,38
"Roanoke","161504","Ogden",3133,2458,309,27,276,2,39,22,92,11,49,152
"Roanoke","161505","Clearbrook",2163,2037,88,13,18,4,2,1,12,2,2,16
"Roanoke","161506","Mount Vernon",2151,1967,87,4,63,2,23,5,31,7,18,56
"Roanoke","161507","Hunting Hills",3223,2924,136,15,111,0,25,12,57,5,28,90
"Rockbridge","163101","Airport",1611,1563,18,10,13,0,7,0,26,1,4,31
"Rockbridge","163102","Ben Salem",1220,1176,8,21,8,0,7,0,20,0,8,28
"Rockbridge","163103","Plank Road",673,656,1,11,1,0,4,0,2,0,4,6
"Rockbridge","163104","Effinger",802,782,5,7,2,0,4,2,5,1,0,6
"Rockbridge","163201","Collierstown",1361,1332,11,10,4,0,3,1,5,0,1,6
"Rockbridge","163202","Highland Belle",2306,2243,26,15,11,0,6,5,12,0,7,19
"Rockbridge","163203","Vo-Tech",877,798,40,16,13,0,2,8,11,0,6,17
"Rockbridge","163301","Maury River",1686,1472,168,14,3,1,27,1,19,1,27,47
"Rockbridge","163302","Natural Bridge",1877,1757,69,34,8,0,8,1,10,4,11,25
"Rockbridge","163303","Falling Spring",745,663,60,12,3,0,4,3,3,0,3,6
"Rockbridge","163401","Fairfield",1417,1372,33,2,2,1,4,3,6,0,5,11
"Rockbridge","163402","Mountain View",2199,2105,44,32,9,3,2,4,12,1,3,16
"Rockbridge","163403","Vesuvius",985,920,34,11,2,0,14,4,15,0,11,26
"Rockbridge","163501","Goshen",1028,990,24,7,7,0,0,0,12,8,0,20
"Rockbridge","163502","Meadowview",1432,1259,111,17,33,7,2,3,18,1,3,22
"Rockbridge","163503","Rockbridge Baths",772,754,5,6,4,1,0,2,0,0,0,0
"Rockbridge","163504","Rockbridge",1316,1255,22,19,11,4,2,3,6,0,4,10
"Rockingham","165101","Broadway",3587,3327,60,32,31,1,129,7,81,0,151,232
"Rockingham","165102","Timberville",1922,1784,28,32,3,0,72,3,52,2,72,126
"Rockingham","165103","Fulks Run",2608,2559,15,19,2,0,13,0,17,0,14,31
"Rockingham","165104","Bergton",798,787,3,4,2,0,2,0,0,0,1,1
"Rockingham","165105","Lacey Spring",1644,1584,18,15,7,0,17,3,7,0,20,27
"Rockingham","165106","Tenth Legion",1658,1587,32,4,2,0,31,2,27,0,31,58
"Rockingham","165107","Plains",3662,3542,28,19,16,1,54,2,62,2,60,124
"Rockingham","165201","Singers Glen",2015,1973,18,7,4,0,13,0,13,6,13,32
"Rockingham","165202","Edom",1956,1882,22,7,13,0,30,2,7,0,29,36
"Rockingham","165203","Melrose",3655,3250,62,22,15,1,298,7,239,0,309,548
"Rockingham","165204","Mt. Clinton",2010,1914,51,11,10,0,23,1,25,5,23,53
"Rockingham","165207","Ottobine",3936,3829,30,19,3,0,50,5,35,0,50,85
"Rockingham","165301","Keezletown",1783,1603,30,13,9,1,126,1,37,4,129,170
"Rockingham","165302","Port Republic",2412,2297,37,10,15,0,50,3,41,5,48,94
"Rockingham","165303","North River",1788,1724,23,1,8,1,30,1,12,0,28,40
"Rockingham","165304","Grottoes",2660,2455,109,15,22,0,52,7,77,3,54,134
"Rockingham","165305","Massanetta Springs",7130,6287,240,29,192,1,364,17,216,10,382,608
"Rockingham","165306","Cross Keys",1574,1449,39,5,9,0,71,1,29,0,70,99
"Rockingham","165401","Bridgewater",5644,5202,170,29,54,3,176,10,90,3,185,278
"Rockingham","165402","Montezuma",2612,2552,19,5,15,0,19,2,17,3,13,33
"Rockingham","165403","Mt. Crawford",417,393,13,1,2,0,8,0,2,0,8,10
"Rockingham","165404","Dayton",1530,1416,14,2,9,0,85,4,53,0,85,138
"Rockingham","165405","Silver Lake",4962,4256,93,97,73,1,404,38,194,20,517,731
"Rockingham","165501","Elkton",2711,2551,121,5,14,0,18,2,37,2,19,58
"Rockingham","165502","Swift Run",4304,4142,93,15,12,1,31,10,29,4,32,65
"Rockingham","165503","McGaheysville",2708,2526,48,17,23,3,86,5,36,1,87,124
"Rockingham","165504","South Fork",1678,1579,70,6,9,0,12,2,45,0,12,57
"Rockingham","165505","Stony Run",2950,2732,149,14,26,1,15,13,62,1,21,84
"Russell","167101","Moccasin",2349,2316,10,7,11,0,4,1,11,0,2,13
"Russell","167102","Copper Creek",1830,1775,7,16,6,0,26,0,15,1,26,42
"Russell","167103","South Castlewood",2166,2109,15,20,2,1,17,2,2,0,25,27
"Russell","167201","North Castlewood",2957,2858,43,5,9,0,41,1,11,0,38,49
"Russell","167202","Dante",1013,998,14,1,0,0,0,0,1,0,0,1
"Russell","167203","Cleveland",1552,1534,7,7,3,0,0,1,4,0,0,4
"Russell","167301","Cooks Mill",683,683,0,0,0,0,0,0,3,0,0,3
"Russell","167302","Daughterty",219,216,1,2,0,0,0,0,1,0,0,1
"Russell","167303","Honaker",4054,4003,27,17,2,0,4,1,24,0,11,35
"Russell","167401","Drill",327,325,0,2,0,0,0,0,0,0,0,0
"Russell","167402","Swords Creek",2793,2748,8,18,3,3,9,4,6,0,13,19
"Russell","167403","Elk Garden",2424,2408,6,8,1,0,0,1,5,0,0,5
"Russell","167501","East Lebanon",2926,2865,36,4,10,1,10,0,19,1,10,30
"Russell","167502","West Lebanon",3604,3432,94,22,31,0,17,8,26,4,16,46
"Scott","169101","Weber City",1844,1801,15,16,7,1,4,0,11,0,5,16
"Scott","169102","Yuma",1974,1935,13,10,8,0,3,5,11,0,4,15
"Scott","169202","Weber City East",1543,1514,8,12,5,1,2,1,5,0,2,7
"Scott","169203","Hiltons",1917,1883,3,14,1,0,16,0,13,0,17,30
"Scott","169204","Clark's",458,451,0,6,0,0,1,0,1,0,0,1
"Scott","169301","Nickelsville",1512,1484,4,4,0,12,8,0,3,0,22,25
"Scott","169302","Snowflake",913,906,0,1,1,0,5,0,1,0,5,6
"Scott","169303","Twin Springs",1171,1137,7,11,10,0,6,0,14,0,5,19
"Scott","169304","Copper Creek",365,357,1,3,0,0,4,0,10,0,6,16
"Scott","169401","Gate City",3404,3273,78,21,11,0,17,4,10,0,17,27
"Scott","169501","Dungannon",978,967,2,0,2,0,7,0,2,0,5,7
"Scott","169502","Fort Blackmore",997,987,0,4,0,0,6,0,3,0,6,9
"Scott","169503","Manville",553,551,1,0,0,0,1,0,4,0,1,5
"Scott","169504","Rye Cove",1390,1373,2,2,2,0,11,0,13,0,9,22
"Scott","169601","Clinchport",1114,1103,2,3,2,0,4,0,5,0,4,9
"Scott","169602","Duffield-Pattonsville",2480,2424,27,14,5,2,7,1,9,0,7,16
"Scott","169603","Fairview",564,554,0,3,0,0,6,1,0,0,4,4
"Shenandoah","171101","Orkney Springs",1152,1106,9,16,3,0,14,4,16,0,15,31
"Shenandoah","171102","Forestville",1306,1251,16,9,3,0,26,1,21,0,35,56
"Shenandoah","171103","New Market",4168,3847,68,25,24,0,195,9,126,10,197,333
"Shenandoah","171201","Conicville",3137,3013,40,38,14,0,20,12,29,0,27,56
"Shenandoah","171202","Mt. Jackson",3300,2920,47,39,22,0,269,3,169,4,269,442
"Shenandoah","171301","Columbia Furnace",1503,1390,8,9,7,0,89,0,55,1,84,140
"Shenandoah","171302","Edinburg",3075,2872,51,31,18,1,95,7,96,4,111,211
"Shenandoah","171303","St. Luke",1785,1748,13,4,7,0,12,1,32,1,13,46
"Shenandoah","171401","Woodstock",5958,5277,221,29,56,2,360,13,330,16,365,711
"Shenandoah","171402","Fort Valley",1390,1368,4,9,8,0,1,0,32,0,1,33
"Shenandoah","171501","Cedar Creek",190,188,2,0,0,0,0,0,2,0,0,2
"Shenandoah","171502","Mt. Olive",2178,2117,15,9,11,1,25,0,18,0,21,39
"Shenandoah","171503","Toms Brook",2427,2289,37,26,15,3,53,4,37,1,61,99
"Shenandoah","171504","Lebanon Church",1965,1898,18,9,16,2,18,4,27,0,17,44
"Shenandoah","171601","Strasburg",6398,5779,401,35,70,1,92,20,147,16,108,271
"Shenandoah","171602","Signal Knob",2061,2007,12,8,8,4,16,6,47,0,16,63
"Smyth","173101","Saltville",4314,4251,14,19,9,0,21,0,19,0,17,36
"Smyth","173201","Seven Mile Ford",2786,2694,56,6,14,1,13,2,4,0,9,13
"Smyth","173202","Rich Valley",1607,1584,6,3,2,0,11,1,6,0,11,17
"Smyth","173301","Chilhowie",3887,3680,64,6,10,0,120,7,31,0,124,155
"Smyth","173302","St. Clair",924,909,5,5,0,0,4,1,2,0,2,4
"Smyth","173401","East Park",2600,2475,89,14,6,0,12,4,30,10,12,52
"Smyth","173402","West Park",1843,1632,145,14,10,2,26,14,16,4,24,44
"Smyth","173501","Atkins",2973,2926,10,14,2,0,15,6,20,0,16,36
"Smyth","173502","Wassona",1865,1781,25,14,16,0,29,0,20,2,27,49
"Smyth","173601","Royal Oak East",3396,3089,245,23,13,0,21,5,23,1,20,44
"Smyth","173602","Royal Oak West",1259,1226,17,5,3,0,8,0,11,0,6,17
"Smyth","173701","Adwolfe",2787,2698,28,15,10,0,31,5,11,1,31,43
"Smyth","173702","Sugar Grove",1733,1675,31,16,6,0,3,2,10,0,4,14
"Smyth","173703","Konnarock",234,227,0,2,1,0,4,0,2,0,1,3
"Southampton","175101","Berlin",1394,1185,176,25,6,0,0,2,6,0,3,9
"Southampton","175102","Ivor",1590,1091,461,6,11,0,10,11,4,4,11,19
"Southampton","175201","Boykins",1576,727,812,2,4,0,20,11,12,1,26,39
"Southampton","175202","Branchville",471,287,183,0,1,0,0,0,2,0,0,2
"Southampton","175203","Meherrin",327,156,168,3,0,0,0,0,6,0,0,6
"Southampton","175301","Capron",1721,904,774,26,4,4,0,9,8,5,5,18
"Southampton","175302","Sebrell",983,629,324,9,8,1,10,2,0,0,13,13
"Southampton","175401","Drewryville",2321,993,1296,17,2,0,11,2,9,4,9,22
"Southampton","175501","Hunterdale",1909,1578,308,3,8,0,8,4,9,1,8,18
"Southampton","175502","Forks-Of-The-River",857,572,265,1,6,1,3,9,6,3,3,12
"Southampton","175601","Courtland",2068,1213,834,9,4,1,2,5,7,4,2,13
"Southampton","175602","Sedley",754,643,101,4,4,0,0,2,3,0,0,3
"Southampton","175701","Blackwater River",1261,319,909,5,0,0,12,16,0,4,10,14
"Southampton","175702","Newsoms",1338,918,396,5,3,0,12,4,5,1,9,15
"Spotsylvania","177101","Partlow",3724,3241,384,21,51,2,12,13,30,2,8,40
"Spotsylvania","177102","Blaydes Corner",4247,3409,602,37,81,11,82,25,48,9,85,142
"Spotsylvania","177103","Travelers Rest",3947,3042,611,38,94,6,118,38,84,2,127,213
"Spotsylvania","177104","Massaponax",4519,3324,849,48,141,7,100,50,188,14,126,328
"Spotsylvania","177201","Elys Ford",2824,2509,159,23,72,1,49,11,51,1,59,111
"Spotsylvania","177202","Wilderness",3096,2630,305,23,44,5,77,12,112,12,68,192
"Spotsylvania","177203","Ni River",5625,4431,732,51,151,17,203,40,161,17,212,390
"Spotsylvania","177204","Chancellor",5154,3670,1026,24,129,6,251,48,242,36,245,523
"Spotsylvania","177301","Plank Road",5481,4095,726,37,175,11,396,41,282,20,382,684
"Spotsylvania","177302","Hazel Run",6041,4176,1130,43,228,8,390,66,289,17,393,699
"Spotsylvania","177303","Grange Hall",3429,2855,320,11,175,1,60,7,131,16,60,207
"Spotsylvania","177401","Summit",9766,7050,1919,81,341,33,263,79,401,48,299,748
"Spotsylvania","177402","Frazers Gate",5337,3939,971,32,199,5,151,40,191,15,165,371
"Spotsylvania","177403","Lee Hill",5782,4151,1172,30,187,10,193,39,208,17,193,418
"Spotsylvania","177501","Belmont",3218,2736,396,21,30,6,27,2,53,8,26,87
"Spotsylvania","177502","Brokenburg",4476,3895,451,30,53,0,34,13,88,8,33,129
"Spotsylvania","177503","Todd's Tavern",1988,1735,186,13,22,3,26,3,19,1,23,43
"Spotsylvania","177504","Courthouse",3337,2659,518,25,42,5,67,21,66,6,64,136
"Spotsylvania","177505","Brock",4080,3506,395,29,104,4,26,16,78,13,39,130
"Spotsylvania","177601","Salem",4025,2596,964,32,121,3,277,32,289,19,291,599
"Spotsylvania","177602","Smith Station",10258,7139,2150,79,374,25,398,93,366,79,406,851
"Spotsylvania","177603","Piedmont",4817,3467,785,37,171,12,301,44,257,22,309,588
"Spotsylvania","177701","Battlefield",4252,3201,713,28,107,3,184,16,195,23,187,405
"Spotsylvania","177702","Brent's Mill",4095,3246,533,33,107,16,120,40,139,12,130,281
"Spotsylvania","177703","Fairview",8879,5750,2106,77,384,15,456,91,407,62,494,963
"Stafford","179101","Hartwood",6185,5197,643,45,138,6,115,41,193,4,118,315
"Stafford","179102","Rocky Run",6732,4810,1319,56,306,11,176,54,238,32,176,446
"Stafford","179103","Simpson",2757,2424,179,28,66,2,44,14,96,3,53,152
"Stafford","179104","Ramoth",4723,3460,817,22,258,9,111,46,216,27,115,358
"Stafford","179201","Rock Hill",4749,3576,658,36,199,14,195,71,286,32,218,536
"Stafford","179202","Roseville",5843,4006,1184,50,306,9,222,66,336,33,243,612
"Stafford","179203","Ruby",3808,3311,217,23,89,22,108,38,139,4,133,276
"Stafford","179204","Stefaniga",4950,3788,683,51,250,2,123,53,176,31,122,329
"Stafford","179301","Griffis",4711,2738,1396,28,188,23,282,56,304,57,291,652
"Stafford","179302","Widewater",8659,6046,1797,64,356,19,294,83,618,58,338,1014
"Stafford","179303","Harbor",4193,3557,364,41,120,8,68,35,212,10,76,298
"Stafford","179401","Aquia",7172,4696,1428,82,273,17,565,111,581,72,599,1252
"Stafford","179402","Courthouse",7425,4084,2470,59,368,8,342,94,403,94,362,859
"Stafford","179403","Brooke",7268,5433,1369,67,154,7,179,59,211,25,206,442
"Stafford","179501","Grafton",4759,3990,432,62,105,6,131,33,163,11,154,328
"Stafford","179502","Falmouth",5667,4516,751,62,207,1,101,29,205,22,100,327
"Stafford","179503","Drew",3051,2112,670,21,75,11,130,32,125,14,127,266
"Stafford","179504","Gayle",6755,3874,2103,60,295,7,320,96,280,59,375,714
"Stafford","179601","Ferry Farm",4192,3715,273,50,62,8,55,29,123,8,55,186
"Stafford","179602","Chatham",5497,4004,982,43,160,4,265,39,161,26,288,475
"Stafford","179603","White Oak",5420,4654,447,99,122,1,70,27,89,7,71,167
"Stafford","179701","Woodlands",3984,2784,814,34,166,6,128,52,209,32,134,375
"Stafford","179702","Whitson",5049,3244,1209,39,214,13,280,50,304,54,301,659
"Stafford","179703","Hampton",5412,3464,1219,45,222,12,374,76,381,44,412,837
"Surry","181101","Surry",1430,1015,378,10,10,1,3,13,15,1,2,18
"Surry","181201","Bacon's Castle",1443,590,839,3,6,0,1,4,2,7,3,12
"Surry","181301","Dendron",684,359,304,9,2,0,4,6,3,3,9,15
"Surry","181302","Wall's Bridge",679,304,367,3,1,0,0,4,1,0,0,1
"Surry","181401","Carsley",1375,682,665,9,6,0,13,0,9,0,13,22
"Surry","181501","Claremont",922,595,311,6,3,1,4,2,3,1,4,8
"Surry","181502","Spring Grove",525,73,425,8,5,0,4,10,2,3,5,10
"Sussex","183101","Waverly",1562,312,1177,4,0,0,68,1,11,2,67,80
"Sussex","183201","Stony Creek",1229,498,711,4,6,0,7,3,19,1,6,26
"Sussex","183202","Little Mill",378,154,212,8,0,0,1,3,4,7,1,12
"Sussex","183301","Courthouse",1193,706,469,7,6,0,5,0,19,5,9,33
"Sussex","183302","Wakefield",625,524,89,3,6,0,3,0,7,1,3,11
"Sussex","183401","Mars Hill",1219,354,836,0,11,0,10,8,6,0,10,16
