"stfid","district"
511059901001000,001
511059901001001,001
511059901001002,001
511059901001003,001
511059901001004,001
511059901001005,001
511059901001006,001
511059901001007,001
511059901001008,001
511059901001009,001
511059901001010,001
511059901001011,001
511059901001012,001
511059901001013,001
511059901001014,001
511059901001015,001
511059901001016,001
511059901001017,001
511059901001018,001
511059901001019,001
511059901001020,001
511059901001021,001
511059901001022,001
511059901001023,001
511059901001024,001
511059901001025,001
511059901001026,001
511059901001027,001
511059901001028,001
511059901001029,001
511059901001030,001
511059901001031,001
511059901001032,001
511059901001033,001
511059901001034,001
511059901001035,001
511059901001036,001
511059901001037,001
511059901001038,001
511059901001039,001
511059901001040,001
511059901001041,001
511059901001042,001
511059901001043,001
511059901001044,001
511059901001045,001
511059901001046,001
511059901001047,001
511059901001048,001
511059901001049,001
511059901001050,001
511059901001051,001
511059901001052,001
511059901001053,001
511059901001054,001
511059901001055,001
511059901001056,001
511059901001057,001
511059901001058,001
511059901001059,001
511059901001060,001
511059901001061,001
511059901001062,001
511059901001063,001
511059901001064,001
511059901002000,001
511059901002001,001
511059901002002,001
511059901002003,001
511059901002004,001
511059901002005,001
511059901002006,001
511059901002007,001
511059901002008,001
511059901002009,001
511059901002010,001
511059901002011,001
511059901002012,001
511059901002013,001
511059901002014,001
511059901002015,001
511059901002016,001
511059901002017,001
511059901002018,001
511059901002019,001
511059901002020,001
511059901002021,001
511059901002022,001
511059901002023,001
511059901002024,001
511059901002025,001
511059901002026,001
511059901002027,001
511059901002028,001
511059901002029,001
511059901002030,001
511059901002031,001
511059901002032,001
511059901002033,001
511059901002034,001
511059901002035,001
511059901002036,001
511059901002037,001
511059901002038,001
511059901002039,001
511059901002040,001
511059901002041,001
511059901002042,001
511059901002043,001
511059901002044,001
511059901002045,001
511059901002046,001
511059901002047,001
511059901002048,001
511059901002049,001
511059901002050,001
511059901002051,001
511059901002052,001
511059901002053,001
511059901002054,001
511059901002055,001
511059901002056,001
511059901002057,001
511059901002058,001
511059901002059,001
511059901002060,001
511059901002061,001
511059901002062,001
511059901002063,001
511059901002064,001
511059901002065,001
511059901003000,001
511059901003001,001
511059901003002,001
511059901003003,001
511059901003004,001
511059901003005,001
511059901003006,001
511059901003007,001
511059901003008,001
511059901003009,001
511059901003010,001
511059901003011,001
511059901003012,001
511059901003013,001
511059901003014,001
511059901003015,001
511059901003016,001
511059901003017,001
511059901003018,001
511059901003019,001
511059901003020,001
511059901003021,001
511059901003022,001
511059901003023,001
511059901003024,001
511059901003025,001
511059901003026,001
511059901003027,001
511059901003028,001
511059901003029,001
511059901003030,001
511059901003031,001
511059901003032,001
511059901003033,001
511059901003034,001
511059901003035,001
