"stfid","district"
"510339901001000","01"
"510339901001001","01"
"510339901001002","01"
"510339901001003","01"
"510339901001004","01"
"510339901001005","01"
"510339901001006","01"
"510339901001007","01"
"510339901001008","01"
"510339901001009","01"
"510339901001010","01"
"510339901001011","01"
"510339901001012","01"
"510339901001013","01"
"510339901001014","01"
"510339901001015","01"
"510339901001016","01"
"510339901001017","01"
"510339901001018","01"
"510339901001019","01"
"510339901001020","01"
"510339901001021","01"
"510339901001022","01"
"510339901001023","01"
"510339901001024","01"
"510339901001025","01"
"510339901001026","01"
"510339901001027","01"
"510339901001028","01"
"510339901001029","01"
"510339901001030","01"
"510339901001031","01"
"510339901001032","01"
"510339901001033","01"
"510339901001034","01"
"510339901001035","01"
"510339901001036","01"
"510339901001037","01"
"510339901001038","01"
"510339901001039","01"
"510339901001040","01"
"510339901001041","01"
"510339901001042","01"
"510339901001043","01"
"510339901001044","01"
"510339901001045","01"
"510339901001046","01"
"510339901001047","01"
"510339901001048","01"
"510339901001049","01"
"510339901001050","01"
"510339901001051","01"
"510339901001052","01"
"510339901001053","01"
"510339901001997","01"
"510339901001998","01"
"510339901001999","01"
"510339901002000","01"
"510339901002001","01"
"510339901002002","01"
"510339901002003","01"
"510339901002004","01"
"510339901002005","01"
"510339901002006","01"
"510339901002007","01"
"510339901002008","01"
"510339901002009","01"
"510339901002010","01"
"510339901002011","01"
"510339901002012","01"
"510339901002013","01"
"510339901002014","01"
"510339901002015","01"
"510339901002016","01"
"510339901002017","01"
"510339901002018","01"
"510339901002019","01"
"510339901002020","01"
"510339901002021","01"
"510339901002022","01"
"510339901002023","01"
"510339901002024","01"
"510339901002025","01"
"510339901002026","01"
"510339901002027","01"
"510339901002028","01"
"510339901002029","01"
"510339901002030","01"
"510339901002031","01"
"510339901002032","01"
"510339901002033","01"
"510339901002034","01"
"510339901002035","01"
"510339901002036","01"
"510339901002037","01"
"510339901002038","01"
"510339901002039","01"
"510339901002040","01"
"510339901002994","01"
"510339901002995","01"
"510339901002996","01"
"510339901002997","01"
"510339901002998","01"
"510339901002999","01"
"510339901003000","01"
"510339901003001","01"
"510339901003002","01"
"510339901003003","01"
"510339901003004","01"
"510339901003005","01"
"510339901003006","01"
"510339901003007","01"
"510339901003008","01"
"510339901003009","01"
"510339901003010","01"
"510339901003011","01"
"510339901003012","01"
"510339901003013","01"
"510339901003014","01"
"510339901003015","01"
"510339901003016","01"
"510339901003017","01"
"510339901003018","01"
"510339901003019","01"
"510339901003020","01"
"510339901003021","01"
"510339901003022","01"
"510339901003023","01"
"510339901003024","01"
"510339901003025","01"
"510339901003026","01"
"510339901003027","01"
"510339901003028","01"
"510339901003029","01"
"510339901003030","01"
"510339901003031","01"
"510339901003032","01"
"510339901003033","01"
"510339901003034","01"
"510339901003035","01"
"510339901003036","01"
"510339901003037","01"
"510339901003038","01"
"510339901003039","01"
"510339901003040","01"
"510339901003041","01"
"510339901003042","01"
"510339901003043","01"
"510339901003044","01"
"510339901003045","01"
"510339901003046","01"
"510339901003047","01"
"510339901003048","01"
"510339901003049","01"
"510339901003050","01"
"510339901003051","01"
"510339901003052","01"
"510339901003053","01"
"510339901003054","01"
"510339901003055","01"
"510339901003056","01"
"510339901003057","01"
"510339901003058","01"
"510339901003059","01"
"510339901003060","01"
"510339901003061","01"
"510339901003062","01"
"510339901003063","01"
"510339901003064","01"
"510339901003065","01"
"510339901003066","01"
"510339901003067","01"
"510339901003068","01"
"510339901003069","01"
"510339901003070","01"
"510339901003071","01"
"510339901003072","01"
"510339901003073","01"
"510339901003074","01"
"510339901003075","01"
"510339901003076","01"
"510339901003077","01"
"510339901003078","01"
"510339901003079","01"
"510339901003080","01"
"510339901003081","01"
"510339901003082","01"
"510339901003083","01"
"510339901003084","01"
"510339901003085","01"
"510339901003086","01"
"510339901003087","01"
"510339901003088","01"
"510339901003089","01"
"510339901003090","01"
"510339901003091","01"
"510339901003092","01"
"510339901003093","01"
"510339901003094","01"
"510339901003095","01"
"510339901003096","01"
"510339901003097","01"
"510339901003098","01"
"510339901003099","01"
"510339901003100","01"
"510339901003101","01"
"510339901003102","01"
"510339901003103","01"
"510339901003104","01"
"510339901003105","01"
"510339901003992","01"
"510339901003993","01"
"510339901003994","01"
"510339901003995","01"
"510339901003996","01"
"510339901003997","01"
"510339901003998","01"
"510339901003999","01"
"510339901004000","01"
"510339901004001","01"
"510339901004002","01"
"510339901004003","01"
"510339901004004","01"
"510339901004005","01"
"510339901004006","01"
"510339901004007","01"
"510339901004008","01"
"510339901004009","01"
"510339901004010","01"
"510339901004011","01"
"510339901004012","01"
"510339901004013","01"
"510339901004014","01"
"510339901004015","01"
"510339901004016","01"
"510339901004017","01"
"510339901004018","01"
"510339901004019","01"
"510339901004020","01"
"510339901004021","01"
"510339901004022","01"
"510339901004023","01"
"510339901004024","01"
"510339901004025","01"
"510339901004026","01"
"510339901004027","01"
"510339901004028","01"
"510339901004029","01"
"510339901004030","01"
"510339901004995","01"
"510339901004996","01"
"510339901004997","01"
"510339901004998","01"
"510339901004999","01"
"510339902001000","01"
"510339902001001","01"
"510339902001002","01"
"510339902001003","01"
"510339902001004","01"
"510339902001005","01"
"510339902001006","01"
"510339902001007","01"
"510339902001008","01"
"510339902001009","01"
"510339902001010","01"
"510339902001011","01"
"510339902001012","01"
"510339902001013","01"
"510339902001014","01"
"510339902001015","01"
"510339902001016","01"
"510339902001017","01"
"510339902001018","01"
"510339902001019","01"
"510339902001020","01"
"510339902001021","01"
"510339902001022","01"
"510339902001023","01"
"510339902001024","01"
"510339902001025","01"
"510339902001026","01"
"510339902001027","01"
"510339902001028","01"
"510339902001029","01"
"510339902001030","01"
"510339902001031","01"
"510339902001032","01"
"510339902001033","01"
"510339902001034","01"
"510339902001035","01"
"510339902001036","01"
"510339902001037","01"
"510339902001038","01"
"510339902001039","01"
"510339902001040","01"
"510339902001041","01"
"510339902001042","01"
"510339902001043","01"
"510339902001044","01"
"510339902001045","01"
"510339902001046","01"
"510339902001047","01"
"510339902001048","01"
"510339902001049","01"
"510339902001050","01"
"510339902001051","01"
"510339902001052","01"
"510339902001053","01"
"510339902001054","01"
"510339902001055","01"
"510339902001056","01"
"510339902001057","01"
"510339902001058","01"
"510339902001059","01"
"510339902001060","01"
"510339902001061","01"
"510339902001062","01"
"510339902001063","01"
"510339902001064","01"
"510339902001065","01"
"510339902001066","01"
"510339902001067","01"
"510339902001068","01"
"510339902001069","01"
"510339902001070","01"
"510339902001071","01"
"510339902001072","01"
"510339902001073","01"
"510339902001074","01"
"510339902001075","01"
"510339902001076","01"
"510339902001077","01"
"510339902001078","01"
"510339902001079","01"
"510339902001080","01"
"510339902001081","01"
"510339902001082","01"
"510339902001083","01"
"510339902001084","01"
"510339902001085","01"
"510339902001086","01"
"510339902001087","01"
"510339902001088","01"
"510339902001089","01"
"510339902001090","01"
"510339902001091","01"
"510339902001092","01"
"510339902001989","01"
"510339902001990","01"
"510339902001991","01"
"510339902001992","01"
"510339902001993","01"
"510339902001994","01"
"510339902001995","01"
"510339902001996","01"
"510339902001997","01"
"510339902001998","01"
"510339902001999","01"
"510339902002000","01"
"510339902002001","01"
"510339902002002","01"
"510339902002003","01"
"510339902002004","01"
"510339902002005","01"
"510339902002006","01"
"510339902002007","01"
"510339902002008","01"
"510339902002009","01"
"510339902002010","01"
"510339902002011","01"
"510339902002012","01"
"510339902002013","01"
"510339902002014","01"
"510339902002015","01"
"510339902002016","01"
"510339902002017","01"
"510339902002018","01"
"510339902002019","01"
"510339902002020","01"
"510339902002021","01"
"510339902002022","01"
"510339902002023","01"
"510339902002024","01"
"510339902002025","01"
"510339902002026","01"
"510339902002027","01"
"510339902002028","01"
"510339902002029","01"
"510339902002030","01"
"510339902002031","01"
"510339902002032","01"
"510339902002033","01"
"510339902002034","01"
"510339902002035","01"
"510339902002036","01"
"510339902002037","01"
"510339902002038","01"
"510339902002039","01"
"510339902002040","01"
"510339902002041","01"
"510339902002042","01"
"510339902002043","01"
"510339902002044","01"
"510339902002045","01"
"510339902002046","01"
"510339902002047","01"
"510339902002048","01"
"510339902002049","01"
"510339902002050","01"
"510339902002051","01"
"510339902002052","01"
"510339902002053","01"
"510339902002054","01"
"510339902002055","01"
"510339902002056","01"
"510339902002057","01"
"510339902002058","01"
"510339902002059","01"
"510339902002060","01"
"510339902002061","01"
"510339902002062","01"
"510339902002063","01"
"510339902002064","01"
"510339902002065","01"
"510339902002066","01"
"510339902002067","01"
"510339902002068","01"
"510339902002069","01"
"510339902002070","01"
"510339902002996","01"
"510339902002997","01"
"510339902002998","01"
"510339902002999","01"
"510339903001000","01"
"510339903001001","01"
"510339903001002","01"
"510339903001003","01"
"510339903001004","01"
"510339903001005","01"
"510339903001006","01"
"510339903001007","01"
"510339903001008","01"
"510339903001009","01"
"510339903001010","01"
"510339903001011","01"
"510339903001012","01"
"510339903001013","01"
"510339903001014","01"
"510339903001015","01"
"510339903001016","01"
"510339903001017","01"
"510339903001018","01"
"510339903001019","01"
"510339903001020","01"
"510339903001021","01"
"510339903001022","01"
"510339903001023","01"
"510339903001024","01"
"510339903001025","01"
"510339903001026","01"
"510339903001027","01"
"510339903001028","01"
"510339903001029","01"
"510339903001030","01"
"510339903001031","01"
"510339903001032","01"
"510339903001033","01"
"510339903001034","01"
"510339903001035","01"
"510339903001036","01"
"510339903001037","01"
"510339903001038","01"
"510339903001039","01"
"510339903001040","01"
"510339903001041","01"
"510339903001042","01"
"510339903001043","01"
"510339903001044","01"
"510339903001045","01"
"510339903001046","01"
"510339903001998","01"
"510339903001999","01"
"510339903002000","01"
"510339903002001","01"
"510339903002002","01"
"510339903002003","01"
"510339903002004","01"
"510339903002005","01"
"510339903002006","01"
"510339903002007","01"
"510339903002008","01"
"510339903002009","01"
"510339903002010","01"
"510339903002011","01"
"510339903002012","01"
"510339903002013","01"
"510339903002014","01"
"510339903002015","01"
"510339903002016","01"
"510339903002017","01"
"510339903002018","01"
"510339903002019","01"
"510339903002020","01"
"510339903002021","01"
"510339903002022","01"
"510339903002023","01"
"510339903002024","01"
"510339903002025","01"
"510339903002026","01"
"510339903002027","01"
"510339903002028","01"
