"stfid","district"
"510339903002029","01"
"510339903003000","01"
"510339903003001","01"
"510339903003002","01"
"510339903003003","01"
"510339903003004","01"
"510339903003005","01"
"510339903003006","01"
"510339903003007","01"
"510339903003008","01"
"510339903003009","01"
"510339903003010","01"
"510339903003011","01"
"510339903003012","01"
"510339903003013","01"
"510339903003014","01"
"510339903003015","01"
"510339903003016","01"
"510339903003017","01"
"510339903003018","01"
"510339903003019","01"
"510339903003020","01"
"510339903003021","01"
"510339903003022","01"
"510339903003023","01"
"510339903003024","01"
"510339903003025","01"
"510339903003026","01"
"510339903003027","01"
"510339903003028","01"
"510339903003029","01"
"510339903003030","01"
"510339904001000","01"
"510339904001001","01"
"510339904001002","01"
"510339904001003","01"
"510339904001004","01"
"510339904001005","01"
"510339904001006","01"
"510339904001007","01"
"510339904001008","01"
"510339904001009","01"
"510339904001010","01"
"510339904001011","01"
"510339904001012","01"
"510339904001013","01"
"510339904001014","01"
"510339904001015","01"
"510339904001016","01"
"510339904001017","01"
"510339904001018","01"
"510339904001019","01"
"510339904001020","01"
"510339904001021","01"
"510339904001022","01"
"510339904001023","01"
"510339904001024","01"
"510339904001025","01"
"510339904001026","01"
"510339904001027","01"
"510339904001028","01"
"510339904001029","01"
"510339904001030","01"
"510339904001031","01"
"510339904001032","01"
"510339904001033","01"
"510339904001034","01"
"510339904001035","01"
"510339904002000","01"
"510339904002001","01"
"510339904002002","01"
"510339904002003","01"
"510339904002004","01"
"510339904002005","01"
"510339904002006","01"
"510339904002007","01"
"510339904002008","01"
"510339904002009","01"
"510339904002010","01"
"510339904002011","01"
"510339904002012","01"
"510339904002013","01"
"510339904002014","01"
"510339904002015","01"
"510339904002016","01"
"510339904002017","01"
"510339904002018","01"
"510339904002019","01"
"510339904002020","01"
"510339904002021","01"
"510339904002022","01"
"510339904002023","01"
"510339904002024","01"
"510339904002025","01"
"510339905001000","01"
"510339905001001","01"
"510339905001002","01"
"510339905001003","01"
"510339905001004","01"
"510339905001005","01"
"510339905001006","01"
"510339905001007","01"
"510339905001008","01"
"510339905001009","01"
"510339905001010","01"
"510339905001011","01"
"510339905001012","01"
"510339905001013","01"
"510339905001014","01"
"510339905001015","01"
"510339905001016","01"
"510339905001017","01"
"510339905001018","01"
"510339905001019","01"
"510339905001020","01"
"510339905001021","01"
"510339905001022","01"
"510339905001023","01"
"510339905001024","01"
"510339905001025","01"
"510339905001026","01"
"510339905001027","01"
"510339905001028","01"
"510339905001029","01"
"510339905001030","01"
"510339905001031","01"
"510339905001032","01"
"510339905001033","01"
"510339905001034","01"
"510339905001035","01"
"510339905001036","01"
"510339905001037","01"
"510339905001038","01"
"510339905001039","01"
"510339905001040","01"
"510339905001041","01"
"510339905001042","01"
"510339905001043","01"
"510339905001044","01"
"510339905001045","01"
"510339905001046","01"
"510339905001047","01"
"510339905001997","01"
"510339905001998","01"
"510339905001999","01"
"510339905002000","01"
"510339905002001","01"
"510339905002002","01"
"510339905002003","01"
"510339905002004","01"
"510339905002005","01"
"510339905002006","01"
"510339905002007","01"
"510339905002008","01"
"510339905002009","01"
"510339905002010","01"
"510339905002011","01"
"510339905002012","01"
"510339905002013","01"
"510339905002014","01"
"510339905002015","01"
"510339905002016","01"
"510339905002017","01"
"510339905002018","01"
"510339905002019","01"
"510339905002020","01"
"510339905002021","01"
"510339905002022","01"
"510339905002023","01"
"510339905002024","01"
"510339905002025","01"
"510339905002026","01"
"510339905002027","01"
"510339905002028","01"
"510339905002029","01"
"510339905002030","01"
"510339905002031","01"
"510339905002032","01"
"510339905002033","01"
"510339905002034","01"
"510339905002035","01"
"510339905002036","01"
"510339905002037","01"
"510339905002038","01"
"510339905002039","01"
"510339905002040","01"
"510339905002041","01"
"510339905002042","01"
"510339905002043","01"
"510339905002044","01"
"510339905002045","01"
"510339905002046","01"
"510339905002047","01"
"510339905002048","01"
"510339905002049","01"
"510339905002050","01"
"510339905002998","01"
"510339905002999","01"
"510339905003000","01"
"510339905003001","01"
"510339905003002","01"
"510339905003003","01"
"510339905003004","01"
"510339905003005","01"
"510339905003006","01"
"510339905003007","01"
"510339905003008","01"
"510339905003009","01"
"510339905003010","01"
"510339905003011","01"
"510339905003012","01"
"510339905003013","01"
"510339905003014","01"
"510339905003015","01"
"510339905003016","01"
"510339905003017","01"
"510339905003018","01"
"510339905003019","01"
"510339905003020","01"
"510339905003021","01"
"510339905003022","01"
"510339905003023","01"
"510339905003024","01"
"510339905003025","01"
"510339905003026","01"
"510339905003027","01"
"510339905003028","01"
"510339905003029","01"
"510339905003030","01"
"510339905003031","01"
"510339905003032","01"
"510339905003033","01"
"510339905003034","01"
"510339905003035","01"
"510339905003036","01"
"510339905003037","01"
"510339905003038","01"
"510339905003039","01"
"510339905003040","01"
"510339905003041","01"
"510339905003042","01"
"510339905003043","01"
"510339905003044","01"
"510339905003045","01"
"510339905003046","01"
"510339905003047","01"
"510339905003048","01"
"510339905003049","01"
"510339905003050","01"
"510339905003051","01"
"510339905003052","01"
"510339905003053","01"
"510339905003054","01"
"510339905003055","01"
"510339905003056","01"
"510339905003057","01"
"510339905003058","01"
"510339905003059","01"
"510339905003060","01"
"510339905003061","01"
"510339905003062","01"
"510339905003063","01"
"510339905003997","01"
"510339905003998","01"
"510339905003999","01"
"510339905004000","01"
"510339905004001","01"
"510339905004002","01"
"510339905004003","01"
"510339905004004","01"
"510339905004005","01"
"510339905004006","01"
"510339905004007","01"
"510339905004008","01"
"510339905004009","01"
"510339905004010","01"
"510339905004011","01"
"510339905004012","01"
"510339905004013","01"
"510339905004014","01"
"510339905004015","01"
"510339905004016","01"
"510339905004017","01"
"510339905004018","01"
"510339905004019","01"
"510339905004020","01"
"510339905004021","01"
"510339905004022","01"
"510339905004023","01"
"510339905004024","01"
"510339905004025","01"
"510339905004026","01"
"510339905004027","01"
"510339905004028","01"
"510339905004029","01"
"510339905004999","01"
"510339905005000","01"
"510339905005001","01"
"510339905005002","01"
"510339905005003","01"
"510339905005004","01"
"510339905005005","01"
"510339905005006","01"
"510339905005007","01"
"510339905005008","01"
"510339905005009","01"
"510339905005010","01"
"510339905005011","01"
"510339905005012","01"
"510339905005013","01"
"510339905005014","01"
"510339905005015","01"
"510339905005016","01"
"510339905005017","01"
"510339905005018","01"
"510339905005019","01"
"510339905005020","01"
"510339905005021","01"
"510339905005022","01"
"510339905005023","01"
"510339905005024","01"
"510339905005025","01"
"510339905005026","01"
"510339905005027","01"
"510339905005028","01"
"510339905005029","01"
"510339905005030","01"
"510339905005031","01"
"510339905005032","01"
"510339905005033","01"
"510339905005034","01"
"510339905005035","01"
"510339905005036","01"
"510339905005037","01"
"510339905005038","01"
"510339905005039","01"
"510339905005040","01"
"510339905005041","01"
"510339905005042","01"
"510339905005043","01"
"510339905005044","01"
"510339905005045","01"
"510339905005046","01"
"510339905005047","01"
"510339905005997","01"
"510339905005998","01"
"510339905005999","01"
"510339906001000","01"
"510339906001001","01"
"510339906001002","01"
"510339906001003","01"
"510339906001004","01"
"510339906001005","01"
"510339906001006","01"
"510339906001007","01"
"510339906001008","01"
"510339906001009","01"
"510339906001010","01"
"510339906001011","01"
"510339906001012","01"
"510339906001013","01"
"510339906001014","01"
"510339906001015","01"
"510339906001016","01"
"510339906001017","01"
"510339906001018","01"
"510339906001019","01"
"510339906001020","01"
"510339906001021","01"
"510339906001022","01"
"510339906001023","01"
"510339906001024","01"
"510339906001025","01"
"510339906001026","01"
"510339906001027","01"
"510339906001028","01"
"510339906001029","01"
"510339906001030","01"
"510339906001031","01"
"510339906001032","01"
"510339906001033","01"
"510339906001034","01"
"510339906001035","01"
"510339906001036","01"
"510339906001037","01"
"510339906001038","01"
"510339906001039","01"
"510339906001040","01"
"510339906001041","01"
"510339906001042","01"
"510339906001043","01"
"510339906001044","01"
"510339906001045","01"
"510339906001046","01"
"510339906001047","01"
"510339906001048","01"
"510339906001049","01"
"510339906001050","01"
"510339906001051","01"
"510339906001052","01"
"510339906001053","01"
"510339906001054","01"
"510339906001055","01"
"510339906001998","01"
"510339906001999","01"
"510339906002000","01"
"510339906002001","01"
"510339906002002","01"
"510339906002003","01"
"510339906002004","01"
"510339906002005","01"
"510339906002006","01"
"510339906002007","01"
"510339906002008","01"
"510339906002009","01"
"510339906002010","01"
"510339906002011","01"
"510339906002012","01"
"510339906002013","01"
"510339906002014","01"
"510339906002015","01"
"510339906002016","01"
"510339906002017","01"
"510339906002018","01"
"510339906002019","01"
"510339906002020","01"
"510339906002021","01"
"510339906002022","01"
"510339906002023","01"
"510339906002024","01"
"510339906002025","01"
"510339906002026","01"
"510339906002027","01"
"510339906002028","01"
"510339906002029","01"
"510339906002030","01"
"510339906002031","01"
"510339906002032","01"
"510339906002033","01"
"510339906002034","01"
"510339906002035","01"
"510339906002036","01"
"510339906002037","01"
"510579506001000","01"
"510579506001001","01"
"510579506001002","01"
"510579506001003","01"
"510579506001004","01"
"510579506001005","01"
"510579506001006","01"
"510579506001007","01"
"510579506001008","01"
"510579506001009","01"
"510579506001010","01"
"510579506001011","01"
"510579506001012","01"
"510579506001013","01"
"510579506001014","01"
"510579506001015","01"
"510579506001016","01"
"510579506001017","01"
"510579506001018","01"
"510579506001019","01"
"510579506001020","01"
"510579506001021","01"
"510579506001022","01"
"510579506001023","01"
"510579506001024","01"
"510579506001025","01"
"510579506001026","01"
"510579506001027","01"
"510579506001028","01"
"510579506001029","01"
"510579506001030","01"
"510579506001031","01"
"510579506001032","01"
"510579506001033","01"
"510579506001034","01"
"510579506001035","01"
"510579506001036","01"
"510579506001037","01"
"510579506001038","01"
"510579506001039","01"
"510579506001040","01"
"510579506001041","01"
"510579506001042","01"
"510579506001043","01"
"510579506001044","01"
"510579506001045","01"
"510579506001046","01"
"510579506001047","01"
"510579506001048","01"
"510579506001049","01"
"510579506001050","01"
"510579506001051","01"
"510579506001052","01"
"510579506001053","01"
"510579506001054","01"
"510579506001055","01"
"510579506001056","01"
"510579506001057","01"
"510579506001058","01"
"510579506001059","01"
"510579506001060","01"
"510579506001061","01"
"510579506001062","01"
"510579506001063","01"
"510579506001064","01"
"510579506001065","01"
"510579506001066","01"
"510579506001067","01"
"510579506001068","01"
"510579506001069","01"
"510579506001070","01"
"510579506001071","01"
"510579506001072","01"
"510579506001073","01"
"510579506001074","01"
"510579506001075","01"
"510579506001076","01"
"510579506001077","01"
"510579506001078","01"
"510579506001079","01"
"510579506001080","01"
"510579506001081","01"
"510579506001082","01"
"510579506001083","01"
"510579506001084","01"
"510579506001085","01"
"510579506001086","01"
"510579506001087","01"
"510579506001088","01"
"510579506001089","01"
"510579506001090","01"
"510579506001091","01"
"510579506001092","01"
"510579506001093","01"
"510579506001094","01"
"510579506001095","01"
"510579506001096","01"
"510579506001097","01"
"510579506001987","01"
"510579506001988","01"
"510579506001989","01"
"510579506001990","01"
"510579506001991","01"
"510579506001992","01"
"510579506001993","01"
"510579506001994","01"
"510579506001995","01"
"510579506001996","01"
"510579506001997","01"
"510579506001998","01"
"510579506001999","01"
"510579506002000","01"
"510579506002001","01"
"510579506002002","01"
"510579506002003","01"
"510579506002004","01"
"510579506002005","01"
"510579506002006","01"
"510579506002007","01"
"510579506002008","01"
"510579506002009","01"
"510579506002010","01"
"510579506002011","01"
"510579506002012","01"
"510579506002013","01"
"510579506002014","01"
"510579506002015","01"
"510579506002016","01"
"510579506002017","01"
"510579506002018","01"
"510579506002019","01"
"510579506002020","01"
"510579506002021","01"
"510579506002022","01"
"510579506002023","01"
"510579506002024","01"
"510579506002025","01"
"510579506002996","01"
"510579506002997","01"
"510579506002998","01"
"510579506002999","01"
"510579506003000","01"
"510579506003001","01"
"510579506003002","01"
"510579506003003","01"
"510579506003004","01"
"510579506003005","01"
"510579506003006","01"
"510579506003007","01"
"510579506003008","01"
"510579506003009","01"
"510579506003010","01"
"510579506003011","01"
"510579506003012","01"
"510579506003013","01"
"510579506003014","01"
"510579506003015","01"
"510579506003016","01"
"510579506003017","01"
"510579506003018","01"
"510579506003019","01"
"510579506003020","01"
"510579506003021","01"
"510579506003022","01"
"510579506003023","01"
"510579506003024","01"
"510579506003025","01"
"510579506003026","01"
"510579506003027","01"
"510579506003028","01"
"510579506003029","01"
"510579506003030","01"
"510579506003031","01"
"510579506003032","01"
"510579506003033","01"
"510579506003034","01"
"510579506003035","01"
"510579506003036","01"
"510579506003997","01"
"510579506003998","01"
"510579506003999","01"
"510579507001000","01"
"510579507001001","01"
"510579507001002","01"
"510579507001003","01"
"510579507001004","01"
"510579507001005","01"
"510579507001006","01"
"510579507001007","01"
"510579507001008","01"
"510579507001009","01"
"510579507001010","01"
"510579507001011","01"
"510579507001012","01"
"510579507001013","01"
"510579507001014","01"
"510579507001015","01"
"510579507001016","01"
"510579507001017","01"
"510579507001018","01"
"510579507001019","01"
"510579507001020","01"
"510579507001021","01"
"510579507001022","01"
"510579507001023","01"
"510579507001024","01"
"510579507001025","01"
"510579507001026","01"
"510579507001027","01"
"510579507001028","01"
"510579507001029","01"
"510579507001030","01"
"510579507001031","01"
"510579507001032","01"
"510579507001033","01"
"510579507001034","01"
"510579507001035","01"
"510579507001036","01"
"510579507001037","01"
"510579507001038","01"
"510579507001039","01"
"510579507001040","01"
"510579507001041","01"
"510579507001042","01"
"510579507001043","01"
"510579507001044","01"
"510579507001045","01"
"510579507001046","01"
"510579507001047","01"
"510579507001048","01"
"510579507001049","01"
"510579507001050","01"
"510579507001051","01"
"510579507001052","01"
"510579507001053","01"
"510579507001054","01"
"510579507001055","01"
"510579507001056","01"
"510579507001057","01"
"510579507001058","01"
"510579507001059","01"
"510579507001060","01"
"510579507001061","01"
"510579507001062","01"
"510579507001063","01"
"510579507001064","01"
"510579507001065","01"
"510579507001066","01"
"510579507001067","01"
"510579507001068","01"
"510579507001994","01"
"510579507001995","01"
"510579507001996","01"
"510579507001997","01"
"510579507001998","01"
"510579507001999","01"
"510579507002000","01"
"510579507002001","01"
"510579507002002","01"
"510579507002003","01"
"510579507002004","01"
"510579507002005","01"
"510579507002006","01"
"510579507002007","01"
"510579507002008","01"
"510579507002009","01"
"510579507002010","01"
"510579507002011","01"
"510579507002012","01"
"510579507002013","01"
"510579507002014","01"
"510579507002015","01"
"510579507002016","01"
"510579507002017","01"
"510579507002018","01"
"510579507002019","01"
"510579507002020","01"
"510579507002021","01"
"510579507002022","01"
"510579507002023","01"
"510579507002024","01"
"510579507002025","01"
"510579507002026","01"
"510579507002997","01"
"510579507002998","01"
"510579507002999","01"
"510579507003000","01"
"510579507003001","01"
"510579507003002","01"
"510579507003003","01"
"510579507003004","01"
"510579507003005","01"
"510579507003006","01"
"510579507003007","01"
"510579507003008","01"
"510579507003009","01"
"510579507003010","01"
"510579507003011","01"
"510579507003012","01"
"510579507003013","01"
"510579507003014","01"
"510579507003015","01"
"510579507003016","01"
"510579507003017","01"
"510579507003018","01"
"510579507003019","01"
"510579507003020","01"
"510579507003021","01"
"510579507003022","01"
"510579507003023","01"
"510579507003024","01"
"510579507003999","01"
"510579508001000","01"
"510579508001001","01"
"510579508001002","01"
"510579508001003","01"
"510579508001004","01"
"510579508001005","01"
"510579508001006","01"
"510579508001007","01"
"510579508001008","01"
"510579508001009","01"
"510579508001010","01"
"510579508001011","01"
"510579508001012","01"
"510579508001013","01"
"510579508001014","01"
"510579508001015","01"
"510579508001016","01"
"510579508001017","01"
"510579508001018","01"
"510579508001019","01"
"510579508001020","01"
"510579508001021","01"
"510579508001022","01"
"510579508001023","01"
"510579508001024","01"
"510579508001025","01"
"510579508001026","01"
"510579508001027","01"
"510579508001028","01"
"510579508001029","01"
"510579508001030","01"
"510579508001031","01"
"510579508001032","01"
"510579508001033","01"
"510579508001034","01"
"510579508001035","01"
"510579508001036","01"
"510579508001037","01"
"510579508001038","01"
"510579508001995","01"
"510579508001996","01"
"510579508001997","01"
"510579508001998","01"
"510579508001999","01"
"510579508002000","01"
"510579508002001","01"
"510579508002002","01"
"510579508002003","01"
"510579508002004","01"
"510579508002005","01"
"510579508002006","01"
"510579508002007","01"
"510579508002008","01"
"510579508002009","01"
"510579508002010","01"
"510579508002011","01"
"510579508002012","01"
"510579508002013","01"
"510579508002014","01"
"510579508002015","01"
"510579508002016","01"
"510579508002017","01"
"510579508002018","01"
"510579508002019","01"
"510579508002020","01"
"510579508002021","01"
"510579508002022","01"
"510579508002023","01"
"510579508002024","01"
"510579508002025","01"
"510579508002026","01"
"510579508002027","01"
"510579508002028","01"
"510579508002029","01"
"510579508002030","01"
"510579508002031","01"
"510579508002032","01"
"510579508002033","01"
"510579508002034","01"
"510579508002035","01"
"510579508002036","01"
"510579508002037","01"
"510579508002038","01"
"510579508002039","01"
"510579508002040","01"
"510579508002041","01"
"510579508002042","01"
"510579508002043","01"
"510579508002044","01"
"510579508002045","01"
"510579508002046","01"
"510579508002047","01"
"510579508002048","01"
"510579508002049","01"
"510579508002050","01"
"510579508002051","01"
"510579508002052","01"
"510579508002053","01"
"510579508002054","01"
"510579508002055","01"
"510579508002056","01"
"510579508002057","01"
"510579508002058","01"
"510579508002059","01"
"510579508002999","01"
"510579508003000","01"
"510579508003001","01"
"510579508003002","01"
"510579508003003","01"
"510579508003004","01"
"510579508003005","01"
"510579508003006","01"
"510579508003007","01"
"510579508003008","01"
"510579508003009","01"
"510579508003010","01"
"510579508003011","01"
"510579508003012","01"
"510579508003013","01"
"510579508003014","01"
"510579508003015","01"
"510579508003016","01"
"510579508003017","01"
"510579508003018","01"
"510579508003019","01"
"510579508003020","01"
"510579508003021","01"
"510579508003022","01"
"510579508003023","01"
"510579508003024","01"
"510579508003025","01"
"510579508003026","01"
