"Precinct
Number","Precinct Name","Registered
Voters","Total Vote
2000
President","%
Voting
Rep.","2000
Pres.
Rep.","%
Voting
Dem.","2000
Pres.
Dem.","%
Voting
Green","2000
Pres.
Green","%
Voting
Other","2000
Pres.
Other","Total Vote
2000 U.S.
Senate","%
Voting
Dem.","2000 U.S.
Senate
Dem.","%
Voting
Rep.","2000 U.S.
Senate
Rep.","Total Vote
2000 U.S.
Congr.","%
Voting
Dem.","2000 U.S.
Congr.
Dem.","%
Voting
Rep.","2000 U.S.
Congr.
Rep.","%
Voting
Indep.","2000 U.S.
Congr.
Indep.","%
Voting
Inc.","2000 U.S.
Congr.
Incumbent"
"001803","Melfa*",879,518,42.8571428571429%,222,54.8262548262548%,284,0%,0,2.31660231660232%,12,509,60.5108055009823%,308,39.4891944990177%,201,468,53.8461538461539%,252,41.6666666666667%,195,4.48717948717949%,21,0%,0
"001804","Quinby*",283,182,63.7362637362637%,116,34.0659340659341%,62,0.549450549450549%,1,1.64835164835165%,3,183,32.7868852459016%,60,67.2131147540984%,123,157,20.3821656050955%,32,73.8853503184713%,116,5.73248407643312%,9,0%,0
"001805","Wachapreague*",395,250,54.8%,137,42.4%,106,2%,5,0.8%,2,257,44.3579766536965%,114,55.6420233463035%,143,213,29.5774647887324%,63,60.093896713615%,128,10.3286384976526%,22,0%,0
"001901","Painter*",2139,1302,43.394777265745%,565,53.7634408602151%,700,0.460829493087558%,6,2.38095238095238%,31,1287,59.6736596736597%,768,40.3263403263403%,519,1146,49.3019197207679%,565,45.8987783595113%,526,4.79930191972077%,55,0%,0
"003101","Woodbrook*",2192,1603,56.1447286338116%,900,39.9251403618216%,640,3.86774797255147%,62,0.0623830318153462%,1,1577,46.7977171845276%,738,53.2022828154724%,839,1474,38.3989145183175%,566,61.6010854816825%,908,0%,0,0%,0
"003102","Commonwealth*",2682,1511,41.4295168762409%,626,51.9523494374586%,785,5.62541363335539%,85,0.99272005294507%,15,1491,59.0878604963112%,881,40.9121395036888%,610,1365,49.4505494505495%,675,50.5494505494506%,690,0%,0,0%,0
"003103","Branchlands*",1140,692,42.3410404624278%,293,51.878612716763%,359,5.49132947976879%,38,0.289017341040462%,2,692,59.8265895953757%,414,40.1734104046243%,278,650,44.7692307692308%,291,0%,0,2.76923076923077%,18,52.4615384615385%,341
"003104","Agnor-Hurt*",1775,1236,50.8899676375405%,629,44.2556634304207%,547,4.69255663430421%,58,0.161812297734628%,2,1228,50.5700325732899%,621,49.4299674267101%,607,1124,42.8825622775801%,482,57.1174377224199%,642,0%,0,0%,0
"003201","Jack Jouett*",5061,3053,47.0357025876187%,1436,46.0203078938749%,1405,6.1578774975434%,188,0.786112020962987%,24,3017,57.0102751077229%,1720,42.9897248922771%,1297,2698,47.9243884358784%,1293,52.0756115641216%,1405,0%,0,0%,0
"003202","University Hall*",1584,662,43.5045317220544%,288,46.9788519637462%,311,8.91238670694864%,59,0.604229607250755%,4,641,56.9422776911077%,365,43.0577223088924%,276,580,44.3103448275862%,257,0%,0,3.10344827586207%,18,52.5862068965517%,305
"003301","Ivy*",3476,2563,48.1467030823254%,1234,45.3374951229029%,1162,6.12563402262973%,157,0.390167772142021%,10,2559,55.4513481828839%,1419,44.5486518171161%,1140,2328,47.3797250859107%,1103,52.6202749140893%,1225,0%,0,0%,0
"003304","East Ivy*",1680,1078,59.4619666048237%,641,35.8070500927644%,386,4.54545454545455%,49,0.185528756957328%,2,1055,44.739336492891%,472,55.260663507109%,583,985,33.4010152284264%,329,0%,0,0.609137055837563%,6,65.989847715736%,650
"003399","North Garden 302 / Batesville 303",3167,2192,46.8978102189781%,1028,45.2098540145985%,991,7.34489051094891%,161,0.547445255474453%,12,2193,54.0355677154583%,1185,45.9644322845417%,1008,2021,39.8812469074715%,806,0%,0,1.48441365660564%,30,58.6343394359228%,1185
"003401","Scottsville*",1261,854,58.7822014051522%,502,36.2997658079625%,310,4.91803278688525%,42,0%,0,855,40.8187134502924%,349,59.1812865497076%,506,825,31.6363636363636%,261,0%,0,0.363636363636364%,3,68%,561
"003402","Monticello*",1872,1207,52.112676056338%,629,42.0049710024855%,507,5.46810273405137%,66,0.414250207125104%,5,1208,45.612582781457%,551,54.387417218543%,657,1147,37.0531822144725%,425,0%,0,0.871839581517001%,10,62.0749782040105%,712
"003403","Porter's",1149,746,32.3056300268097%,241,60.3217158176944%,450,6.97050938337802%,52,0.402144772117963%,3,746,61.1260053619303%,456,38.8739946380697%,290,698,54.4412607449857%,380,0%,0,0.716332378223496%,5,44.8424068767908%,313
"003404","Covesville",316,222,37.8378378378378%,84,59.9099099099099%,133,2.25225225225225%,5,0%,0,217,64.5161290322581%,140,35.4838709677419%,77,206,45.6310679611651%,94,0%,0,0.970873786407767%,2,53.3980582524272%,110
"003405","Cale*",3638,2219,43.3979269941415%,963,50.3379900856242%,1117,5.72329878323569%,127,0.540784136998648%,12,2209,57.9447713897691%,1280,42.0552286102309%,929,2075,47.0361445783133%,976,0%,0,0.963855421686747%,20,52%,1079
"003501","Keswick*",2696,1895,57.0976253298153%,1082,40.4749340369393%,767,2.42744063324538%,46,0%,0,1885,45.1458885941645%,851,54.8541114058355%,1034,1759,35.5884025014213%,626,0%,0,1.25071063104036%,22,63.1608868675384%,1111
"003502","Stony Point*",895,636,55.0314465408805%,350,39.622641509434%,252,5.0314465408805%,32,0.314465408805031%,2,640,47.03125%,301,52.96875%,339,589,43.8030560271647%,258,56.1969439728353%,331,0%,0,0%,0
"003503","Hollymead*",5243,3596,52.4193548387097%,1885,42.4638487208009%,1527,4.61624026696329%,166,0.50055617352614%,18,3578,49.0217998882057%,1754,50.9782001117943%,1824,3334,39.7420515896821%,1325,60.257948410318%,2009,0%,0,0%,0
"003504","Free Bridge*",3810,2523,48.5136741973841%,1224,45.89774078478%,1158,5.35077288941736%,135,0.237812128418549%,6,2499,54.3017206882753%,1357,45.6982793117247%,1142,2347,41.6702172986792%,978,0%,0,2.30080954409885%,54,56.028973157222%,1315
"003601","Crozet*",4541,3176,48.7405541561713%,1548,44.2695214105793%,1406,6.83249370277078%,217,0.157430730478589%,5,3158,52.8499050031666%,1669,47.1500949968334%,1489,2864,42.5977653631285%,1220,57.4022346368715%,1644,0%,0,0%,0
"003602","Free Union*",1192,797,53.3249686323714%,425,39.2722710163112%,313,7.02634880803011%,56,0.376411543287327%,3,797,46.2986198243413%,369,53.7013801756587%,428,702,38.4615384615385%,270,61.5384615384615%,432,0%,0,0%,0
"003603","Earlysville*",2749,1973,55.2458185504308%,1090,39.7871262037506%,785,4.51089711099848%,89,0.456158134820071%,9,1950,44.6666666666667%,871,55.3333333333333%,1079,1836,39.2701525054466%,721,60.7298474945534%,1115,0%,0,0%,0
"005101","Arritt",1113,695,59.568345323741%,414,40.2877697841727%,280,0.143884892086331%,1,0%,0,709,40.0564174894217%,284,59.9435825105783%,425,446,0%,0,100%,446,0%,0,0%,0
"005103","Dameron",406,290,66.551724137931%,193,32.0689655172414%,93,1.37931034482759%,4,0%,0,298,34.2281879194631%,102,65.7718120805369%,196,173,0%,0,100%,173,0%,0,0%,0
"005201","Humpback Bridge",558,394,58.1218274111675%,229,40.6091370558376%,160,0.761421319796954%,3,0.507614213197969%,2,406,44.0886699507389%,179,55.9113300492611%,227,252,0%,0,100%,252,0%,0,0%,0
"005202","Dolly Ann",877,570,54.5614035087719%,311,44.2105263157895%,252,1.05263157894737%,6,0.175438596491228%,1,587,43.6115843270869%,256,56.3884156729131%,331,343,0%,0,100%,343,0%,0,0%,0
"005301","Callaghan",560,366,57.3770491803279%,210,40.7103825136612%,149,0.546448087431694%,2,1.36612021857924%,5,362,45.0276243093923%,163,54.9723756906077%,199,207,0%,0,100%,207,0%,0,0%,0
"005302","Griffith",1076,776,57.9896907216495%,450,41.3659793814433%,321,0.644329896907216%,5,0%,0,780,40%,312,60%,468,468,0%,0,100%,468,0%,0,0%,0
"005401","Low Moor",1025,649,49.4607087827427%,321,49.4607087827427%,321,0.154083204930663%,1,0.924499229583975%,6,669,52.4663677130045%,351,47.5336322869955%,318,380,0%,0,100%,380,0%,0,0%,0
"0054021","Jackson Heights Part 1",26,17,52.9411764705882%,9,47.0588235294118%,8,0%,0,0%,0,19,42.1052631578947%,8,57.8947368421053%,11,11,0%,0,100%,11,0%,0,0%,0
"0054022","Jackson  Heights Part 2",428,300,54%,162,44.6666666666667%,134,1%,3,0.333333333333333%,1,307,43.6482084690554%,134,56.3517915309446%,173,180,0%,0,100%,180,0%,0,0%,0
"005501","Iron Gate*",430,282,46.0992907801418%,130,53.9007092198582%,152,0%,0,0%,0,293,54.9488054607509%,161,45.0511945392491%,132,145,0%,0,100%,145,0%,0,0%,0
"005502","Peters Switch*",1060,707,53.4653465346535%,378,45.6859971711457%,323,0.848656294200849%,6,0%,0,703,46.2304409672831%,325,53.7695590327169%,378,386,0%,0,100%,386,0%,0,0%,0
"007101","District 1*",1446,959,59.9582898852972%,575,39.8331595411887%,382,0%,0,0.208550573514077%,2,966,38.0952380952381%,368,61.9047619047619%,598,487,100%,487,0%,0,0%,0,0%,0
"007201","District 2*",1107,820,62.4390243902439%,512,36.9512195121951%,303,0.24390243902439%,2,0.365853658536585%,3,809,36.0939431396786%,292,63.9060568603214%,517,421,100%,421,0%,0,0%,0,0%,0
"007301","District 3*",1273,911,72.5576289791438%,661,27.1130625686059%,247,0.329308452250274%,3,0%,0,919,26.1153427638738%,240,73.8846572361262%,679,450,100%,450,0%,0,0%,0,0%,0
"007401","District 4*",1491,1073,68.9655172413793%,740,29.7297297297297%,319,0.745573159366263%,8,0.559179869524697%,6,1077,28.5051067780873%,307,71.4948932219127%,770,533,100%,533,0%,0,0%,0,0%,0
"007501","District 5*",1383,967,47.6732161323682%,461,51.1892450879007%,495,0.31023784901758%,3,0.827300930713547%,8,967,46.3288521199586%,448,53.6711478800414%,519,494,100%,494,0%,0,0%,0,0%,0
"009101","Wright Shop*",1290,846,36.9976359338061%,313,61.4657210401891%,520,0.354609929078014%,3,1.18203309692671%,10,830,59.7590361445783%,496,40.2409638554217%,334,362,0%,0,100%,362,0%,0,0%,0
"009102","New Glasgow*",1254,754,57.2944297082228%,432,41.9098143236074%,316,0.26525198938992%,2,0.530503978779841%,4,756,42.5925925925926%,322,57.4074074074074%,434,405,0%,0,100%,405,0%,0,0%,0
"009103","Coolwell*",889,589,62.9881154499151%,371,35.1443123938879%,207,0.169779286926995%,1,1.69779286926995%,10,584,30.3082191780822%,177,69.6917808219178%,407,361,0%,0,100%,361,0%,0,0%,0
"009201","Courthouse*",2569,1759,54.5196134167141%,959,44.2296759522456%,778,0.739056281978397%,13,0.511654349061967%,9,1747,46.078992558672%,805,53.921007441328%,942,942,0%,0,100%,942,0%,0,0%,0
"009202","Temperance*",921,618,55.663430420712%,344,43.6893203883495%,270,0.485436893203883%,3,0.161812297734628%,1,618,43.042071197411%,266,56.957928802589%,352,352,0%,0,100%,352,0%,0,0%,0
"009301","Monroe*",1095,719,59.3880389429764%,427,39.0820584144645%,281,0.834492350486787%,6,0.695410292072323%,5,724,41.4364640883978%,300,58.5635359116022%,424,424,0%,0,100%,424,0%,0,0%,0
"009302","Elon*",2119,1486,68.2368775235532%,1014,30.0134589502019%,446,1.54777927321669%,23,0.201884253028264%,3,1480,34.0540540540541%,504,65.945945945946%,976,919,0%,0,100%,919,0%,0,0%,0
"009303","Pleasant View*",549,353,62.3229461756374%,220,35.9773371104816%,127,1.13314447592068%,4,0.56657223796034%,2,350,36.2857142857143%,127,63.7142857142857%,223,209,0%,0,100%,209,0%,0,0%,0
"009401","Amelon*",3232,2199,58.2537517053206%,1281,40.4274670304684%,889,0.727603456116417%,16,0.591177808094588%,13,2181,42.2741861531408%,922,57.7258138468592%,1259,1244,0%,0,100%,1244,0%,0,0%,0
"009501","Madison*",2869,1868,55.8886509635974%,1044,43.0942184154176%,805,0.749464668094218%,14,0.267665952890792%,5,1854,42.5566343042071%,789,57.4433656957929%,1065,1039,0%,0,100%,1039,0%,0,0%,0
"011101","Vera",712,526,66.5399239543726%,350,31.5589353612167%,166,0.950570342205323%,5,0.950570342205323%,5,512,31.8359375%,163,68.1640625%,349,396,21.4646464646465%,85,0%,0,0.252525252525252%,1,78.2828282828283%,310
"011102","Pamplin*",1219,746,63.1367292225201%,471,36.7292225201072%,274,0%,0,0.134048257372654%,1,787,38.2465057179161%,301,61.7534942820839%,486,621,29.4685990338164%,183,0%,0,0.322061191626409%,2,70.2093397745572%,436
"011201","Chap*",722,480,60.2083333333333%,289,38.5416666666667%,185,1.25%,6,0%,0,497,39.4366197183099%,196,60.5633802816901%,301,406,33.9901477832512%,138,0%,0,1.97044334975369%,8,64.0394088669951%,260
"011202","Spout Spring*",1264,880,69.6590909090909%,613,29.5454545454545%,260,0.227272727272727%,2,0.568181818181818%,5,894,32.4384787472036%,290,67.5615212527964%,604,714,20.7282913165266%,148,0%,0,0.280112044817927%,2,78.9915966386555%,564
"011301","460*",553,361,69.2520775623269%,250,30.4709141274238%,110,0.277008310249307%,1,0%,0,361,35.1800554016621%,127,64.819944598338%,234,334,17.0658682634731%,57,0%,0,14.6706586826347%,49,68.2634730538922%,228
"011302","Stonewall",1001,695,58.4172661870504%,406,40.431654676259%,281,0%,0,1.15107913669065%,8,719,43.3936022253129%,312,56.6063977746871%,407,543,35.7274401473296%,194,0%,0,0%,0,64.2725598526704%,349
"011401","Courthouse",1558,1010,59.8019801980198%,604,38.7128712871287%,391,0.396039603960396%,4,1.08910891089109%,11,1005,39.8009950248756%,400,60.1990049751244%,605,837,27.8375149342891%,233,0%,0,0.597371565113501%,5,71.5651135005974%,599
"011501","Oakville",1167,814,61.9164619164619%,504,36.1179361179361%,294,1.35135135135135%,11,0.614250614250614%,5,822,39.6593673965937%,326,60.3406326034063%,496,642,30.8411214953271%,198,0%,0,0.623052959501558%,4,68.5358255451713%,440
"011502","Agee*",490,336,49.4047619047619%,166,49.702380952381%,167,0%,0,0.892857142857143%,3,329,52.5835866261398%,173,47.4164133738602%,156,261,45.9770114942529%,120,0%,0,0%,0,54.0229885057471%,141
"013001","Arlington*",3265,1847,25.8256632376827%,477,70.2761234434218%,1298,3.51922035733622%,65,0.378992961559285%,7,1804,71.6740576496674%,1293,28.3259423503326%,511,1742,73.1917336394948%,1275,23.8805970149254%,416,2.92766934557979%,51,0%,0
"013002","Ashton Heights*",2473,1710,26.6081871345029%,455,65.3216374269006%,1117,7.71929824561404%,132,0.350877192982456%,6,1707,73.4622144112478%,1254,26.5377855887522%,453,1628,73.7100737100737%,1200,23.034398034398%,375,3.25552825552826%,53,0%,0
"013003","Aurora Hills*",2237,1478,38.9715832205683%,576,56.0893098782138%,829,4.46549391069012%,66,0.47361299052774%,7,1470,61.9727891156463%,911,38.0272108843537%,559,1426,62.4123422159888%,890,35.273492286115%,503,2.31416549789621%,33,0%,0
"013004","Ballston*",3296,2209,33.9067451335446%,749,59.3481213218651%,1311,6.29244001810774%,139,0.452693526482571%,10,2201,65.0159018627896%,1431,34.9840981372104%,770,2132,66.6979362101313%,1422,30.4878048780488%,650,2.81425891181989%,60,0%,0
"013005","Barcroft",2017,1379,36.2581580855693%,500,58.0130529369108%,800,5.43872371283539%,75,0.290065264684554%,4,1368,66.3011695906433%,907,33.6988304093567%,461,1326,65.6862745098039%,871,30.920060331825%,410,3.39366515837104%,45,0%,0
"013006","Crystal City*",3632,2041,41.5972562469378%,849,53.4541891229789%,1091,4.06663400293974%,83,0.881920627143557%,18,2035,58.4275184275184%,1189,41.5724815724816%,846,1983,58.7493696419566%,1165,38.9813414019163%,773,2.26928895612708%,45,0%,0
"013007","Cherrydale",2527,1716,33.2750582750583%,571,59.965034965035%,1029,6.11888111888112%,105,0.641025641025641%,11,1705,66.5102639296188%,1134,33.4897360703812%,571,1621,68.3528685996299%,1108,27.6989512646514%,449,3.94818013571869%,64,0%,0
"013008","Hume*",2821,1817,40.6164006604293%,738,54.5954870665933%,992,3.90753990093561%,71,0.880572372041827%,16,1792,59.2633928571429%,1062,40.7366071428571%,730,1697,62.286387743076%,1057,34.5904537418975%,587,3.12315851502652%,53,0%,0
"013009","Columbia",2336,1568,23.9158163265306%,375,70.7908163265306%,1110,4.8469387755102%,76,0.446428571428571%,7,1551,73.8233397807866%,1145,26.1766602192134%,406,1484,77.1563342318059%,1145,21.1590296495957%,314,1.68463611859838%,25,0%,0
"013010","Wilson*",4598,2417,30.988829127017%,749,63.0533719486967%,1524,5.29582126603227%,128,0.661977658254034%,16,2392,69.4397993311037%,1661,30.5602006688963%,731,2312,69.4636678200692%,1606,27.8114186851211%,643,2.72491349480969%,63,0%,0
"013011","East Falls Church*",1914,1350,40.5185185185185%,547,55.1851851851852%,745,4.07407407407407%,55,0.222222222222222%,3,1343,60.3127326880119%,810,39.6872673119881%,533,1298,61.7103235747304%,801,35.3620955315871%,459,2.92758089368259%,38,0%,0
"013012","Fairlington*",2689,1842,37.5135722041259%,691,58.2519001085776%,1073,3.80021715526602%,70,0.434310532030402%,8,1837,64.8339684267828%,1191,35.1660315732172%,646,1787,65.1371012870733%,1164,33.0721880246223%,591,1.79071068830442%,32,0%,0
"013013","Glen Carlyn*",3416,2003,27.3589615576635%,548,67.3489765351972%,1349,4.59311033449825%,92,0.698951572641038%,14,1962,70.9480122324159%,1392,29.0519877675841%,570,1892,73.1501057082452%,1384,23.0972515856237%,437,3.75264270613108%,71,0%,0
"013014","Clarendon*",4124,2471,38.1222177256172%,942,56.0097126669365%,1384,5.22055847834885%,129,0.647511129097531%,16,2454,63.1621841890791%,1550,36.8378158109209%,904,2327,62.3979372582725%,1452,35.1525569402664%,818,2.44950580146111%,57,0%,0
"013015","Lyon Park*",2935,1853,30.2212628170534%,560,62.7091203453859%,1162,6.63788451160281%,123,0.431732325957906%,8,1839,70.3643284393692%,1294,29.6356715606308%,545,1748,69.4508009153318%,1214,28.0892448512586%,491,2.45995423340961%,43,0%,0
"013016","Lyon Village",3269,2174,32.5666973321067%,708,60.4875804967801%,1315,6.07175712971481%,132,0.873965041398344%,19,2173,68.7528762080074%,1494,31.2471237919926%,679,2104,68.0133079847909%,1431,28.8022813688213%,606,3.18441064638783%,67,0%,0
"013017","Overlee Knolls",2578,1776,36.4301801801802%,647,57.5450450450451%,1022,5.79954954954955%,103,0.225225225225225%,4,1779,65.9921304103429%,1174,34.0078695896571%,605,1727,64.157498552403%,1108,32.7156919513607%,565,3.12680949623625%,54,0%,0
"013018","Park Lane",3883,2498,32.2658126501201%,806,60.4483586869496%,1510,6.56525220176141%,164,0.720576461168935%,18,2476,69.4668820678514%,1720,30.5331179321486%,756,2360,69.364406779661%,1637,27.7118644067797%,654,2.92372881355932%,69,0%,0
"013019","Rosslyn*",3243,1755,32.5925925925926%,572,60.6267806267806%,1064,5.92592592592593%,104,0.854700854700855%,15,1739,68.487636572743%,1191,31.512363427257%,548,1665,67.987987987988%,1132,29.3093093093093%,488,2.7027027027027%,45,0%,0
"013020","Thrifton",2616,1888,46.2923728813559%,874,50.3707627118644%,951,3.125%,59,0.211864406779661%,4,1886,58.1124072110286%,1096,41.8875927889714%,790,1828,59.6280087527352%,1090,38.4573304157549%,703,1.91466083150985%,35,0%,0
"013021","Virginia Highlands*",2603,1589,35.8716173694147%,570,58.4644430459408%,929,4.97168030207678%,79,0.692259282567653%,11,1572,63.0407124681934%,991,36.9592875318066%,581,1505,65.8471760797342%,991,32.4252491694352%,488,1.72757475083056%,26,0%,0
"013022","Abingdon",2500,1679,35.4377605717689%,595,59.4997022036927%,999,4.526503871352%,76,0.53603335318642%,9,1665,65.4654654654655%,1090,34.5345345345345%,575,1598,65.7697121401752%,1051,30.8510638297872%,493,3.37922403003755%,54,0%,0
"013023","Westover*",1916,1333,30.6076519129782%,408,62.4906226556639%,833,5.9264816204051%,79,0.975243810952738%,13,1323,68.9342403628118%,912,31.0657596371882%,411,1284,69.8598130841121%,897,27.0249221183801%,347,3.11526479750779%,40,0%,0
"013024","Woodlawn",3436,2304,29.7743055555556%,686,65.0173611111111%,1498,4.94791666666667%,114,0.260416666666667%,6,2292,70.9424083769634%,1626,29.0575916230366%,666,2203,71.4026327734907%,1573,26.1007716749887%,575,2.49659555152065%,55,0%,0
"013025","Arlington Forest*",3826,2478,31.7594834543987%,787,62.4293785310734%,1547,4.88297013720743%,121,0.92816787732042%,23,2444,66.9803600654664%,1637,33.0196399345335%,807,2371,67.8194854491776%,1608,28.806410797132%,683,3.37410375369043%,80,0%,0
"013026","Fillmore*",3169,1884,28.2377919320594%,532,65.9766454352442%,1243,4.98938428874735%,94,0.796178343949045%,15,1865,70.1876675603217%,1309,29.8123324396783%,556,1810,70.5524861878453%,1277,26.0220994475138%,471,3.42541436464088%,62,0%,0
"013027","Jefferson",2725,1817,32.7462850853054%,595,62.3555310952119%,1133,4.45789763346175%,81,0.440286186020914%,8,1800,66.4444444444444%,1196,33.5555555555556%,604,1763,68.1792399319342%,1202,27.6800907543959%,488,4.14066931366988%,73,0%,0
"013028","Claremont*",2781,1661,29.0186634557495%,482,66.4659843467791%,1104,3.91330523780855%,65,0.602046959662854%,10,1651,71.1689884918231%,1175,28.8310115081769%,476,1604,73.9401496259352%,1186,23.6907730673317%,380,2.36907730673317%,38,0%,0
"013029","Dominion Hills",2555,1853,36.4274150026983%,675,57.9060982191042%,1073,5.23475445223961%,97,0.431732325957906%,8,1849,64.0886965927528%,1185,35.9113034072472%,664,1775,66.0281690140845%,1172,30.1971830985916%,536,3.77464788732394%,67,0%,0
"013030","Glebe",2924,1640,14.0243902439024%,230,84.0853658536585%,1379,1.64634146341463%,27,0.24390243902439%,4,1630,84.5398773006135%,1378,15.4601226993865%,252,1584,85.0378787878788%,1347,13.1944444444444%,209,1.76767676767677%,28,0%,0
"013031","Lexington*",2537,1838,33.2970620239391%,612,62.5680087051143%,1150,3.97170837867247%,73,0.163220892274211%,3,1851,67.8552133981632%,1256,32.1447866018368%,595,1792,68.4709821428571%,1227,28.0691964285714%,503,3.45982142857143%,62,0%,0
"013032","Oakridge*",2027,1145,39.5633187772926%,453,57.0305676855895%,653,2.44541484716157%,28,0.960698689956332%,11,1128,59.7517730496454%,674,40.2482269503546%,454,1086,62.8913443830571%,683,34.622467771639%,376,2.48618784530387%,27,0%,0
"013033","Rock Spring*",2634,1952,44.8770491803279%,876,51.5881147540984%,1007,3.48360655737705%,68,0.0512295081967213%,1,1963,59.2460519612838%,1163,40.7539480387163%,800,1889,60.5611434621493%,1144,37.7448385389095%,713,1.69401799894124%,32,0%,0
"013034","Yorktown",2425,1774,36.358511837655%,645,59.075535512965%,1048,4.39684329199549%,78,0.169109357384442%,3,1760,65.1704545454546%,1147,34.8295454545455%,613,1712,66.4135514018692%,1137,31.3084112149533%,536,2.27803738317757%,39,0%,0
"013035","Madison*",2959,2171,48.9636112390603%,1063,47.535697835099%,1032,3.50069092584063%,76,0%,0,2165,55.3348729792148%,1198,44.6651270207852%,967,2084,56.3339731285989%,1174,42.4184261036468%,884,1.24760076775432%,26,0%,0
