"Precinct
Number","Precinct Name","Vap","Vap
White","Vap
Black","Vap
Am. Ind","Vap
Asian","Vap
HawPI","Vap
Other","Vap
Multi","Vap
Hisp","Vap
HispW","Vap
HispB","Vap
HispO"
"137502","Lake of The Woods*",4185,3945,172,11,37,0,17,3,48,33,1,14
"139101","West Luray",3827,3549,218,18,27,0,13,2,37,23,0,14
"139201","East Luray",3448,3357,49,17,9,1,10,5,21,13,0,8
"139301","Marksville*",3708,3648,22,14,3,0,21,0,28,10,0,18
"139401","Newport*",3198,3107,39,11,11,1,29,0,39,16,0,23
"139501","Shenandoah*",3673,3596,36,23,3,1,13,1,26,18,0,8
"141101","Ararat",1077,977,80,7,1,0,11,1,18,6,2,10
"141102","Claudville",1011,980,10,0,5,0,14,2,21,9,0,12
"141103","Willis Gap*",1077,1006,43,2,3,0,22,1,23,1,1,21
"141201","Dry Pond*",535,499,31,3,0,2,0,0,2,2,0,0
"141202","Patrick Springs",1406,1264,127,5,1,1,8,0,23,15,1,7
"141203","Russell Creek*",789,657,117,4,3,0,6,2,11,1,0,10
"141301","Critz",900,786,102,3,2,0,6,1,8,2,0,6
"141302","Liberty",1399,1379,12,4,1,1,2,0,5,4,0,1
"141303","Stella",1030,866,148,4,4,0,6,2,8,2,1,5
"141401","Meadows of Dan",1166,1139,7,8,3,0,9,0,16,4,4,8
"141402","Stuart School",1773,1636,101,3,1,1,30,1,53,18,7,28
"141501","Courthouse",768,694,58,6,2,0,6,2,21,13,2,6
"141502","Elamsville",1071,1017,46,2,5,0,1,0,11,7,3,1
"141503","Woolwine",1187,1129,35,7,2,1,11,2,18,9,0,9
"143103","Mt. Hermon Fire Station*",2749,2544,168,8,20,0,7,2,12,4,0,8
"143105","Chatham*",1481,1143,314,5,6,1,9,3,9,0,0,9
"143106","Tunstall*",1440,1242,182,9,0,0,5,2,15,4,7,4
"143107","Tightsqueeze*",754,654,91,1,1,0,6,1,13,4,2,7
"143108","West Blairs*",1035,865,140,5,7,0,15,3,19,3,1,15
"143201","Callands*",996,870,117,5,3,0,0,1,1,1,0,0
"143204","Sandy Level*",1110,944,151,5,0,0,2,8,8,6,0,2
"143206","West Chatham*",842,686,152,1,0,0,2,1,4,2,0,2
"143207","Gretna",3650,2815,813,9,6,0,4,3,24,11,5,8
"143301","Central",1262,421,826,2,3,0,6,4,15,1,4,10
"143305","Riceville*",730,308,407,0,3,0,8,4,22,9,4,9
"143307","East Blairs*",1107,408,691,3,2,0,0,3,2,0,2,0
"143308","Mt. Airy*",1019,531,477,5,0,0,6,0,15,1,8,6
"143309","East Gretna*",830,544,280,2,2,0,2,0,6,4,0,2
"143401","Airport*",1047,868,165,3,1,0,5,5,9,3,0,6
"143402","Keeling",862,698,157,2,0,0,4,1,17,14,0,3
"143404","Kentuck",3469,2576,863,11,9,0,4,6,18,12,2,4
"143405","Ringgold*",1856,1371,474,3,4,0,4,0,17,7,7,3
"143501","Hurt",2776,2221,534,9,6,0,6,0,15,11,0,4
"143502","Motley Sycamore",2522,2069,436,8,6,0,1,2,11,9,1,1
"143503","Renan*",997,800,193,1,0,0,3,0,9,0,5,4
"143602","Bearskin*",1327,865,452,0,2,0,6,2,12,8,0,4
"143603","Stony Mill*",1663,1341,299,7,5,0,10,1,18,9,0,9
"143604","Swansonville",1449,967,471,5,1,0,5,0,18,7,6,5
"143605","Whitmell",1147,784,354,4,1,2,1,1,7,5,0,2
"143606","Brosville*",1552,909,628,3,2,0,7,3,17,7,0,10
"143702","Bachelors Hall*",1349,1252,92,3,1,0,1,0,9,8,1,0
"143703","Ferry Road*",554,443,102,0,0,0,3,6,7,0,0,7
"143704","Mt. Hermon*",3486,3018,415,9,12,0,29,3,108,87,0,21
"143705","Mt. Cross*",1524,1375,131,6,5,0,6,1,14,7,0,7
"145101","Subletts*",2376,2216,123,13,9,1,12,2,27,17,0,10
"145102","Manakin*",912,825,79,3,1,0,2,2,8,7,0,1
"145201","Powhatan Station",2060,1950,88,9,5,0,8,0,23,17,0,6
"145202","Graceland",1653,1463,155,8,14,0,8,5,11,10,0,1
"145301","Bethesda",2618,2345,250,5,9,1,1,7,11,8,1,2
"145401","Powhatan Courthouse*",1818,1687,109,9,4,1,6,2,11,6,1,4
"145402","Ballsville*",1496,1244,238,3,2,0,8,1,12,10,0,2
"145501","Smith Cross Roads",1138,632,487,9,1,1,6,2,8,3,1,4
"145502","Pineville",2937,1281,1629,8,3,0,10,6,17,8,0,9
"147101","Farmville",3962,3230,603,15,64,13,27,10,47,21,5,21
"147201","Lockett",1634,967,654,6,4,0,0,3,10,5,5,0
"147301","Leigh*",1934,1008,907,12,4,0,2,1,9,4,2,3
"147401","Hampden*",1767,1312,447,4,1,0,1,2,15,11,3,1
"147501","Darlington Heights*",954,606,342,0,1,0,2,3,5,2,1,2
"147502","Buffalo Heights*",1359,947,388,0,4,1,9,10,10,5,1,4
"147601","Prospect*",1918,820,1081,5,4,1,2,5,12,4,6,2
"147701","West End*",1355,1203,123,3,19,3,3,1,18,11,3,4
"147801","Center*",845,250,581,5,4,0,2,3,9,2,2,5
"149101","Richard Bland College*",1216,970,209,6,19,4,2,6,15,12,0,3
"149102","Templeton*",2577,1923,620,7,16,0,7,4,23,8,5,10
"149103","Union Branch*",1874,1291,531,10,27,5,7,3,31,26,1,4
"149104","Rives*",2288,1131,1031,9,42,3,60,12,121,46,16,59
"149202","Blackwater*",2714,2121,549,17,15,0,9,3,20,10,7,3
"149203","Brandon*",2877,1149,1523,31,48,1,87,38,262,131,30,101
"149204","Courts Bldg*",2209,1412,649,13,75,2,51,7,94,41,4,49
"149205","Jefferson Park*",5853,2803,2289,71,204,30,392,64,604,138,45,421
"153101","Brentsville",1569,1508,19,4,20,1,11,6,20,8,0,12
"153102","Armory*",3977,3438,274,28,150,5,66,16,142,74,4,64
"153103","Buckhall*",4192,3827,172,24,114,2,40,13,92,52,3,37
"153104","Nokesville",1314,1199,74,6,20,0,6,9,22,16,0,6
"153105","Parkside",5185,4034,464,55,154,9,441,28,813,369,7,437
"153106","Jackson*",1710,1178,289,10,77,1,145,10,234,90,1,143
"153107","Linton Hall",6256,5563,389,23,176,11,77,17,227,146,6,75
"153108","Woodbine",4052,3530,252,20,73,9,154,14,229,76,8,145
"153109","Park",2034,1928,54,12,17,1,19,3,54,32,2,20
"153201","Saunders*",4028,2358,1144,18,291,19,162,36,302,145,11,146
"153202","Enterprise*",4010,2415,1130,38,190,19,185,33,370,169,24,177
"153203","Coles*",2806,2596,105,12,56,2,33,2,72,56,2,14
"153204","Mccoart*",4739,4074,428,22,137,14,48,16,137,105,2,30
"153205","Springwoods*",4125,3021,763,18,167,7,120,29,269,128,21,120
"153206","King*",3725,2021,1257,28,233,7,145,34,286,126,28,132
"153207","Lodge*",3435,2265,733,40,209,9,131,48,274,136,4,134
"153208","Westridge*",1994,1587,252,8,95,4,37,11,74,45,5,24
"153301","Dumfries*",3206,1872,1024,26,57,1,200,26,382,159,20,203
"153302","Potomac*",3340,1756,1206,22,183,9,127,37,285,145,27,113
"153303","Graham Park",3914,2488,1076,35,136,5,147,27,236,90,12,134
"153304","Quantico",4957,3524,944,45,167,10,231,36,425,170,25,230
"153305","Pattie*",2210,1792,307,14,68,3,18,8,96,70,10,16
"153306","Washington-Reid*",4171,3003,872,23,188,1,58,26,209,127,15,67
"153307","Henderson*",4080,3125,668,28,156,12,68,23,188,117,15,56
"153308","Montclair*",2788,2296,293,12,118,9,44,16,96,58,8,30
"153401","Evergreen*",3435,3228,109,19,49,3,20,7,49,27,0,22
"153402","Haymarket*",4963,4465,332,23,72,4,60,7,139,84,3,52
"153403","Loch Lomond*",1745,1390,110,10,34,2,195,4,275,82,0,193
"153404","Sinclair",4145,3026,573,50,202,4,268,22,376,123,5,248
"153405","Stonewall",1503,1270,67,13,55,2,81,15,138,47,0,91
"153406","Sudley",1694,1457,117,10,58,3,44,5,110,61,0,49
"153407","Westgate*",3393,1780,611,28,177,4,761,32,1020,241,21,758
"153408","Catharpin*",1689,1564,48,20,32,1,19,5,26,18,0,8
"153409","Bull Run*",3385,2246,450,19,231,2,419,18,692,275,4,413
"153410","Plantation*",1316,898,177,13,55,4,149,20,216,65,8,143
"153411","Mullen*",4610,3085,890,23,238,6,316,52,538,220,6,312
"153501","Lake Ridge*",4105,3276,547,14,140,5,90,33,233,146,9,78
"153502","Occoquan*",5226,3515,1035,49,346,4,232,45,420,189,17,214
"153503","Old Bridge*",3015,2371,364,18,144,3,97,18,236,135,5,96
"153504","Rockledge*",3568,2944,379,14,135,8,72,16,202,125,8,69
"153505","Mohican*",2983,2168,530,10,164,3,87,21,253,162,8,83
"153506","Bethel*",4103,2787,778,17,359,4,118,40,253,143,6,104
"153507","Chinn*",2437,1742,431,9,159,3,76,17,151,81,7,63
"153601","Dale",2009,1173,545,19,107,0,149,16,232,86,3,143
"153602","Neabsco*",3203,1922,921,21,133,7,163,36,320,148,16,156
"153603","Godwin*",5719,3028,1866,43,362,23,330,67,559,240,25,294
"153604","Civic Center",3008,1782,750,22,261,5,165,23,320,137,18,165
"153605","Minnieville*",3396,2239,711,22,213,5,163,43,332,162,10,160
"153606","Bel Air",3255,2113,787,33,152,1,136,33,301,152,15,134
"153607","Kerrydale*",2623,1696,621,38,135,2,109,22,226,89,10,127
"153701","Belmont*",3099,1750,757,54,172,4,324,38,660,294,17,349
"153702","Library",3646,2324,606,24,218,5,424,45,645,190,14,441
"153703","Lynn",3872,2022,1066,32,199,8,474,71,754,260,11,483
"153704","Featherstone",4094,2549,930,37,264,6,276,32,509,212,23,274
"153705","Potomac View*",2862,1871,421,29,164,5,353,19,554,196,7,351
"153706","Rippon",6407,3398,2223,51,352,12,288,83,652,336,30,286
"153707","Kilby*",3039,1966,535,19,138,14,326,41,535,196,11,328
"155101","Belspring*",1002,993,3,2,4,0,0,0,1,1,0,0
"155102","New River*",2819,2551,231,17,4,0,9,7,16,12,1,3
"155103","West Cloyd*",1503,1480,8,9,3,0,2,1,3,3,0,0
"155201","Draper",1673,1641,18,5,6,0,3,0,5,1,0,4
"155202","South Pulaski",1588,1401,143,11,4,3,26,0,37,17,1,19
"155203","Newbern*",2458,2236,161,27,10,0,16,8,19,14,0,5
"155301","Dublin*",4552,4139,372,12,12,0,16,1,28,14,0,14
"155399","Hiwasee 302/Snowville 304*",2043,2008,24,6,3,0,1,1,7,7,0,0
"155401","Massie*",4337,4092,172,24,26,0,21,2,43,26,0,17
"155402","Walker*",965,953,5,4,1,0,2,0,4,2,0,2
"155501","Robinson*",4948,4437,399,24,25,6,49,8,78,25,0,53
"157101","Washington*",971,849,90,10,12,0,9,1,15,10,1,4
"157201","Amissville*",1224,1119,81,9,3,0,8,4,20,11,2,7
"157301","Sperryville*",1023,945,70,4,1,0,1,2,4,2,0,2
"157401","Scrabble*",1085,1029,44,6,1,0,4,1,15,9,0,6
"157501","Chester Gap",276,272,2,2,0,0,0,0,2,1,0,1
"157502","Flint Hill",845,801,35,3,6,0,0,0,7,7,0,0
"159101","Precinct 1-1*",914,386,513,2,0,5,4,4,13,4,0,9
"159201","Precinct 2-1*",2303,1210,1064,6,8,1,13,1,41,27,0,14
"159301","Precinct 3-1*",1218,852,337,1,7,1,19,1,47,21,7,19
"159302","Precinct 3-2*",192,148,41,0,0,0,3,0,3,0,0,3
"159401","Precinct 4-1*",1233,1015,205,2,7,0,3,1,7,4,0,3
"159501","Precinct 5-1*",723,599,111,1,1,0,10,1,17,9,0,8
"159502","Precinct 5-2*",609,440,161,3,5,0,0,0,3,3,0,0
"161101","Catawba",773,728,31,6,1,0,7,0,2,1,0,1
"161102","Mason Valley",788,778,8,1,0,0,1,0,1,0,0,1
"161103","Glenvar",3017,2893,84,8,23,0,8,1,16,7,2,7
"161104","Northside*",1117,903,177,4,13,0,19,1,23,6,0,17
"161105","Peters Creek",2701,2402,242,13,28,1,11,4,11,6,0,5
"161106","Green Hill",3196,3130,41,8,10,0,5,2,15,11,0,4
"161107","Bennett Springs",1109,1097,2,6,3,0,1,0,6,5,0,1
"161201","Plantation*",3066,2903,107,4,37,0,14,1,27,14,1,12
"161202","Burlington*",2070,1836,149,16,56,1,7,5,26,18,2,6
"161203","Mountain View",2632,2507,70,8,37,1,5,4,10,8,0,2
"161204","Botetourt Springs",1356,1265,59,4,22,0,4,2,7,4,0,3
"161205","Bonsack",2729,2625,70,8,21,0,4,1,13,10,1,2
"161206","Hollins*",1913,1720,129,14,34,0,14,2,26,14,0,12
"161207","Woodlands",1017,924,70,3,19,0,1,0,4,3,0,1
"161301","Bent Mountain",679,644,20,3,5,0,6,1,7,6,0,1
"161302","Poages Mill",2596,2517,26,8,42,0,2,1,15,14,0,1
"161303","Windsor Hills*",1815,1747,21,5,35,1,4,2,11,9,0,2
"161306","Garst Mill*",2102,1892,100,13,72,0,22,3,25,10,1,14
"161399","Oak Grove 304/Castle Rock 305",5890,5600,76,11,176,0,24,3,73,57,0,16
"161403","North Vinton*",2605,2511,49,9,21,0,10,5,12,0,1,11
"161404","South Vinton*",3396,3180,149,13,20,3,27,4,49,22,1,26
"161405","Lindenwood*",3288,3207,40,10,22,0,6,3,22,16,0,6
"161406","Mount Pleasant*",2891,2748,106,13,12,0,9,3,16,9,0,7
"161501","Cotton Hill*",1083,1043,11,4,19,0,4,2,8,2,0,6
"161502","Penn Forest*",1803,1740,20,4,29,0,8,2,17,9,0,8
"161503","Cave Spring*",1860,1777,30,6,34,1,6,6,11,6,0,5
"161504","Ogden*",2645,2368,113,11,119,2,28,4,51,36,0,15
"161505","Clearbrook*",1687,1600,49,13,12,1,12,0,14,2,0,12
"161506","Mount Vernon*",1676,1596,32,5,24,0,14,5,24,14,0,10
"161507","Hunting Hills*",2778,2561,98,10,83,1,23,2,37,13,6,18
"163101","Airport*",1276,1256,8,1,8,0,3,0,5,4,0,1
"163102","Ben Salem*",805,793,1,1,10,0,0,0,7,7,0,0
"163103","Fancy Hill*",830,812,9,4,5,0,0,0,1,1,0,0
"163104","Effinger*",625,609,6,4,3,0,0,3,2,2,0,0
"163201","Collierstown",821,806,8,2,1,0,3,1,3,2,0,1
"163202","Highland Belle",1801,1777,7,7,8,0,2,0,3,3,0,0
"163203","Vo-Tech*",644,593,29,2,17,0,1,2,6,3,2,1
"163301","Glasgow*",796,649,130,9,7,0,1,0,5,4,0,1
"163302","Natural Bridge*",2141,1977,116,38,3,0,4,3,15,10,0,5
"163401","Fairfield*",1032,998,23,1,5,0,4,1,3,2,0,1
"163402","Mountain View*",1619,1580,23,10,5,0,1,0,10,7,0,3
"163403","Vesuvius",663,652,6,4,1,0,0,0,1,1,0,0
"163501","Goshen",785,769,15,1,0,0,0,0,8,8,0,0
"163502","Meadowview*",727,671,50,2,1,0,2,1,7,5,0,2
"163503","Rockbridge Baths",611,605,3,0,1,2,0,0,1,1,0,0
"163504","Rockbridge",1003,963,30,6,3,0,1,0,7,3,3,1
"165101","Broadway*",2439,2399,9,5,16,0,10,0,53,38,0,15
"165102","Timberville*",3183,3132,12,9,6,0,21,3,82,60,1,21
"165103","Fulks Run",1939,1917,6,9,5,0,2,0,9,8,0,1
"165104","Bergton",641,634,0,4,0,0,3,0,6,5,0,1
"165105","Lacey Spring*",1227,1212,4,4,1,3,3,0,7,4,0,3
"165201","Singers Glen*",1767,1740,5,6,8,0,6,2,10,6,0,4
"165202","Edom*",1796,1740,29,5,9,1,12,0,21,8,0,13
"165203","Melrose",2496,2393,15,6,10,1,71,0,252,180,4,68
"165204","Keezletown",1294,1251,23,2,0,0,14,4,78,57,8,13
"165205","Tenth Legion*",1165,1140,5,9,2,0,9,0,23,15,0,8
"165206","Mill Creek*",482,451,17,2,1,0,10,1,16,7,0,9
"165301","Dayton*",1687,1619,10,4,9,0,45,0,84,52,0,32
"165302","Turner Ashby (Silver Lake)*",1923,1807,27,6,8,1,74,0,299,213,14,72
"165303","Ottobine*",2691,2654,10,9,1,0,17,0,25,16,1,8
"165304","Mt. Clinton*",1382,1363,8,3,3,0,5,0,7,2,0,5
"165305","Massanetta Springs*",3339,3231,32,7,19,0,49,1,111,62,0,49
"165401","Bridgewater*",4221,4035,111,7,20,2,42,4,97,64,2,31
"165402","Montezuma*",1221,1214,4,2,0,0,1,0,2,2,0,0
"165403","Mt. Crawford*",196,191,2,2,1,0,0,0,1,1,0,0
"165404","Grottoes*",3796,3683,70,7,14,0,17,5,66,48,0,18
"165406","North River*",1762,1733,12,3,9,0,5,0,15,10,0,5
"165501","Elkton*",1574,1518,37,8,1,0,7,3,23,19,0,4
"165502","Swift Run",3496,3415,63,4,4,2,7,1,20,13,0,7
"165503","Mcgaheysville",3868,3687,118,23,16,2,17,5,58,45,0,13
"165504","South Fork",1461,1388,58,2,6,0,3,4,13,11,0,2
"167101","Copper Creek",1426,1404,7,7,3,0,5,0,11,4,0,7
"167102","Moccasin",1422,1409,9,1,1,0,2,0,5,2,1,2
"167103","South Castlewood",1912,1890,11,5,3,0,3,0,6,5,0,1
"167201","Cleveland",1453,1433,12,3,2,1,0,2,7,7,0,0
"167202","Dante*",932,903,26,3,0,0,0,0,7,7,0,0
"167203","North Castlewood",2045,2006,27,5,1,1,5,0,9,5,0,4
"167301","Cooks Mill",533,530,2,1,0,0,0,0,2,2,0,0
"167302","Honaker",3115,3100,2,11,0,0,2,0,19,15,1,3
"167303","Daughertys",270,270,0,0,0,0,0,0,0,0,0,0
"167401","Drill",303,296,0,5,0,0,1,1,0,0,0,0
"167402","Elk Garden",3248,2519,679,6,1,0,43,0,81,32,7,42
"167403","Swords Creek",2471,2451,0,9,3,1,5,2,22,21,0,1
"167501","Lebanon",4757,4609,115,17,3,2,7,4,14,8,1,5
"169101","Weber City",1485,1468,9,4,1,0,2,1,2,1,0,1
"169102","Yuma",1491,1464,1,15,2,0,8,1,3,2,0,1
"169202","Weber City East",1352,1328,8,11,2,0,1,2,3,1,0,2
"169203","Hiltons",1419,1405,3,7,1,0,0,3,5,5,0,0
"169204","Clark's*",369,369,0,0,0,0,0,0,0,0,0,0
"169301","Nickelsville",1168,1158,1,7,0,2,0,0,6,5,1,0
"169302","Snowflake",811,802,1,1,1,0,6,0,13,7,0,6
"169303","Twin Springs",864,857,2,3,0,0,2,0,4,2,0,2
"169304","Copper Creek",280,277,0,2,0,0,1,0,1,0,0,1
"169401","Gate City*",2973,2890,65,11,4,0,1,2,12,8,1,3
"169501","Dungannon",767,761,1,3,0,1,0,1,0,0,0,0
"169502","Fort Blackmore",773,765,0,3,0,0,5,0,3,0,0,3
"169503","Manville*",523,521,0,1,0,0,1,0,3,2,0,1
"169504","Rye Cove*",1182,1175,1,4,1,0,1,0,2,2,0,0
"169601","Clinchport",917,908,4,4,0,0,0,1,3,3,0,0
"169602","Duffield-Pattonsville",1703,1678,9,12,3,0,0,1,4,4,0,0
"169603","Fairview",496,494,0,2,0,0,0,0,3,3,0,0
"171101","Orkney Springs*",1036,1003,8,11,8,0,6,0,14,8,0,6
"171102","Forestville*",1034,1021,4,1,2,0,6,0,13,7,0,6
"171103","New Market",2874,2758,27,10,20,0,59,0,110,48,4,58
"171201","Conicville",1850,1814,12,10,5,0,5,4,23,17,1,5
"171202","Mt. Jackson",2230,2073,12,11,2,2,128,2,169,40,0,129
"171301","Columbia Furnace",1138,1098,4,10,3,0,23,0,48,22,0,26
"171302","Edinburg*",2098,2039,3,11,3,3,38,1,72,31,0,41
"171303","St. Luke",1154,1148,4,1,1,0,0,0,6,6,0,0
"171401","Woodstock*",3999,3745,100,11,17,1,122,3,208,87,2,119
"171402","Fort Valley*",875,853,1,13,5,0,2,1,7,5,0,2
"171501","Cedar Creek*",154,150,0,1,0,0,3,0,3,0,0,3
"171502","Mt. Olive*",1577,1551,1,8,6,0,11,0,19,8,0,11
"171503","Toms Brook*",1608,1570,11,12,1,2,10,2,16,4,0,12
"171504","Lebanon Church*",1237,1221,7,3,3,0,3,0,6,3,0,3
"171601","Strasburg*",4400,4192,139,14,31,2,20,2,54,33,1,20
"173101","Saltville*",3451,3427,4,15,1,0,2,2,13,12,0,1
"173201","Seven Mile Ford",2109,2066,22,9,5,0,5,2,11,7,0,4
"173202","Rich Valley",1374,1365,0,1,0,0,2,6,11,4,0,7
"173301","Chilhowie*",3400,3274,78,13,6,0,27,2,40,13,0,27
"173302","St. Clair*",669,655,2,6,4,0,1,1,2,2,0,0
"173401","East Park*",2085,2014,49,5,13,0,3,1,15,14,0,1
"173402","West Park*",1472,1338,98,14,5,0,8,9,18,6,3,9
"173501","Atkins",2236,2220,1,6,1,0,8,0,18,10,0,8
"173502","Wassona*",1541,1510,9,4,12,0,6,0,11,6,0,5
"173601","Royal Oak East",2887,2673,189,15,3,1,5,1,30,27,2,1
"173602","Royal Oak West*",615,609,1,3,2,0,0,0,9,9,0,0
"173701","Adwolfe",2530,2492,16,8,4,0,7,3,14,7,0,7
"173702","Sugar Grove",1330,1295,27,7,0,0,1,0,8,7,0,1
"173703","Konnarock*",235,228,1,0,2,0,2,2,4,2,0,2
"175101","Berlin*",795,653,137,3,1,0,0,1,3,1,1,1
"175102","Ivor*",1114,664,434,12,1,0,0,3,7,3,0,4
"175201","Boykins*",1224,541,667,3,0,0,8,5,15,1,1,13
"175202","Branchville*",401,185,212,0,2,0,0,2,0,0,0,0
"175301","Capron*",1015,500,508,4,0,0,2,1,7,2,4,1
"175302","Sebrell*",622,341,265,7,2,1,3,3,6,3,0,3
"175401","Drewryville*",2361,883,1455,4,10,0,6,3,15,7,3,5
"175501","Hunterdale*",1200,985,204,3,5,0,1,2,3,1,0,2
"175502","Forks-of-the-River*",466,327,137,2,0,0,0,0,1,0,1,0
"175601","Courtland*",1788,1109,668,3,6,0,1,1,2,0,1,1
"175602","Sedley*",577,489,79,4,1,0,4,0,5,1,0,4
"175701","Blackwater River*",846,272,568,3,1,1,1,0,10,2,7,1
"175702","Newsoms*",1100,723,367,3,0,0,7,0,11,3,3,5
"177101","Partlow*",2216,1940,220,21,15,2,6,12,14,9,1,4
"177102","Blaydes Corner*",2469,2025,352,28,42,2,9,11,19,13,0,6
"177103","Travelers Rest*",2690,2155,434,22,52,3,16,8,37,25,3,9
"177201","Grange Hall*",2656,2467,113,21,29,0,18,8,48,30,2,16
"177202","Maury*",9237,7767,1132,69,134,5,104,26,247,138,15,94
"177301","Plank Road*",8181,6962,809,46,245,5,83,31,233,154,3,76
"177401","Summit*",9506,7872,1268,75,135,6,122,28,274,139,20,115
"177402","Frazers Gate*",3530,2830,571,14,56,1,41,17,83,52,5,26
"177501","Belmont*",1664,1420,217,13,8,0,2,4,8,7,0,1
"177502","Brokenburg*",2694,2317,320,24,21,3,7,2,20,14,1,5
"177503","Todd's Tavern",916,811,78,13,4,0,3,7,8,4,0,4
"177504","Holbert",2300,1966,288,13,12,1,13,7,44,31,1,12
"177601","Salem*",7734,6323,1064,62,127,6,128,24,277,126,14,137
"177701","Battlefield*",2162,1955,114,17,35,3,31,7,55,25,0,30
"177702","Brent's Mill*",5332,4476,615,30,116,3,78,14,169,89,8,72
"179101","Hartwood*",3615,3253,266,26,35,6,23,6,62,40,2,20
"179102","Simpson*",3272,2836,309,32,57,2,26,10,77,54,4,19
"179103","Garrisonville*",4890,3659,894,23,164,13,114,23,237,121,10,106
"179104","Hampton*",5217,3846,966,35,174,13,147,36,341,181,12,148
"179201","Rock Hill*",3494,2776,532,32,84,5,51,14,121,70,5,46
"179202","Roseville*",2362,2125,162,14,32,0,19,10,66,43,9,14
"179203","Ruby*",1572,1467,49,23,15,2,9,7,18,11,1,6
"179204","Stefaniga*",1833,1614,123,12,51,0,24,9,43,23,6,14
"179301","Griffis*",4485,3382,757,48,132,12,119,35,235,104,18,113
"179302","Widewater*",4211,3621,437,41,60,7,32,13,115,63,12,40
"179303","Potomac Hills*",2082,1598,343,18,52,5,54,12,109,51,4,54
"179401","Aquia*",2067,1790,181,24,43,3,14,12,74,55,5,14
"179402","Courthouse*",4773,3702,803,63,107,1,70,27,160,86,9,65
"179403","Brooke*",1263,1043,178,15,15,2,9,1,21,12,0,9
"179501","Grafton*",2939,2731,107,40,35,1,23,2,54,20,7,27
"179502","Falmouth*",2758,2477,182,20,37,3,29,10,53,25,2,26
"179503","Gayle*",3633,3063,364,45,87,2,48,24,106,52,5,49
"179601","Ferry Farm*",2923,2706,140,18,43,0,11,5,58,47,0,11
"179602","Chatham*",3878,3393,355,31,50,8,32,9,81,49,2,30
"179603","White Oak*",2010,1833,119,40,11,0,5,2,17,11,2,4
"181101","Surry*",1131,821,296,7,1,0,3,3,12,11,0,1
"181201","Bacon's Castle*",938,327,598,5,2,0,2,4,2,1,1,0
"181301","Dendron*",541,306,235,0,0,0,0,0,3,2,1,0
"181302","Wall's Bridge*",457,145,306,0,0,0,3,3,4,1,2,1
"181401","Carsley*",989,420,564,2,1,0,0,2,8,6,2,0
"181501","Claremont*",660,424,219,7,1,2,5,2,5,4,0,1
"181502","Spring Grove*",392,46,345,0,0,0,1,0,4,0,3,1
"183101","Waverly",1000,244,734,3,0,0,10,9,16,4,0,12
"183201","Stony Creek",951,373,571,4,2,0,0,1,2,1,1,0
"183202","Little Mill",415,135,277,3,0,0,0,0,1,0,1,0
"183301","Courthouse",748,455,282,3,0,0,7,1,8,0,1,7
"183302","Newville",2745,402,2299,3,6,0,35,0,34,2,0,32
"183303","Littleton",259,125,126,1,0,1,0,6,1,0,0,1
"183401","Wakefield",1162,534,611,7,2,0,4,4,4,2,0,2
"183501","Henry*",998,335,652,2,1,2,3,3,6,0,3,3
"183502","Yale",301,140,158,1,1,0,1,0,2,0,1,1
"183601","Blackwater*",747,541,202,2,1,0,0,1,4,2,2,0
"183602","Airport",721,372,344,2,1,1,1,0,5,0,4,1
"185102","Tip Top",781,761,12,8,0,0,0,0,2,1,0,1
"185107","Amonate*",645,630,5,5,5,0,0,0,2,2,0,0
"185109","Bishop",481,463,17,0,1,0,0,0,1,1,0,0
"185110","Adria*",695,687,2,1,5,0,0,0,2,2,0,0
"185111","Gap Store*",950,943,4,2,0,0,1,0,1,0,0,1
"185112","Bandy*",575,569,0,3,2,0,1,0,3,3,0,0
"185199","Abbs Valley 101/Boissevain 103/Falls Mills 104/Pocahontas 10",2635,2573,40,15,1,0,4,2,13,10,0,3
"185203","Burkes Garden",250,246,4,0,0,0,0,0,0,0,0,0
"185204","Clear Fork",882,865,11,4,1,0,1,0,0,0,0,0
"185207","Freestone*",319,316,2,1,0,0,0,0,0,0,0,0
"185209","Jeffersonville",5123,4710,338,23,29,0,16,7,24,11,0,13
"185214","Thompson Valley",706,691,1,6,3,0,2,3,5,4,0,1
"185301","Cedar Bluff",4308,4218,7,19,59,0,5,0,27,25,0,2
"185302","Baptist Valley*",753,745,5,3,0,0,0,0,3,3,0,0
"185303","Wardell",1444,1429,5,5,0,0,3,2,0,0,0,0
"185305","Pounding Mill",791,786,2,1,2,0,0,0,2,2,0,0
"185401","Richlands",3812,3778,1,11,19,0,3,0,8,7,0,1
"185402","Jewell Ridge",642,632,0,5,2,1,0,2,3,3,0,0
"185404","Raven",2076,2060,1,11,1,0,2,1,12,11,0,1
"185501","Springville*",2084,2034,18,10,19,0,3,0,10,9,0,1
"185502","Graham*",5081,4653,311,25,62,0,17,13,34,19,6,9
"187101","Fork Town*",1811,1706,78,9,3,0,12,3,34,26,1,7
"187102","Otterburn*",1637,1592,19,11,11,2,1,1,7,6,0,1
"187103","Waterlick*",1041,1021,13,2,3,0,2,0,3,1,0,2
"187201","Happy Creek*",5510,5180,213,30,42,4,37,4,98,63,1,34
"187301","North River*",1701,1543,122,14,7,1,14,0,26,17,0,9
"187302","Riverton",1936,1856,38,20,8,0,6,8,23,14,0,9
"187303","Reliance",510,508,1,0,0,0,1,0,2,1,0,1
