"Precinct
Number","Precinct Name","Total
Population","White","Black","Am.
Ind","Asian","HawPI.","Other","Multi-
Race","Hisp.","Hisp.
White","Hisp.
Black","Hisp.
Other"
"185501","Springville*",2725,2652,26,11,32,0,4,0,11,9,0,2
"185502","Graham*",6293,5677,442,31,90,0,24,29,57,25,15,17
"187101","Fork Town*",2383,2214,132,12,6,0,16,3,49,38,3,8
"187102","Otterburn*",2176,2092,38,18,21,2,4,1,11,6,1,4
"187103","Waterlick*",1353,1327,17,2,4,0,3,0,3,1,0,2
"187201","Happy Creek*",7637,7121,329,40,79,7,54,7,139,95,1,43
"187301","North River*",2296,2049,186,21,11,2,27,0,40,22,0,18
"187302","Riverton",2589,2468,66,25,9,0,8,13,29,18,0,11
"187303","Reliance",664,662,1,0,0,0,1,0,3,2,0,1
"187401","Shenandoah*",6614,6112,358,39,40,4,47,14,110,76,4,30
"187501","South River",3764,3189,465,26,31,2,30,21,96,63,3,30
"187502","Bentonville*",1164,1128,26,8,0,0,0,2,7,5,0,2
"187504","Browntown",944,918,12,11,0,0,3,0,7,7,0,0
"191101","East Abingdon",3968,3899,33,14,13,2,7,0,37,28,0,9
"191102","West Abingdon",3453,3289,126,7,21,1,4,5,13,12,0,1
"191201","Clinchburg*",1859,1833,13,9,2,0,2,0,7,5,0,2
"191202","Greendale*",3918,3850,17,25,18,1,5,2,37,32,0,5
"191203","Hayter's Gap*",1125,1115,2,4,1,0,2,1,4,3,0,1
"191301","Watauga",4702,4623,26,15,23,3,8,4,24,21,0,3
"191302","South Abingdon",4007,3823,141,11,12,1,13,6,29,24,0,5
"191401","Glade Spring*",2919,2795,114,4,2,0,4,0,5,5,0,0
"191402","Meadowview*",4065,3846,150,7,36,9,15,2,23,14,3,6
"191599","Rhea 501/Damascus 502/Green Cove 503*",7549,7457,29,27,15,0,16,5,57,40,0,17
"191601","Burson Place",2938,2902,11,17,4,0,2,2,26,25,0,1
"191602","Mendota",733,713,5,10,4,0,1,0,2,1,0,1
"191603","Valley Institute*",2914,2860,11,21,2,4,9,7,18,11,0,7
"1917021","Wallace Part 1*",1060,1055,3,1,0,1,0,0,9,9,0,0
"1917022","Wallace Part 2*",711,694,0,5,11,0,1,0,3,3,0,0
"1917023","Wallace Part 3*",39,39,0,0,0,0,0,0,0,0,0,0
"191799","High Point 701/John Battle 703",5143,5061,40,18,18,0,6,0,28,27,0,1
"193101","Precinct 1-1",2300,844,1435,9,2,0,2,8,20,16,3,1
"193102","Precinct 1-2",966,529,431,3,1,0,2,0,21,18,1,2
"193201","Precinct 2-1",3251,1869,1314,19,18,2,12,17,56,20,9,27
"193301","Precinct 3-1",3395,2184,973,23,14,0,182,19,246,57,6,183
"1934011","Precinct 4-1 Part 1*",3535,2914,509,17,12,0,68,15,127,65,2,60
"1934012","Precinct 4-1 Part 2*",43,39,2,0,2,0,0,0,0,0,0,0
"193501","Precinct 5-1*",3228,2557,557,22,20,0,63,9,109,40,7,62
"195101","Appalachia",2831,2688,111,16,5,0,10,1,22,17,0,5
"195102","Dorchester",1810,1802,0,6,0,0,2,0,14,8,0,6
"195103","Guest River*",1586,1575,2,6,2,0,1,0,3,3,0,0
"195104","West Pound*",2864,2849,4,6,3,0,2,0,6,6,0,0
"195201","North Coeburn*",2375,2306,54,6,4,0,5,0,21,18,0,3
"195202","Wise",5484,5310,74,16,53,0,29,2,49,23,0,26
"195203","East Pound",2610,2588,3,10,0,0,9,0,23,22,0,1
"195301","Big Stone Gap",5614,5284,243,27,27,3,20,10,33,17,0,16
"195302","East Stone Gap",4495,4422,28,14,18,0,13,0,19,10,0,9
"195401","Clinch Valley*",3881,3785,44,11,24,1,10,6,46,32,2,12
"195402","South Coeburn",5028,4757,209,29,4,1,25,3,50,27,3,20
"195403","St. Paul",1545,1504,14,13,9,1,3,1,6,6,0,0
"197101","Royal Oak*",1657,1637,8,4,3,0,5,0,6,2,0,4
"197102","Rural Retreat*",3448,3371,36,14,11,1,14,1,22,14,0,8
"197201","Evansham",1015,885,117,1,6,0,2,4,3,0,2,1
"197202","Pine Ridge",2905,2747,127,9,2,1,17,2,15,9,0,6
"197301","Spiller*",2678,2545,99,5,22,0,5,2,9,8,0,1
"197302","Withers*",1683,1396,230,9,35,2,10,1,32,19,1,12
"197401","Fort Chiswell*",2004,1949,28,12,13,0,2,0,5,5,0,0
"197402","Max Meadows*",2976,2888,50,17,9,0,11,1,20,7,5,8
"197501","Jackson Memorial*",2045,2033,8,3,0,0,0,1,2,2,0,0
"197502","Sheffey*",2511,2444,51,7,4,0,4,1,15,8,5,2
"197601","Huddle",1406,1338,48,3,8,0,9,0,12,8,0,4
"197602","Zion",1858,1827,14,5,7,0,3,2,14,13,1,0
"197603","Evergreen*",1413,1369,35,3,2,1,3,0,2,2,0,0
"199101","Queens Lake*",4290,3526,585,22,96,5,35,21,63,32,5,26
"199102","Yorktown*",2061,1909,45,15,63,3,19,7,49,26,2,21
"199103","Waller Mill*",3187,2669,350,31,81,11,33,12,65,36,0,29
"199201","Nelson",1858,431,1343,6,14,0,41,23,70,22,4,44
"199202","Magruder*",2186,1021,1039,9,61,3,30,23,47,15,6,26
"199203","Coventry*",10593,8016,1567,59,687,14,177,73,449,243,40,166
"199301","Seaford*",3441,3242,118,26,35,1,14,5,55,43,1,11
"199302","Harris Grove*",4865,4226,443,33,114,9,25,15,76,53,5,18
"199303","Edgehill",2066,1894,114,9,41,1,3,4,35,32,0,3
"199401","Harwoods Mill*",5340,4663,386,27,166,11,74,13,131,74,2,55
"199402","Dare*",4256,3936,129,30,107,6,36,12,82,51,0,31
"199501","Tabb*",3247,2745,269,27,162,8,17,19,58,33,2,23
"199502","Bethel*",8907,6760,1331,59,514,13,158,72,329,160,31,138
"510101","Annie B. Rose House",4178,3388,593,21,113,3,44,16,173,125,7,41
"510102","City Hall*",2932,2589,247,11,38,2,37,8,78,49,3,26
"510103","Lyles Crouch School*",3290,3023,120,16,90,2,32,7,100,74,5,21
"510104","Jefferson Houston School",5486,2656,2528,24,83,2,164,29,421,237,27,157
"510105","Lee Center",5567,3711,1496,26,170,9,104,51,241,133,19,89
"510106","Cora Kelly Center",11931,4052,3705,89,283,5,3661,136,5089,1293,78,3718
"510107","Mt. Vernon Recreation Center*",4453,2874,880,19,210,3,428,39,669,241,13,415
"510108","George Washington School",3567,2629,579,32,112,6,182,27,373,160,13,200
"510202","George Mason School",3270,2987,126,12,84,0,55,6,93,37,1,55
"510203","Agudas Achim Synagogue",3526,2938,295,12,138,3,123,17,248,130,6,112
"510207","Temple Beth El Synagogue",5081,3119,942,27,497,4,451,41,749,283,16,450
"510208","Hermitage*",6010,3651,1196,32,588,12,438,93,622,283,22,317
"510209","Southern Towers-Stratford",5645,2631,1821,19,504,14,422,234,508,239,21,248
"510298","Maury School 201/Blessed Sacrament Church 204",6742,6111,365,30,143,9,57,27,209,150,4,55
"510299","Second Presbyterian 205/Howard 9th Grade Center 206",8716,6081,1577,24,365,9,555,105,947,416,32,499
"510301","James K. Polk School",5895,2942,1486,25,481,2,813,146,1305,547,26,732
"510302","Patrick Henry School",5745,3340,1387,35,470,9,382,122,668,309,23,336
"510303","Landmark Center",7316,3414,2281,41,784,6,611,179,989,479,31,479
"510304","Charles E. Beatley Jr. Library",7542,4269,1708,47,838,17,568,95,1107,562,31,514
"510305","John Adams School",7110,3365,1806,27,725,9,981,197,1694,762,41,891
"510306","William Ramsay School",6949,2875,2410,24,582,4,839,215,1582,746,44,792
"510307","South Port*",7332,4057,1789,23,738,10,555,160,1017,558,55,404
"515001","Ward One*",3300,2737,504,11,27,5,10,6,23,16,0,7
"515002","Ward Two*",2999,2008,929,20,13,0,12,17,33,26,3,4
"520001","Ward 1*",3910,3720,136,29,13,0,9,3,37,28,0,9
"520002","Ward 2",4528,4147,314,35,11,2,12,7,60,37,12,11
"520003","Ward 3",4090,3507,502,28,31,1,12,9,39,22,7,10
"5200041","Ward 4 Part 1*",4839,4698,83,18,20,0,17,3,33,21,0,12
"5200042","Ward 4 Part 2*",0,0,0,0,0,0,0,0,0,0,0,0
"530001","First Ward",3451,3303,110,17,19,0,1,1,31,28,3,0
"530002","Second Ward",2898,2637,210,14,18,6,7,6,33,23,0,10
"540101","Recreation*",5728,4851,661,25,113,2,61,15,112,60,1,51
"540102","Clark*",4249,3407,703,10,43,1,58,27,126,56,16,54
"540201","Carver*",2897,1381,1407,5,48,0,37,19,56,17,3,36
"540202","Walker*",3700,3173,412,6,71,3,28,7,57,25,11,21
"540301","Benjamin Tonsler*",3904,972,2838,16,20,1,24,33,92,43,22,27
"540302","Jefferson Park*",6090,3949,1851,26,193,0,49,22,117,75,8,34
"540401","Venable*",8182,6299,1213,24,456,13,149,28,250,103,19,128
"5404021","Alumni Hall Part 1",4403,3177,402,11,679,2,89,43,121,54,9,58
"5404022","Alumni Hall Part 2",5896,4128,752,14,843,3,92,64,171,79,19,73
"550001","Great Bridge*",4558,3640,799,23,55,4,23,14,69,46,3,20
"550002","Bethel*",3796,3299,360,33,37,9,47,11,115,57,8,50
"550003","Camelot",6566,1455,4929,28,80,4,48,22,83,7,34,42
"550004","Churchland*",3428,3061,242,8,96,3,8,10,45,29,0,16
"550005","Crestwood*",7488,3025,4198,22,151,6,34,52,122,56,22,44
"550006","Deep Creek*",5057,3549,1322,49,66,5,47,19,113,58,5,50
"550007","Greenbrier*",7560,5614,1418,65,321,6,88,48,244,146,8,90
"550008","South Norfolk Recreation*",4470,3297,1030,39,62,6,20,16,65,42,10,13
"550009","Bells Mill*",4619,3906,568,29,68,2,29,17,113,77,2,34
"550010","Oscar Smith School*",2384,1959,333,25,42,2,8,15,37,18,2,17
"550011","Geneva Park",5335,3673,1489,43,51,3,54,22,106,52,2,52
"550012","Georgetown*",5149,1646,3328,30,51,6,50,38,81,28,21,32
"550013","Gilmerton*",3094,2494,502,24,50,2,17,5,49,25,9,15
"5500141","Grassfield Part 1*",628,518,96,3,9,0,2,0,4,2,1,1
"5500142","Grassfield Part 2*",49,34,15,0,0,0,0,0,0,0,0,0
"550015","B. M. Williams School*",4476,2807,1389,37,159,1,64,19,151,73,18,60
"550016","Hickory Grove*",4511,3952,391,33,99,1,18,17,53,32,4,17
"550017","Indian Creek*",3668,2044,1578,17,5,1,18,5,39,24,1,14
"550018","Indian River*",3935,2212,1541,25,70,4,36,47,89,25,24,40
"550019","Jolliff One*",2061,1840,167,14,23,0,11,6,21,12,0,9
"550020","E. W. Chittum School*",5815,2499,3105,18,132,0,32,29,68,29,16,23
"550021","Fellowship Baptist Church",3068,2663,309,22,60,0,9,5,44,36,0,8
"550022","Norfolk Highlands*",2784,2524,166,26,33,1,25,9,55,24,8,23
"550023","Oak Grove*",7349,5375,1401,47,408,5,79,34,171,88,12,71
"550024","Oaklette*",4835,2568,2099,37,50,7,51,23,104,27,26,51
"550025","St. Julians*",964,936,8,3,14,2,1,0,13,11,0,2
"550026","Johnson Park*",2791,1475,1185,10,74,2,33,12,43,9,9,25
"550027","Silverwood*",4573,3763,567,12,172,7,42,10,78,36,2,40
"550028","Sunray I*",366,351,8,6,0,0,1,0,9,5,0,4
"550029","Tanglewood*",3092,2830,133,41,56,2,26,4,58,34,3,21
"550030","South Norfolk Fire Station*",2021,166,1820,7,8,0,1,19,11,0,7,4
"550031","Carver School*",5207,1972,3078,54,43,1,23,36,76,25,24,27
"550032","Providence Church of Christ*",5573,604,4847,14,22,2,40,44,79,14,23,42
"550033","Westover*",2276,1927,233,28,40,2,41,5,48,13,5,30
"550034","Hickory Middle School*",8923,8024,620,49,157,5,51,17,174,122,5,47
"550035","Taylor Road Fire Station*",6485,3201,2795,57,277,9,92,54,165,59,18,88
"550036","Great Bridge Middle School*",6546,5690,528,73,153,5,79,18,154,74,6,74
"550037","Bridgetown*",6025,5383,473,33,91,15,21,9,89,63,7,19
"550038","Bailey Creek*",1850,1713,89,19,25,1,0,3,22,18,2,2
"550039","Lake Drummond*",1525,1261,212,8,16,5,20,3,25,11,1,13
"550040","River Birch*",5244,3661,1166,32,245,0,107,33,209,103,6,100
"550041","John T. West*",6739,3641,2783,52,115,1,95,52,194,86,18,90
"550042","Parkways*",6495,3882,2022,34,363,7,124,63,276,127,20,129
"550043","Pleasant Crossing*",6280,5756,342,37,86,5,39,15,104,59,1,44
"550044","Nansemond",1366,1097,198,6,42,0,22,1,33,14,2,17
"550045","Sunray II*",1746,763,906,16,12,3,38,8,49,11,1,37
"550046","Bells Mill II*",2831,2191,488,18,95,6,18,15,58,40,4,14
"550047","Green Sea*",3583,3252,207,20,82,1,11,10,68,46,8,14
"560101","Ward 1 Precinct 1*",2135,1739,370,8,4,0,11,3,15,7,0,8
"560201","Ward 2 Precinct 1*",2154,1819,289,6,1,0,19,20,23,8,0,15
"570001","First*",3077,2729,262,10,47,4,18,7,41,20,4,17
"570002","Second*",3291,3082,149,11,34,1,11,3,43,34,2,7
"570003","Third*",3206,2748,293,10,92,6,50,7,82,29,4,49
"570004","Fourth",4814,4205,339,15,187,4,49,15,74,31,6,37
"570005","Fifth",2509,2288,46,11,150,1,11,2,34,18,1,15
"580099","Precinct 2-1 (201)/Precinct 3-1 (301)",2409,1693,661,22,18,0,10,5,12,7,0,5
"580101","Precinct 1-1",1113,975,90,5,29,0,9,5,16,8,0,8
"580401","Precinct 4-1",1331,1243,78,2,4,0,3,1,2,2,0,0
"580501","Precinct 5-1",1450,1387,38,15,2,2,2,4,10,10,0,0
"590001","Ward One*",1664,57,1589,1,0,0,15,2,19,0,5,14
"590002","Ward Two*",1949,872,1043,7,7,2,5,13,21,15,5,1
"590003","Ward Three",1562,191,1359,2,1,1,4,4,15,3,8,4
"590004","Ward Four*",5388,3751,1554,22,23,0,33,5,107,69,3,35
"590005","Ward Five",1467,1091,345,7,10,3,5,6,15,4,6,5
"590006","Ward Six*",2244,655,1568,10,1,0,7,3,24,12,5,7
"590007","Ward Seven*",4344,1216,3061,12,7,0,39,9,60,17,10,33
"590008","Ward Eight*",2314,1504,781,5,4,4,12,4,13,4,1,8
"590009","Ward Nine*",2830,1536,1243,17,5,1,13,15,32,6,8,18
"590010","Ward Ten*",2869,2003,828,5,12,0,13,8,22,13,0,9
"590011","Ward Eleven*",3872,1843,1895,14,67,1,45,7,42,10,3,29
"590012","Ward Twelve*",3565,2208,1283,4,50,0,11,9,32,13,10,9
"590013","Ward Thirteen*",3586,1740,1794,10,29,0,7,6,30,17,7,6
"590014","Ward Fourteen*",1071,50,1017,2,0,1,1,0,9,0,8,1
"590015","Ward Fifteen*",3296,2261,964,12,30,1,22,6,44,18,6,20
"590016","Ward Sixteen*",3875,3007,770,16,12,0,62,8,98,37,4,57
"590017","Ward Seventeen*",2515,2090,357,2,57,0,6,3,29,24,0,5
"595101","Precinct 1-1",872,171,697,0,3,0,1,0,8,5,3,0
"595201","Precinct 2-1",739,146,588,1,1,0,2,1,2,0,0,2
"595301","Precinct 3-1",1632,883,723,4,9,4,1,8,15,14,0,1
"595401","Precinct 4-1",1644,1106,509,5,11,0,13,0,44,33,0,11
"595501","Precinct 5-1",778,99,668,0,10,0,0,1,15,11,4,0
"600001","One*",4640,3255,332,35,608,2,388,20,653,252,2,399
"600002","Two*",2420,1891,69,18,239,0,198,5,332,130,5,197
"600003","Three*",3146,2238,180,14,535,6,153,20,326,163,18,145
"600004","Four*",4271,3291,207,15,563,3,158,34,363,208,11,144
"600005","Five*",3189,2362,164,23,395,0,200,45,457,244,6,207
"600006","Six*",3832,2638,198,22,468,7,469,30,801,345,14,442
"610001","First Ward*",2691,2278,113,24,180,6,75,15,241,162,11,68
"610002","Second Ward*",2216,1839,60,11,251,1,47,7,113,69,1,43
"610003","Third Ward*",2013,1641,69,11,140,3,142,7,375,229,0,146
"610004","Fourth Ward",1921,1700,87,6,106,1,14,7,69,50,7,12
"610005","Fifth Ward",1536,1359,41,15,85,2,31,3,78,52,2,24
"620101","Precinct 1-1*",1603,1473,102,9,17,0,0,2,1,1,0,0
"620201","Precinct 2-1*",1570,1221,305,8,28,0,5,3,13,9,2,2
"620301","Precinct 3-1",1357,158,1190,0,5,0,3,1,3,2,1,0
"620401","Precinct 4-1",948,25,911,0,8,0,2,2,0,0,0,0
"620501","Precinct 5-1*",1401,86,1309,3,0,0,3,0,6,1,2,3
"620601","Precinct 6-1*",1467,853,568,4,14,1,21,6,23,3,10,10
"630101","District 1*",4791,3120,1268,33,89,3,253,25,427,150,28,249
"630201","District 2",4874,4441,218,24,117,0,60,14,113,57,6,50
"630301","District 3*",5405,4365,659,30,121,3,194,33,306,84,22,200
"630401","District 4",4209,2182,1894,25,31,7,48,22,99,58,5,36
"640001","East",3562,2830,362,29,23,0,313,5,563,224,14,325
"640002","North",1696,1566,42,15,9,0,64,0,139,80,0,59
"640003","South",1579,1491,45,5,18,1,19,0,55,34,2,19
"650101","Aberdeen*",3670,982,2552,29,60,1,18,28,39,19,6,14
"650102","Bassette*",4264,426,3715,24,28,3,27,41,55,10,23,22
"650103","City Hall*",4796,1018,3449,21,181,7,61,59,92,18,18,56
"650104","Cooper*",6827,2833,3521,41,218,5,115,94,265,108,47,110
"650105","East Hampton*",6026,1168,4634,43,43,5,41,92,147,22,82,43
"650106","Lasalle*",4317,2426,1714,35,48,1,53,40,108,39,16,53
"650107","Lee*",2998,990,1896,11,57,0,20,24,37,9,8,20
"650108","Pembroke*",6341,1294,4828,35,45,3,49,87,170,76,51,43
"650109","Phenix*",5182,428,4640,27,23,5,13,46,45,6,22,17
"650110","Phoebus*",929,514,350,9,20,1,24,11,28,5,4,19
"650111","River*",1384,1055,268,15,14,3,25,4,38,18,0,20
"650112","Smith",7562,3347,3856,86,111,14,73,75,171,45,40,86
"650113","Syms*",2230,1766,333,9,62,0,37,23,62,31,1,30
"650114","Tarrant*",4316,788,3382,19,44,2,45,36,57,5,11,41
"650115","Wythe*",2416,2009,361,8,12,2,16,8,29,16,2,11
"650201","Booker*",5038,3783,972,54,127,7,63,32,160,69,13,78
"650202","Buckroe*",6878,5036,1426,84,95,11,161,65,298,127,24,147
"650203","Burbank*",13153,8855,3436,106,330,25,277,124,560,228,53,279
"650204","Forrest",3282,2037,1082,26,53,2,38,44,100,51,15,34
"650205","Fox Hill*",5782,4866,725,37,88,10,44,12,105,62,4,39
"650206","Jones",1786,546,1105,18,69,1,18,29,64,21,17,26
"650207","Kecoughtan*",4635,1993,2349,23,128,5,72,65,162,47,30,85
"650208","Kraft",7336,4653,2314,38,174,10,83,64,225,103,39,83
"650209","Langley*",4736,3133,1375,30,93,9,52,44,134,71,16,47
"650210","Magruder*",6745,3059,3075,52,297,13,157,92,317,101,49,167
"650211","Mallory*",973,252,683,3,17,1,5,12,9,3,1,5
"650212","Northampton*",8504,4502,3365,48,413,18,75,83,242,133,35,74
"650213","Phillips*",6024,4673,1071,31,144,4,55,46,188,84,34,70
"650214","Tucker Capps*",6401,3606,2438,36,127,4,94,96,175,50,34,91
"650215","Tyler*",1906,518,1254,20,29,6,50,29,71,16,7,48
"660101","Northeast*",7075,5551,828,35,209,8,417,27,1393,931,44,418
"660102","Southeast*",17904,15407,984,40,766,9,599,99,1151,516,78,557
"660201","Northwest*",7741,6742,403,37,170,1,366,22,621,252,17,352
"660202","Southwest*",7748,6634,398,28,414,4,232,38,415,219,16,180
"670101","Ward 1*",3333,2645,549,26,32,0,69,12,108,39,8,61
"670201","Ward 2*",2827,808,1932,28,15,1,20,23,59,15,19,25
"670301","Ward 3",3249,2741,426,25,19,1,21,16,57,22,15,20
"670401","Ward 4",3333,2407,781,19,71,1,31,23,106,68,7,31
"670501","Ward 5*",3180,2583,479,30,29,8,40,11,84,35,9,40
"670601","Ward 6",3034,736,2175,18,27,7,52,19,108,48,11,49
"670701","Ward 7",3398,2004,1230,13,42,1,87,21,129,42,5,82
"678001","East*",2365,1786,538,7,20,0,10,4,29,19,0,10
"678002","West*",4502,4120,185,18,133,5,30,11,80,50,0,30
"680101","First Ward First Precinct",6230,4165,1722,20,232,3,59,29,97,42,8,47
"680102","First Ward Second Precinct*",3397,3215,122,8,35,0,12,5,17,11,1,5
"680103","First Ward Third Precinct*",2845,2753,70,6,9,1,6,0,17,12,0,5
"680104","First Ward Fourth Precinct",2997,2307,586,12,56,3,21,12,40,16,8,16
"680105","First Ward Fifth Precinct*",1994,1737,199,6,21,0,21,10,14,8,4,2
"680201","Second Ward First Precinct",7173,1979,5053,31,35,3,31,41,74,28,25,21
"680202","Second Ward Second Precinct",6925,1355,5430,32,11,1,41,55,60,13,11,36
"680203","Second Ward Third Precinct",672,372,280,12,5,0,1,2,5,0,4,1
"680301","Third Ward First Precinct*",3817,2470,1252,22,23,1,31,18,48,21,0,27
"680302","Third Ward Second Precinct",2016,1444,524,16,6,1,19,6,23,9,6,8
"680303","Third Ward Third Precinct",2569,2104,387,5,40,0,22,11,39,17,0,22
"680304","Third Ward Fourth Precinct",5548,4404,856,39,137,6,74,32,151,65,12,74
"680305","Third Ward Fifth Precinct*",2355,1983,238,8,76,2,37,11,66,30,0,36
"680401","Fourth Ward First Precinct*",3830,3021,622,22,95,4,51,15,58,19,4,35
"680402","Fourth Ward Second Precinct",2223,1904,273,6,18,0,17,5,45,27,1,17
"680403","Fourth Ward Third Precinct",5472,4313,1023,27,42,7,36,24,68,37,5,26
"680404","Fourth Ward Fourth Precinct",5206,3961,1077,26,76,2,45,19,56,24,5,27
"683001","Dean*",6782,5408,737,18,296,15,278,30,447,179,17,251
"683002","Weems",6190,4950,634,47,213,2,318,26,574,257,17,300
"683003","Metz",5800,4564,606,35,317,8,241,29,481,228,30,223
"683004","Haydon*",6635,4871,864,40,275,6,534,45,827,303,15,509
"683005","Baldwin*",9728,5523,1903,59,241,2,1897,103,2987,1045,48,1894
"685001","Precinct 1*",10290,7490,1198,82,482,9,975,54,1544,571,35,938
"690001","Precinct #1*",1497,11,1468,2,1,0,8,7,5,0,1,4
"690002","Precinct #2*",3385,2082,1220,16,22,0,35,10,103,54,20,29
"690003","Precinct #3*",2837,1626,1140,11,18,0,39,3,121,75,21,25
"690004","Precinct #4*",3787,2045,1696,6,4,0,28,8,103,66,12,25
"690005","Precinct #5*",2922,2748,132,4,22,1,14,1,18,6,0,12
"690006","Precinct #6*",988,25,945,5,11,0,2,0,8,0,4,4
"700101","Denbigh*",9979,2697,6156,65,422,34,402,203,750,230,100,420
"700102","Epes*",7872,2922,4248,51,247,14,283,107,512,169,46,297
"700103","Jenkins*",3397,2495,701,25,98,2,55,21,79,43,6,30
"700104","Mcintosh*",11315,5286,4898,87,418,31,459,136,783,220,85,478
"700105","Oyster Point",1281,841,337,5,40,1,45,12,51,13,1,37
"700106","Reservoir",8086,4336,2907,70,356,22,278,117,605,275,51,279
"700107","Richneck*",4921,2962,1487,40,240,5,106,81,218,81,32,105
"700108","Lee Hall",9720,5084,3465,82,252,37,624,176,1114,365,100,649
"700109","Windsor*",4399,2845,1219,24,179,6,85,41,209,106,15,88
"700201","Bland*",1509,905,442,19,78,0,41,24,91,29,20,42
"700202","Boulevard",4642,3306,1086,26,95,2,95,32,145,40,5,100
"700203","Charles*",5571,4195,927,50,263,0,83,53,174,96,9,69
"700204","Christopher Newport*",3197,2445,630,14,59,1,24,24,53,26,1,26
"700205","Deep Creek*",3724,3342,235,16,68,1,48,14,83,29,0,54
"700206","Watkins",10223,6571,2891,88,272,14,259,128,480,169,57,254
"700207","Grissom",532,359,101,4,51,0,10,7,25,16,0,9
"700208","Hidenwood",2060,1964,46,6,40,0,1,3,33,27,0,6
"700209","Hilton",3283,3038,154,28,31,1,26,5,52,32,2,18
"700210","Nelson",6191,4507,1127,40,346,20,85,66,190,69,24,97
"700211","Palmer*",3456,2465,726,19,122,7,82,35,124,40,20,64
"700212","Riverside",1894,1805,56,11,14,0,6,2,17,9,1,7
"700213","Sanford",1722,1397,200,18,83,3,11,10,24,10,4,10
"700214","Saunders*",6165,3861,1862,50,170,12,145,65,316,115,42,159
"700215","Warwick",2925,2017,706,19,72,10,80,21,109,37,12,60
"700216","Yates",2390,1921,351,9,67,0,17,25,59,31,0,28
"700217","Riverview",3217,2487,520,7,132,3,42,26,80,38,5,37
"700218","Kiln Creek*",6627,4812,1279,33,357,11,78,57,232,140,18,74
"700301","Beaconsdale",707,649,37,7,3,0,8,3,14,4,2,8
"700302","Briarfield",4367,1768,2434,28,41,4,29,63,104,46,23,35
"700303","Carver*",3251,1271,1870,29,30,0,29,22,43,13,3,27
"700304","Chestnut*",1911,46,1814,12,1,4,8,26,19,1,15,3
"700305","Downtown",1976,594,1273,17,24,1,29,38,75,13,22,40
"700306","Dunbar",3059,43,2955,6,2,0,20,33,34,2,14,18
"700307","Huntington*",1982,28,1917,3,8,0,2,24,29,1,21,7
"700308","Jefferson",2272,29,2198,10,11,0,0,24,21,0,16,5
"700309","Magruder*",1782,26,1733,6,0,2,4,11,23,7,12,4
"700310","Marshall",2709,46,2611,11,2,0,12,27,20,2,14,4
"700311","New Market",4501,2044,2311,33,48,0,38,27,85,27,14,44
"700312","Newsome Park",1484,10,1458,5,0,0,3,8,8,0,8,0
"700313","Reed*",2966,38,2871,7,2,0,10,38,27,0,17,10
"700314","River",2460,1561,772,29,22,1,42,33,72,30,8,34
"700315","Sedgefield*",2912,2393,369,36,60,8,28,18,75,40,4,31
"700316","South Morrison*",8275,4727,3169,51,109,10,132,77,298,111,47,140
"700317","Washington*",1208,11,1174,6,4,0,2,11,11,0,9,2
"700318","Wilson*",2030,234,1740,6,10,1,18,21,29,7,16,6
"710101","Granby",6528,4127,1917,49,174,9,188,64,406,193,39,174
"710103","Northside*",2320,1495,513,27,157,2,103,23,193,71,25,97
"710104","Titustown Center",21159,11213,7538,301,643,46,1195,223,2079,592,223,1264
"710105","Tucker House",1330,307,863,6,71,0,60,23,90,14,19,57
"710106","Zion Grace",6945,4123,1820,61,577,14,262,88,409,138,34,237
"710201","Canterbury*",3289,2512,629,14,62,16,23,33,73,53,4,16
"710202","Crossroads",4941,3147,1344,50,231,7,121,41,215,82,16,117
"710203","Ghent Square*",1823,1566,109,10,100,3,30,5,56,31,2,23
"710204","Immanuel*",2389,315,1976,25,22,2,17,32,46,14,15,17
"710205","Lafayette Library*",1334,1084,172,13,45,0,16,4,20,9,2,9
"710206","Lafayette Presbyterian*",428,317,94,1,13,0,2,1,3,3,0,0
"710207","Lambert's Point*",2644,458,2056,10,64,1,39,16,69,18,18,33
"710208","Larchmont Library*",1245,1217,2,2,16,5,3,0,17,14,0,3
"710209","Larchmont Recreation Center*",4161,2944,600,12,456,5,83,61,92,55,1,36
"710210","Maury*",2666,2307,208,22,77,7,36,9,70,37,4,29
"710211","Ohef Sholom*",2471,2086,245,10,95,4,25,6,42,25,4,13
"710212","Park Place*",2571,80,2450,6,12,0,7,16,10,2,1,7
"710213","St. Andrew's*",4226,3638,384,29,97,5,56,17,114,57,10,47
"710214","Stuart*",4070,2482,1394,26,85,1,51,31,82,30,8,44
"710215","Suburban Park*",3339,2490,661,39,82,0,44,23,90,32,8,50
"710216","Therapeutic Center*",3681,2952,468,23,149,4,69,16,138,51,19,68
"710217","Wesley",3318,1594,1440,45,138,1,71,29,113,42,16,55
"710218","Willard*",2804,2493,203,17,59,4,22,6,41,23,5,13
"710301","Ballentine*",4665,976,3551,25,38,0,47,28,101,24,29,48
"710302","Tanner's Creek*",3260,1302,1629,26,201,3,59,40,90,29,9,52
"710303","Bowling Park",5582,164,5333,8,17,2,12,46,39,4,29,6
"710304","Coleman Place School",2697,770,1617,19,213,6,35,37,55,16,8,31
"710305","Lafayette-Winona*",3402,1282,1982,26,34,4,39,35,87,42,17,28
"710306","Lindenwood*",2763,400,2291,15,15,1,20,21,63,28,18,17
"710307","Monroe*",1382,95,1253,9,4,10,6,5,35,6,10,19
