"DISTRICT","TOTALPOP","Targ.","Dev.","Deviation"
1,709060,643501.3636,10.2%,65559
2,574058,643501.3636,-10.8%,-69443
3,567683,643501.3636,-11.8%,-75818
4,645733,643501.3636,0.3%,2232
5,620104,643501.3636,-3.6%,-23397
6,609802,643501.3636,-5.2%,-33699
7,699196,643501.3636,8.7%,55695
8,627849,643501.3636,-2.4%,-15652
9,582943,643501.3636,-9.4%,-60558
10,792534,643501.3636,23.2%,149033
11,649553,643501.3636,0.9%,6052
