"DISTRICT","TOTALPOP","Targ.","Dev.","Deviation"
1,643530,643501.3636,0%,29
2,643498,643501.3636,0%,-3
3,643483,643501.3636,0%,-18
4,643474,643501.3636,0%,-27
5,643471,643501.3636,0%,-30
6,643517,643501.3636,0%,16
7,643497,643501.3636,0%,-4
8,643533,643501.3636,0%,32
9,643508,643501.3636,0%,7
10,643488,643501.3636,0%,-13
11,643516,643501.3636,0%,15
