"DISTRICT","TOTALPOP","Targ.","Dev.","Deviation"
1,643556,643501.3636,0%,55
2,643674,643501.3636,0%,173
3,643440,643501.3636,0%,-61
4,643514,643501.3636,0%,13
5,643429,643501.3636,0%,-72
6,643577,643501.3636,0%,76
7,643328,643501.3636,0%,-173
8,643487,643501.3636,0%,-14
9,643381,643501.3636,0%,-120
10,643571,643501.3636,0%,70
11,643558,643501.3636,0%,57
