"DISTRICT","TOTALPOP","Targ.","Dev.","Deviation"
1,643514,643501.3636,0%,13
2,643510,643501.3636,0%,9
3,643476,643501.3636,0%,-25
4,643477,643501.3636,0%,-24
5,643497,643501.3636,0%,-4
6,643504,643501.3636,0%,3
7,643499,643501.3636,0%,-2
8,643503,643501.3636,0%,2
9,643514,643501.3636,0%,13
10,643512,643501.3636,0%,11
11,643509,643501.3636,0%,8
