District 10,Population Deviation:,"149,033"
,Percent Deviation:,23.2
Counties and Cities,,"462,428"
043,Clarke,"12,652"
061,Fauquier,"55,139"
069,Frederick,"59,209"
107,Loudoun,"169,599"
139,Page,"23,177"
157,Rappahannock,"6,983"
171,Shenandoah,"35,075"
187,Warren,"31,584"
840,Winchester city,"23,585"
683,Manassas city,"35,135"
685,Manassas Park city,"10,290"
Fairfax (Part),,"205,190"
059 201,Colvin*,"3,149"
059 229,Fox Mill*,"6,149"
059 299,Floris 203/Frying Pan 235,"14,652"
059 304,Cooper*,"5,268"
059 306,Great Falls*,"2,442"
059 309,Kenmore*,"4,579"
059 322,Forestville,"3,765"
059 323,Shouse*,"2,633"
059 328,Hickory*,"3,933"
059 329,Seneca,"4,326"
059 727,Oakton*,"3,225"
059 730,Penderbrook*,"4,139"
059 731,Tysons*,"4,403"
059 732,Oak Marr*,"3,389"
059 803,Clifton*,"5,241"
059 901,Centre Ridge*,"10,769"
059 902,Chantilly*,"8,555"
059 904,Dulles*,"2,971"
059 905,Franklin,"4,672"
059 906,Greenbriar East*,"10,143"
059 907,Greenbriar West*,"8,175"
059 908,Kinross,"6,797"
059 910,London Towne*,"8,036"
059 911,Navy*,"6,810"
059 912,Newgate*,"6,867"
059 913,Rocky Run*,"5,450"
059 914,Vale*,"3,640"
059 915,Virginia Run*,"6,395"
059 916,Waples Mill*,"5,177"
059 918,Centreville*,"10,230"
059 919,Green Trails*,"7,766"
059 920,Lees Corner,"4,584"
059 921,Deer Park*,"5,042"
059 999,Cub Run 903/Stone 917,"11,818"
Prince William (Part),,"111,445"
153 101,Brentsville,"2,096"
153 102,Armory*,"5,982"
153 103,Buckhall*,"5,905"
153 104,Nokesville,"1,746"
153 105,Parkside,"7,219"
153 106,Jackson*,"2,362"
153 107,Linton Hall,"9,542"
153 108,Woodbine,"5,861"
153 109,Park,"2,880"
153 203,Coles*,"3,958"
153 204,Mccoart*,"6,588"
153 305,Pattie*,"3,185"
153 307,Henderson*,"6,151"
153 308,Montclair*,"4,192"
153 401,Evergreen*,"4,617"
153 402,Haymarket*,"6,664"
153 403,Loch Lomond*,"2,496"
153 404,Sinclair,"5,693"
153 405,Stonewall,"2,066"
153 406,Sudley,"2,402"
153 407,Westgate*,"4,749"
153 408,Catharpin*,"2,302"
153 409,Bull Run*,"4,356"
153 410,Plantation*,"1,939"
153 411,Mullen*,"6,494"
Rockingham (Part),,"7,276"
165 102,Timberville*,"4,115"
165 105,Lacey Spring*,"1,619"
165 205,Tenth Legion*,"1,542"
Prince William - Saunders* (201) (Part),,0
Prince William - Washington-Reid* (306) (Part),,"6,136"
Rockingham - Broadway* (101) (Part),,59
District Number - 10,Total Population:,"792,534"
