District 5,Population Deviation:,"-23,397"
,Percent Deviation:,-3.6
Counties and Cities,,"540,531"
011,Appomattox,"13,705"
029,Buckingham,"15,623"
031,Campbell,"51,078"
037,Charlotte,"12,472"
049,Cumberland,"9,017"
065,Fluvanna,"20,047"
067,Franklin,"47,286"
083,Halifax,"37,355"
089,Henry,"57,930"
111,Lunenburg,"13,146"
117,Mecklenburg,"32,380"
125,Nelson,"14,445"
141,Patrick,"19,407"
143,Pittsylvania,"61,745"
147,Prince Edward,"19,720"
515,Bedford city,"6,299"
540,Charlottesville city,"45,049"
590,Danville city,"48,411"
690,Martinsville city,"15,416"
Albemarle (Part),,"34,325"
003 103,Branchlands*,"1,716"
003 202,University Hall*,"2,626"
003 304,East Ivy*,"1,775"
003 399,North Garden 302 / Batesville 303,"4,848"
003 401,Scottsville*,"2,296"
003 402,Monticello*,"3,160"
003 403,Porter's,"2,133"
003 404,Covesville,526
003 405,Cale*,"6,111"
003 501,Keswick*,"3,888"
003 504,Free Bridge*,"5,246"
Bedford (Part),,"44,582"
019 202,Staunton River*,"2,480"
019 204,Mountain View*,682
019 301,New London*,"2,854"
019 302,Otter Hill*,"2,151"
019 303,Walton's Store*,"1,199"
019 304,White House*,"2,015"
019 305,Huddleston*,"1,227"
019 401,Forest*,"3,995"
019 402,Jefferson*,"6,491"
019 501,Cove*,373
019 502,Big Island*,"1,012"
019 503,Sedalia*,"1,250"
019 504,Kelso*,"1,422"
019 505,Boonsboro*,"4,710"
019 601,Montvale*,"2,627"
019 603,Thaxton*,"2,117"
019 701,Goode*,"2,164"
019 702,Liberty High School*,"2,684"
019 703,Sign Rock*,"3,129"
Albemarle - Ivy* (301) (Part),,0
Bedford - Shady Grove* (602) (Part),,666
District Number - 5,Total Population:,"620,104"
